"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Nrtg","Home","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct"
"135",135,736199,3107,3107,3808,16,12,50,29,9,26,13,29,19,200,"BS Leiden","BS Leide",736199,3808,3107,3808,20,12,27,14,10,31,5,28,17,200,"BV Leeuwarden","BV Leeuw",7.36,9.2,97,70,TRUE,FALSE,102.36,84.2,89.4678048780488,78.85,84,TRUE,84.1589024390244,115.47619047619,83.3333333333333,32.1428571428572,FALSE,0.559210526315789,0.317073170731707,0.226190476190476,0.157894736842105,0.5,0.147058823529412,0.202380952380952,0.206896551724138,0.599808061420345,0.31190019193858,0.0882917466410749,0.58,0.346153846153846,0.75
"136",136,736199,3808,3107,3808,20,12,27,14,10,31,5,28,17,200,"BV Leeuwarden","BV Leeuw",736199,3107,3107,3808,16,12,50,29,9,26,13,29,19,200,"BS Leiden","BS Leide",9.2,7.36,70,97,FALSE,TRUE,84.2,102.36,78.85,89.4678048780488,84,TRUE,84.1589024390244,83.3333333333333,115.47619047619,-32.1428571428572,TRUE,0.5,0.147058823529412,0.202380952380952,0.206896551724138,0.559210526315789,0.317073170731707,0.226190476190476,0.157894736842105,0.401785714285714,0.461309523809524,0.136904761904762,0.518518518518518,0.32258064516129,0.6
"137",137,736200,3103,3103,10757,20,19,29,19,14,36,10,37,11,200,"Rotterdam Basketbal","Rotterda",736200,10757,3103,10757,14,11,41,13,5,28,15,23,12,200,"BC APOLLO Amsterdam","BC APOLL",9.2,6.44,99,52,TRUE,FALSE,85.2,87.44,74.8242424242424,71.6986538461538,73,FALSE,73.2614481351981,135.616438356164,71.2328767123288,64.3835616438356,FALSE,0.615384615384615,0.303030303030303,0.150684931506849,0.292307692307692,0.297101449275362,0.288461538461538,0.164383561643836,0.159420289855072,0.390835579514825,0.485175202156334,0.123989218328841,0.655172413793103,0.388888888888889,0.95
"138",138,736200,10757,3103,10757,14,11,41,13,5,28,15,23,12,200,"BC APOLLO Amsterdam","BC APOLL",736200,3103,3103,10757,20,19,29,19,14,36,10,37,11,200,"Rotterdam Basketbal","Rotterda",6.44,9.2,52,99,FALSE,TRUE,87.44,85.2,71.6986538461538,74.8242424242424,73,FALSE,73.2614481351981,71.2328767123288,135.616438356164,-64.3835616438356,TRUE,0.297101449275362,0.288461538461538,0.164383561643836,0.159420289855072,0.615384615384615,0.303030303030303,0.150684931506849,0.292307692307692,0.543478260869565,0.371155885471898,0.0853658536585366,0.317073170731707,0.178571428571429,0.785714285714286
"139",139,736201,8594,11480,8594,12,9,25,16,12,24,5,34,21,200,"Donar","Donar",736201,11480,11480,8594,13,5,49,20,8,25,20,17,12,200,"New Heroes","New Hero",5.52,5.98,77,69,TRUE,FALSE,75.52,91.98,70.4131818181818,73.7503703703704,72,FALSE,72.0817760942761,106.944444444444,95.8333333333333,11.1111111111111,TRUE,0.693877551020408,0.227272727272727,0.291666666666667,0.183673469387755,0.432432432432432,0.37037037037037,0.166666666666667,0.0675675675675676,0.458547322083639,0.440205429200293,0.101247248716067,0.64,0.5,0.75
"140",140,736201,11480,11480,8594,13,5,49,20,8,25,20,17,12,200,"New Heroes","New Hero",736201,8594,11480,8594,12,9,25,16,12,24,5,34,21,200,"Donar","Donar",5.98,5.52,69,77,FALSE,TRUE,91.98,75.52,73.7503703703704,70.4131818181818,72,FALSE,72.0817760942761,95.8333333333333,106.944444444444,-11.1111111111111,FALSE,0.432432432432432,0.37037037037037,0.166666666666667,0.0675675675675676,0.693877551020408,0.227272727272727,0.291666666666667,0.183673469387755,0.612653163290823,0.312578144536134,0.0747686921730433,0.408163265306122,0.32,0.384615384615385
"141",141,736202,2571,2571,3107,22,16,43,20,2,19,7,22,16,200,"Basketball Stars Weert","Basketba",736202,3107,2571,3107,31,19,45,22,5,20,25,34,18,200,"BS Leiden","BS Leide",10.12,14.26,62,78,FALSE,TRUE,88.12,97.26,80.8126829268293,75.6323404255319,78,TRUE,78.2225116761806,79.4871794871795,100,-20.5128205128205,FALSE,0.370967741935484,0.170731707317073,0.205128205128205,0.258064516129032,0.453846153846154,0.531914893617021,0.230769230769231,0.292307692307692,0.596228508042152,0.26344980587909,0.140321686078758,0.465116279069767,0.105263157894737,0.727272727272727
"142",142,736202,3107,2571,3107,31,19,45,22,5,20,25,34,18,200,"BS Leiden","BS Leide",736202,2571,2571,3107,22,16,43,20,2,19,7,22,16,200,"Basketball Stars Weert","Basketba",14.26,10.12,78,62,TRUE,FALSE,97.26,88.12,75.6323404255319,80.8126829268293,78,TRUE,78.2225116761806,100,79.4871794871795,20.5128205128205,TRUE,0.453846153846154,0.531914893617021,0.230769230769231,0.292307692307692,0.370967741935484,0.170731707317073,0.205128205128205,0.258064516129032,0.56775170325511,0.252334090335604,0.179914206409286,0.488888888888889,0.25,0.612903225806452
"143",143,736203,1771,3808,1771,9,4,49,31,18,31,9,37,13,200,"Landstede Basketbal","Landsted",736203,3808,3808,1771,28,15,37,17,6,20,5,16,20,200,"BV Leeuwarden","BV Leeuw",4.14,12.88,120,67,TRUE,FALSE,97.14,89.88,85.1988,85.5490476190476,85,FALSE,85.3739238095238,141.176470588235,78.8235294117647,62.3529411764706,TRUE,0.725,0.36,0.152941176470588,0.05,0.456140350877193,0.119047619047619,0.235294117647059,0.263157894736842,0.582362728785358,0.368433563109104,0.0492037081055384,0.63265306122449,0.580645161290323,0.444444444444444
"144",144,736203,3808,3808,1771,28,15,37,17,6,20,5,16,20,200,"BV Leeuwarden","BV Leeuw",736203,1771,3808,1771,9,4,49,31,18,31,9,37,13,200,"Landstede Basketbal","Landsted",12.88,4.14,67,120,FALSE,TRUE,89.88,97.14,85.5490476190476,85.1988,85,FALSE,85.3739238095238,78.8235294117647,141.176470588235,-62.3529411764706,FALSE,0.456140350877193,0.119047619047619,0.235294117647059,0.263157894736842,0.725,0.36,0.152941176470588,0.05,0.529479107040641,0.286204922724671,0.184315970234688,0.459459459459459,0.3,0.535714285714286
"145",145,736204,10757,10757,11480,9,6,38,19,6,24,5,27,11,200,"BC APOLLO Amsterdam","BC APOLL",736204,11480,10757,11480,19,11,44,22,3,17,11,33,12,200,"New Heroes","New Hero",4.14,8.74,62,64,FALSE,TRUE,77.14,81.74,71.9307894736842,70.5894736842105,71,FALSE,71.2601315789474,87.3239436619718,90.1408450704225,-2.8169014084507,FALSE,0.451612903225806,0.131578947368421,0.154929577464789,0.0967741935483871,0.434426229508197,0.289473684210526,0.169014084507042,0.180327868852459,0.574538856970063,0.362866646507409,0.062594496522528,0.5,0.25,0.666666666666667
"146",146,736204,11480,10757,11480,19,11,44,22,3,17,11,33,12,200,"New Heroes","New Hero",736204,10757,10757,11480,9,6,38,19,6,24,5,27,11,200,"BC APOLLO Amsterdam","BC APOLL",8.74,4.14,64,62,TRUE,FALSE,81.74,77.14,70.5894736842105,71.9307894736842,71,FALSE,71.2601315789474,90.1408450704225,87.3239436619718,2.8169014084507,TRUE,0.434426229508197,0.289473684210526,0.169014084507042,0.180327868852459,0.451612903225806,0.131578947368421,0.154929577464789,0.0967741935483871,0.630914826498423,0.243762546601663,0.125322626899914,0.5,0.176470588235294,0.578947368421053
"147",147,736205,3103,3107,3103,22,15,35,16,9,29,14,29,16,200,"Rotterdam Basketbal","Rotterda",736205,3107,3107,3103,12,9,45,25,7,19,7,27,14,200,"BS Leiden","BS Leide",10.12,5.52,74,80,FALSE,TRUE,90.12,83.52,75.8707317073171,76.8622222222222,76,FALSE,76.3664769647696,97.3684210526316,105.263157894737,-7.89473684210526,TRUE,0.4609375,0.341463414634146,0.210526315789474,0.234375,0.5546875,0.194444444444444,0.184210526315789,0.140625,0.47220723151646,0.391257420399352,0.136535348084188,0.457142857142857,0.310344827586207,0.681818181818182
"148",148,736205,3107,3107,3103,12,9,45,25,7,19,7,27,14,200,"BS Leiden","BS Leide",736205,3103,3107,3103,22,15,35,16,9,29,14,29,16,200,"Rotterdam Basketbal","Rotterda",5.52,10.12,80,74,TRUE,FALSE,83.52,90.12,76.8622222222222,75.8707317073171,76,FALSE,76.3664769647696,105.263157894737,97.3684210526316,7.89473684210526,FALSE,0.5546875,0.194444444444444,0.184210526315789,0.140625,0.4609375,0.341463414634146,0.210526315789474,0.234375,0.647295742232451,0.273302646720368,0.0794016110471807,0.555555555555556,0.368421052631579,0.75
"149",149,736206,3808,8594,3808,20,15,42,22,5,20,9,25,9,200,"BV Leeuwarden","BV Leeuw",736206,8594,8594,3808,17,9,60,36,1,16,15,27,9,200,"Donar","Donar",9.2,7.82,74,84,FALSE,TRUE,80.2,92.82,70.8375,77.17125,74,TRUE,74.004375,100,113.513513513514,-13.5135135135135,TRUE,0.475806451612903,0.25,0.121621621621622,0.241935483870968,0.493421052631579,0.375,0.121621621621622,0.118421052631579,0.589887640449438,0.280898876404494,0.129213483146067,0.523809523809524,0.25,0.75
"150",150,736206,8594,8594,3808,17,9,60,36,1,16,15,27,9,200,"Donar","Donar",736206,3808,8594,3808,20,15,42,22,5,20,9,25,9,200,"BV Leeuwarden","BV Leeuw",7.82,9.2,84,74,TRUE,FALSE,92.82,80.2,77.17125,70.8375,74,TRUE,74.004375,113.513513513514,100,13.5135135135135,FALSE,0.493421052631579,0.375,0.121621621621622,0.118421052631579,0.475806451612903,0.25,0.121621621621622,0.241935483870968,0.715819613457409,0.190885230255309,0.0932951562872823,0.6,0.0625,0.529411764705882
"151",151,736207,1771,1771,2571,31,21,43,18,3,17,12,19,14,200,"Landstede Basketbal","Landsted",736207,2571,1771,2571,23,15,32,19,7,24,13,31,18,200,"Basketball Stars Weert","Basketba",14.26,10.58,66,74,FALSE,TRUE,88.26,84.58,76.6144186046511,71.539375,74,TRUE,74.0768968023256,89.1891891891892,100,-10.8108108108108,FALSE,0.375,0.27906976744186,0.189189189189189,0.35,0.526785714285714,0.40625,0.243243243243243,0.267857142857143,0.579046593051441,0.228925397252895,0.192028009695664,0.418604651162791,0.176470588235294,0.67741935483871
"152",152,736207,2571,1771,2571,23,15,32,19,7,24,13,31,18,200,"Basketball Stars Weert","Basketba",736207,1771,1771,2571,31,21,43,18,3,17,12,19,14,200,"Landstede Basketbal","Landsted",10.58,14.26,74,66,TRUE,FALSE,84.58,88.26,71.539375,76.6144186046511,74,TRUE,74.0768968023256,100,89.1891891891892,10.8108108108108,TRUE,0.526785714285714,0.40625,0.243243243243243,0.267857142857143,0.375,0.27906976744186,0.189189189189189,0.35,0.480624812255933,0.36046860919195,0.158906578552118,0.59375,0.291666666666667,0.652173913043478
"153",153,736208,3107,3107,10757,12,10,34,15,13,31,12,19,11,200,"BS Leiden","BS Leide",736208,10757,3107,10757,12,8,34,20,6,25,13,28,14,200,"BC APOLLO Amsterdam","BC APOLL",5.52,5.52,79,66,TRUE,FALSE,81.52,78.52,69.643,64.1753125,67,TRUE,66.90915625,117.910447761194,98.5074626865672,19.4029850746269,FALSE,0.530769230769231,0.3,0.164179104477612,0.153846153846154,0.491525423728814,0.40625,0.208955223880597,0.135593220338983,0.482132728304027,0.439591605218378,0.078275666477595,0.441176470588235,0.419354838709677,0.833333333333333
"154",154,736208,10757,3107,10757,12,8,34,20,6,25,13,28,14,200,"BC APOLLO Amsterdam","BC APOLL",736208,3107,3107,10757,12,10,34,15,13,31,12,19,11,200,"BS Leiden","BS Leide",5.52,5.52,66,79,FALSE,TRUE,78.52,81.52,64.1753125,69.643,67,TRUE,66.90915625,98.5074626865672,117.910447761194,-19.4029850746269,TRUE,0.491525423728814,0.40625,0.208955223880597,0.135593220338983,0.530769230769231,0.3,0.164179104477612,0.153846153846154,0.526968381897086,0.387476751394916,0.0855548667079975,0.588235294117647,0.24,0.666666666666667
"155",155,736209,3808,3808,11480,6,6,46,17,5,24,8,21,14,200,"BV Leeuwarden","BV Leeuw",736209,11480,3808,11480,13,8,51,28,13,25,16,39,11,200,"New Heroes","New Hero",2.76,5.98,55,103,FALSE,TRUE,86.76,92.98,78.0178723404255,76.7854054054054,77,FALSE,77.4016388729155,71.4285714285714,133.766233766234,-62.3376623376623,FALSE,0.35,0.170212765957447,0.181818181818182,0.0857142857142857,0.625,0.432432432432432,0.142857142857143,0.105263157894737,0.632215503023639,0.329851566794942,0.0379329301814184,0.369565217391304,0.208333333333333,1
"156",156,736209,11480,3808,11480,13,8,51,28,13,25,16,39,11,200,"New Heroes","New Hero",736209,3808,3808,11480,6,6,46,17,5,24,8,21,14,200,"BV Leeuwarden","BV Leeuw",5.98,2.76,103,55,TRUE,FALSE,92.98,86.76,76.7854054054054,78.0178723404255,77,FALSE,77.4016388729155,133.766233766234,71.4285714285714,62.3376623376623,TRUE,0.625,0.432432432432432,0.142857142857143,0.105263157894737,0.35,0.170212765957447,0.181818181818182,0.0857142857142857,0.622102951939497,0.304952427421322,0.0729446206391803,0.549019607843137,0.52,0.615384615384615
"157",157,736210,1771,3103,1771,19,16,43,24,8,25,13,37,13,200,"Landstede Basketbal","Landsted",736210,3103,3103,1771,11,8,37,14,11,29,7,23,15,200,"Rotterdam Basketbal","Rotterda",8.74,5.06,88,69,TRUE,FALSE,89.74,86.06,75.83,79.0806818181818,77,FALSE,77.4553409090909,114.285714285714,89.6103896103896,24.6753246753247,TRUE,0.529411764705882,0.361111111111111,0.168831168831169,0.235294117647059,0.462121212121212,0.159090909090909,0.194805194805195,0.121212121212121,0.56033359395361,0.325775345321866,0.113891060724524,0.558139534883721,0.32,0.842105263157895
"158",158,736210,3103,3103,1771,11,8,37,14,11,29,7,23,15,200,"Rotterdam Basketbal","Rotterda",736210,1771,3103,1771,19,16,43,24,8,25,13,37,13,200,"Landstede Basketbal","Landsted",5.06,8.74,69,88,FALSE,TRUE,86.06,89.74,79.0806818181818,75.83,77,FALSE,77.4553409090909,89.6103896103896,114.285714285714,-24.6753246753247,FALSE,0.462121212121212,0.159090909090909,0.194805194805195,0.121212121212121,0.529411764705882,0.361111111111111,0.168831168831169,0.235294117647059,0.52068674359696,0.408105826062482,0.0712074303405573,0.378378378378378,0.379310344827586,0.727272727272727
"159",159,736211,2571,2571,8594,14,8,46,19,3,20,7,18,15,200,"Basketball Stars Weert","Basketba",736211,8594,2571,8594,20,16,43,27,7,15,6,38,16,200,"Donar","Donar",6.44,9.2,55,91,FALSE,TRUE,87.44,83.2,80.1164444444444,76.78,78,FALSE,78.4482222222222,70.5128205128205,116.666666666667,-46.1538461538462,FALSE,0.356060606060606,0.155555555555556,0.192307692307692,0.121212121212121,0.646551724137931,0.25,0.205128205128205,0.275862068965517,0.635008282716731,0.276090557702927,0.0889011595803424,0.41304347826087,0.15,0.571428571428571
"160",160,736211,8594,2571,8594,20,16,43,27,7,15,6,38,16,200,"Donar","Donar",736211,2571,2571,8594,14,8,46,19,3,20,7,18,15,200,"Basketball Stars Weert","Basketba",9.2,6.44,91,55,TRUE,FALSE,83.2,87.44,76.78,80.1164444444444,78,FALSE,78.4482222222222,116.666666666667,70.5128205128205,46.1538461538462,TRUE,0.646551724137931,0.25,0.205128205128205,0.275862068965517,0.356060606060606,0.155555555555556,0.192307692307692,0.121212121212121,0.639880952380952,0.223214285714286,0.136904761904762,0.627906976744186,0.466666666666667,0.8
"161",161,736212,3808,10757,3808,33,26,44,26,8,29,16,40,10,225,"BV Leeuwarden","BV Leeuw",736212,10757,10757,3808,16,13,35,18,13,41,9,25,11,225,"BC APOLLO Amsterdam","BC APOLL",15.18,7.36,102,88,TRUE,FALSE,98.18,94.36,81.8951219512195,85.5161224489796,84,FALSE,74.4049975111996,121.428571428571,104.761904761905,16.6666666666667,TRUE,0.520547945205479,0.390243902439024,0.119047619047619,0.356164383561644,0.493421052631579,0.183673469387755,0.130952380952381,0.171052631578947,0.498979360399183,0.328872760263098,0.172147879337718,0.590909090909091,0.275862068965517,0.787878787878788
"162",162,736212,10757,10757,3808,16,13,35,18,13,41,9,25,11,225,"BC APOLLO Amsterdam","BC APOLL",736212,3808,10757,3808,33,26,44,26,8,29,16,40,10,225,"BV Leeuwarden","BV Leeuw",7.36,15.18,88,102,FALSE,TRUE,94.36,98.18,85.5161224489796,81.8951219512195,84,FALSE,74.4049975111996,104.761904761905,121.428571428571,-16.6666666666667,FALSE,0.493421052631579,0.183673469387755,0.130952380952381,0.171052631578947,0.520547945205479,0.390243902439024,0.119047619047619,0.356164383561644,0.419865642994242,0.491842610364683,0.0882917466410749,0.514285714285714,0.317073170731707,0.8125
"163",163,736213,1771,1771,3107,12,8,44,23,4,19,8,29,12,200,"Landstede Basketbal","Landsted",736213,3107,1771,3107,9,5,40,16,6,24,18,31,17,200,"BS Leiden","BS Leide",5.52,4.14,66,55,TRUE,FALSE,80.52,85.14,72.6184615384615,67.9289361702128,70,TRUE,70.2736988543371,94.2857142857143,78.5714285714286,15.7142857142857,FALSE,0.46031746031746,0.205128205128205,0.171428571428571,0.126984126984127,0.390625,0.382978723404255,0.242857142857143,0.078125,0.642148277875073,0.277291301809691,0.0805604203152364,0.522727272727273,0.210526315789474,0.666666666666667
"164",164,736213,3107,1771,3107,9,5,40,16,6,24,18,31,17,200,"BS Leiden","BS Leide",736213,1771,1771,3107,12,8,44,23,4,19,8,29,12,200,"Landstede Basketbal","Landsted",4.14,5.52,55,66,FALSE,TRUE,85.14,80.52,67.9289361702128,72.6184615384615,70,TRUE,70.2736988543371,78.5714285714286,94.2857142857143,-15.7142857142857,TRUE,0.390625,0.382978723404255,0.242857142857143,0.078125,0.46031746031746,0.205128205128205,0.171428571428571,0.126984126984127,0.587026709715292,0.352216025829175,0.0607572644555327,0.4,0.25,0.555555555555556
"165",165,736214,2571,11480,2571,8,5,42,23,7,25,3,30,15,200,"Basketball Stars Weert","Basketba",736214,11480,11480,2571,27,19,48,20,5,16,12,32,17,200,"New Heroes","New Hero",3.68,12.42,72,74,FALSE,TRUE,85.68,93.42,82.2865714285714,81.4971428571429,82,FALSE,81.8918571428571,87.8048780487805,90.2439024390244,-2.4390243902439,TRUE,0.5,0.0857142857142857,0.182926829268293,0.0746268656716418,0.4296875,0.285714285714286,0.207317073170732,0.296875,0.594227504244482,0.353706847764573,0.0520656479909451,0.547619047619048,0.28,0.625
"166",166,736214,11480,11480,2571,27,19,48,20,5,16,12,32,17,200,"New Heroes","New Hero",736214,2571,11480,2571,8,5,42,23,7,25,3,30,15,200,"Basketball Stars Weert","Basketba",12.42,3.68,74,72,TRUE,FALSE,93.42,85.68,81.4971428571429,82.2865714285714,82,FALSE,81.8918571428571,90.2439024390244,87.8048780487805,2.4390243902439,FALSE,0.4296875,0.285714285714286,0.207317073170732,0.296875,0.5,0.0857142857142857,0.182926829268293,0.0746268656716418,0.628107825176655,0.209369275058885,0.16252289976446,0.416666666666667,0.3125,0.703703703703704
"167",167,736215,3103,8594,3103,25,18,34,13,4,23,8,26,19,200,"Rotterdam Basketbal","Rotterda",736215,8594,8594,3103,14,10,43,24,8,25,11,34,17,200,"Donar","Donar",11.5,6.44,56,82,FALSE,TRUE,87.5,91.44,79.347619047619,79.9881081081081,80,FALSE,79.6678635778636,70,102.5,-32.5,TRUE,0.333333333333333,0.19047619047619,0.2375,0.315789473684211,0.529411764705882,0.297297297297297,0.2125,0.147058823529412,0.496350364963504,0.335766423357664,0.167883211678832,0.382352941176471,0.173913043478261,0.72
"168",168,736215,8594,8594,3103,14,10,43,24,8,25,11,34,17,200,"Donar","Donar",736215,3103,8594,3103,25,18,34,13,4,23,8,26,19,200,"Rotterdam Basketbal","Rotterda",6.44,11.5,82,56,TRUE,FALSE,91.44,87.5,79.9881081081081,79.347619047619,80,FALSE,79.6678635778636,102.5,70,32.5,FALSE,0.529411764705882,0.297297297297297,0.2125,0.147058823529412,0.333333333333333,0.19047619047619,0.2375,0.315789473684211,0.577646426652337,0.335840945728103,0.0865126276195594,0.558139534883721,0.32,0.714285714285714
"169",169,736216,1771,1771,10757,11,5,38,24,12,28,14,25,18,200,"Landstede Basketbal","Landsted",736216,10757,1771,10757,19,11,38,21,7,22,10,18,12,200,"BC APOLLO Amsterdam","BC APOLL",5.06,8.74,89,74,TRUE,FALSE,89.06,80.74,75.01625,70.9571428571429,73,TRUE,72.9866964285714,121.917808219178,101.369863013699,20.5479452054795,FALSE,0.636363636363636,0.4375,0.246575342465753,0.0757575757575758,0.525,0.285714285714286,0.164383561643836,0.183333333333333,0.53475935828877,0.394033211370673,0.0712074303405573,0.631578947368421,0.428571428571429,0.454545454545455
"170",170,736216,10757,1771,10757,19,11,38,21,7,22,10,18,12,200,"BC APOLLO Amsterdam","BC APOLL",736216,1771,1771,10757,11,5,38,24,12,28,14,25,18,200,"Landstede Basketbal","Landsted",8.74,5.06,74,89,FALSE,TRUE,80.74,89.06,70.9571428571429,75.01625,73,TRUE,72.9866964285714,101.369863013699,121.917808219178,-20.5479452054795,TRUE,0.525,0.285714285714286,0.164383561643836,0.183333333333333,0.636363636363636,0.4375,0.246575342465753,0.0757575757575758,0.552807681117253,0.320046552225778,0.127145766656968,0.552631578947368,0.318181818181818,0.578947368421053
"171",171,736217,2571,3808,2571,18,12,49,27,11,28,22,22,14,200,"Basketball Stars Weert","Basketba",736217,3808,3808,2571,21,15,36,20,8,25,5,20,12,200,"BV Leeuwarden","BV Leeuw",8.28,9.66,99,79,TRUE,FALSE,99.28,82.66,77.4214285714286,76.1211111111111,77,FALSE,76.7712698412698,128.571428571429,102.597402597403,25.974025974026,TRUE,0.564935064935065,0.523809523809524,0.181818181818182,0.155844155844156,0.524590163934426,0.185185185185185,0.155844155844156,0.245901639344262,0.574577861163227,0.328330206378987,0.0970919324577861,0.551020408163265,0.392857142857143,0.666666666666667
"172",172,736217,3808,3808,2571,21,15,36,20,8,25,5,20,12,200,"BV Leeuwarden","BV Leeuw",736217,2571,3808,2571,18,12,49,27,11,28,22,22,14,200,"Basketball Stars Weert","Basketba",9.66,8.28,79,99,FALSE,TRUE,82.66,99.28,76.1211111111111,77.4214285714286,77,FALSE,76.7712698412698,102.597402597403,128.571428571429,-25.974025974026,FALSE,0.524590163934426,0.185185185185185,0.155844155844156,0.245901639344262,0.564935064935065,0.523809523809524,0.181818181818182,0.155844155844156,0.509482026606284,0.35380696292103,0.136711010472686,0.555555555555556,0.32,0.714285714285714
"173",173,736218,3107,8594,3107,9,7,52,19,4,17,12,24,9,200,"BS Leiden","BS Leide",736218,8594,8594,3107,21,13,35,23,5,20,8,36,18,200,"Donar","Donar",4.14,9.66,57,74,FALSE,TRUE,82.14,82.66,69.835,75.4375,73,TRUE,72.63625,78.0821917808219,101.369863013699,-23.2876712328767,TRUE,0.36231884057971,0.25,0.123287671232877,0.101449275362319,0.554545454545455,0.25,0.246575342465753,0.236363636363636,0.710965272080941,0.232430954334154,0.0566037735849057,0.365384615384615,0.235294117647059,0.777777777777778
"174",174,736218,8594,8594,3107,21,13,35,23,5,20,8,36,18,200,"Donar","Donar",736218,3107,8594,3107,9,7,52,19,4,17,12,24,9,200,"BS Leiden","BS Leide",9.66,4.14,74,57,TRUE,FALSE,82.66,82.14,75.4375,69.835,73,TRUE,72.63625,101.369863013699,78.0821917808219,23.2876712328767,FALSE,0.554545454545455,0.25,0.246575342465753,0.236363636363636,0.36231884057971,0.25,0.123287671232877,0.101449275362319,0.541292916795546,0.309310238168883,0.149396845035571,0.657142857142857,0.25,0.619047619047619
"175",175,736219,3103,11480,3103,28,23,35,23,10,26,9,29,11,200,"Rotterdam Basketbal","Rotterda",736219,11480,11480,3103,16,11,57,25,8,20,15,24,11,200,"New Heroes","New Hero",12.88,7.36,99,85,TRUE,FALSE,84.88,95.36,76.7090909090909,79.31,78,FALSE,78.0095454545454,126.923076923077,108.974358974359,17.9487179487179,TRUE,0.622950819672131,0.272727272727273,0.141025641025641,0.377049180327869,0.480519480519481,0.340909090909091,0.141025641025641,0.142857142857143,0.473741201949107,0.351922035733622,0.174336762317271,0.657142857142857,0.384615384615385,0.821428571428571
"176",176,736219,11480,11480,3103,16,11,57,25,8,20,15,24,11,200,"New Heroes","New Hero",736219,3103,11480,3103,28,23,35,23,10,26,9,29,11,200,"Rotterdam Basketbal","Rotterda",7.36,12.88,85,99,FALSE,TRUE,95.36,84.88,79.31,76.7090909090909,78,FALSE,78.0095454545454,108.974358974359,126.923076923077,-17.9487179487179,FALSE,0.480519480519481,0.340909090909091,0.141025641025641,0.142857142857143,0.622950819672131,0.272727272727273,0.141025641025641,0.377049180327869,0.675675675675676,0.237079184447606,0.0872451398767188,0.43859649122807,0.4,0.6875
"177",177,736220,3103,10757,3103,20,10,34,15,12,29,14,30,14,200,"Rotterdam Basketbal","Rotterda",736220,10757,10757,3103,8,5,40,17,11,30,9,28,13,200,"BC APOLLO Amsterdam","BC APOLL",9.2,3.68,76,72,TRUE,FALSE,86.2,86.68,73.36,76.3092307692308,75,FALSE,74.8346153846154,101.333333333333,96,5.33333333333333,TRUE,0.523809523809524,0.333333333333333,0.186666666666667,0.158730158730159,0.478571428571429,0.230769230769231,0.173333333333333,0.0714285714285714,0.470914127423823,0.401662049861496,0.127423822714681,0.441176470588235,0.413793103448276,0.5
"178",178,736220,10757,10757,3103,8,5,40,17,11,30,9,28,13,200,"BC APOLLO Amsterdam","BC APOLL",736220,3103,10757,3103,20,10,34,15,12,29,14,30,14,200,"Rotterdam Basketbal","Rotterda",3.68,9.2,72,76,FALSE,TRUE,86.68,86.2,76.3092307692308,73.36,75,FALSE,74.8346153846154,96,101.333333333333,-5.33333333333333,FALSE,0.478571428571429,0.230769230769231,0.173333333333333,0.0714285714285714,0.523809523809524,0.333333333333333,0.186666666666667,0.158730158730159,0.542888165038002,0.407166123778502,0.0499457111834962,0.425,0.366666666666667,0.625
"179",179,736221,8594,8594,11480,17,9,41,20,8,23,7,22,15,200,"Donar","Donar",736221,11480,8594,11480,19,17,37,17,11,21,5,29,11,200,"New Heroes","New Hero",7.82,8.74,73,84,FALSE,TRUE,86.82,77.74,79.33,71.7955555555556,76,TRUE,75.5627777777778,96.0526315789474,110.526315789474,-14.4736842105263,FALSE,0.5,0.194444444444444,0.197368421052632,0.140625,0.577586206896552,0.185185185185185,0.144736842105263,0.293103448275862,0.570871623503203,0.320245057087162,0.108883319409635,0.48780487804878,0.347826086956522,0.529411764705882
"180",180,736221,11480,8594,11480,19,17,37,17,11,21,5,29,11,200,"New Heroes","New Hero",736221,8594,8594,11480,17,9,41,20,8,23,7,22,15,200,"Donar","Donar",8.74,7.82,84,73,TRUE,FALSE,77.74,86.82,71.7955555555556,79.33,76,TRUE,75.5627777777778,110.526315789474,96.0526315789474,14.4736842105263,TRUE,0.577586206896552,0.185185185185185,0.144736842105263,0.293103448275862,0.5,0.194444444444444,0.197368421052632,0.140625,0.554390170812107,0.314653880731196,0.130955948456698,0.459459459459459,0.523809523809524,0.894736842105263
