"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Nrtg","Home","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct"
"89",89,736176,10757,11480,10757,32,21,33,18,10,29,14,36,13,200,"BC APOLLO Amsterdam","BC APOLL",736176,11480,11480,10757,10,7,41,17,13,27,8,27,10,200,"New Heroes","New Hero",14.72,4.6,87,80,TRUE,FALSE,89.72,82.6,77.2975609756098,75.2072727272727,76,FALSE,76.2524168514412,114.473684210526,105.263157894737,9.21052631578948,TRUE,0.532258064516129,0.341463414634146,0.171052631578947,0.338709677419355,0.536764705882353,0.181818181818182,0.131578947368421,0.102941176470588,0.430135557872784,0.377997914494265,0.191866527632951,0.545454545454545,0.344827586206897,0.65625
"90",90,736176,11480,11480,10757,10,7,41,17,13,27,8,27,10,200,"New Heroes","New Hero",736176,10757,11480,10757,32,21,33,18,10,29,14,36,13,200,"BC APOLLO Amsterdam","BC APOLL",4.6,14.72,80,87,FALSE,TRUE,82.6,89.72,75.2072727272727,77.2975609756098,76,FALSE,76.2524168514412,105.263157894737,114.473684210526,-9.21052631578948,FALSE,0.536764705882353,0.181818181818182,0.131578947368421,0.102941176470588,0.532258064516129,0.341463414634146,0.171052631578947,0.338709677419355,0.564738292011019,0.371900826446281,0.0633608815426997,0.414634146341463,0.481481481481481,0.7
"91",91,736177,3107,8594,3107,17,9,40,17,8,19,8,26,10,200,"BS Leiden","BS Leide",736177,8594,8594,3107,8,3,43,25,5,20,7,31,12,200,"Donar","Donar",7.82,3.68,67,68,FALSE,TRUE,76.82,78.68,69.3574358974359,71.19,70,FALSE,70.2737179487179,95.7142857142857,97.1428571428571,-1.42857142857143,TRUE,0.491525423728814,0.205128205128205,0.142857142857143,0.152542372881356,0.515873015873016,0.212121212121212,0.171428571428571,0.0476190476190476,0.598623166716552,0.284346004190362,0.117030829093086,0.425,0.421052631578947,0.529411764705882
"92",92,736177,8594,8594,3107,8,3,43,25,5,20,7,31,12,200,"Donar","Donar",736177,3107,8594,3107,17,9,40,17,8,19,8,26,10,200,"BS Leiden","BS Leide",3.68,7.82,68,67,TRUE,FALSE,78.68,76.82,71.19,69.3574358974359,70,FALSE,70.2737179487179,97.1428571428571,95.7142857142857,1.42857142857143,FALSE,0.515873015873016,0.212121212121212,0.171428571428571,0.0476190476190476,0.491525423728814,0.205128205128205,0.142857142857143,0.152542372881356,0.644871025794841,0.2999400119976,0.0551889622075585,0.581395348837209,0.25,0.375
"93",93,736178,3103,3808,3103,15,12,47,22,7,26,10,22,17,200,"Rotterdam Basketbal","Rotterda",736178,3808,3808,3103,22,17,41,22,13,28,11,34,12,200,"BV Leeuwarden","BV Leeuw",6.9,10.12,77,100,FALSE,TRUE,96.9,91.12,86.2,78.9933333333333,83,TRUE,82.5966666666667,92.7710843373494,120.481927710843,-27.710843373494,TRUE,0.445205479452055,0.227272727272727,0.204819277108434,0.164383561643836,0.601449275362319,0.333333333333333,0.144578313253012,0.246376811594203,0.588235294117647,0.32540675844806,0.0863579474342929,0.468085106382979,0.269230769230769,0.8
"94",94,736178,3808,3808,3103,22,17,41,22,13,28,11,34,12,200,"BV Leeuwarden","BV Leeuw",736178,3103,3808,3103,15,12,47,22,7,26,10,22,17,200,"Rotterdam Basketbal","Rotterda",10.12,6.9,100,77,TRUE,FALSE,91.12,96.9,78.9933333333333,86.2,83,TRUE,82.5966666666667,120.481927710843,92.7710843373494,27.710843373494,FALSE,0.601449275362319,0.333333333333333,0.144578313253012,0.246376811594203,0.445205479452055,0.227272727272727,0.204819277108434,0.164383561643836,0.518200202224469,0.353892821031345,0.127906976744186,0.536585365853659,0.464285714285714,0.772727272727273
"95",95,736179,1771,2571,1771,14,9,42,21,8,22,14,28,15,200,"Landstede Basketbal","Landsted",736179,2571,2571,1771,10,9,38,16,4,21,11,24,18,200,"Basketball Stars Weert","Basketba",6.44,4.6,75,53,TRUE,FALSE,85.44,81.6,71.6426315789474,69.83,71,FALSE,70.7363157894737,105.633802816901,74.6478873239437,30.9859154929577,TRUE,0.515625,0.368421052631579,0.211267605633803,0.140625,0.372881355932203,0.282051282051282,0.253521126760563,0.152542372881356,0.596252129471891,0.312322544009086,0.0914253265190233,0.5,0.363636363636364,0.642857142857143
"96",96,736179,2571,2571,1771,10,9,38,16,4,21,11,24,18,200,"Basketball Stars Weert","Basketba",736179,1771,2571,1771,14,9,42,21,8,22,14,28,15,200,"Landstede Basketbal","Landsted",4.6,6.44,53,75,FALSE,TRUE,81.6,85.44,69.83,71.6426315789474,71,FALSE,70.7363157894737,74.6478873239437,105.633802816901,-30.9859154929577,FALSE,0.372881355932203,0.282051282051282,0.253521126760563,0.152542372881356,0.515625,0.368421052631579,0.211267605633803,0.140625,0.59748427672956,0.330188679245283,0.0723270440251572,0.421052631578947,0.19047619047619,0.9
"97",97,736180,3107,10757,3107,15,15,42,21,11,29,19,40,12,200,"BS Leiden","BS Leide",736180,10757,10757,3107,6,1,35,16,11,32,8,20,10,200,"BC APOLLO Amsterdam","BC APOLL",6.9,2.76,90,66,TRUE,FALSE,89.9,79.76,69.57,72.6266666666667,71,FALSE,71.0983333333333,126.760563380282,92.9577464788732,33.8028169014085,TRUE,0.528169014084507,0.487179487179487,0.169014084507042,0.211267605633803,0.485074626865672,0.166666666666667,0.140845070422535,0.0149253731343284,0.539152759948652,0.372272143774069,0.0885750962772786,0.5,0.379310344827586,1
"98",98,736180,10757,10757,3107,6,1,35,16,11,32,8,20,10,200,"BC APOLLO Amsterdam","BC APOLL",736180,3107,10757,3107,15,15,42,21,11,29,19,40,12,200,"BS Leiden","BS Leide",2.76,6.9,66,90,FALSE,TRUE,79.76,89.9,72.6266666666667,69.57,71,FALSE,71.0983333333333,92.9577464788732,126.760563380282,-33.8028169014085,FALSE,0.485074626865672,0.166666666666667,0.140845070422535,0.0149253731343284,0.528169014084507,0.487179487179487,0.169014084507042,0.211267605633803,0.501720183486238,0.458715596330275,0.0395642201834862,0.457142857142857,0.34375,0.166666666666667
"99",99,736181,3808,11480,3808,6,4,36,15,9,29,9,19,10,200,"BV Leeuwarden","BV Leeuw",736181,11480,11480,3808,13,10,50,28,4,15,10,34,19,200,"New Heroes","New Hero",2.76,5.98,61,78,FALSE,TRUE,77.76,89.98,68.5779069767442,77.8041379310345,73,TRUE,73.1910224538893,83.5616438356164,106.849315068493,-23.2876712328767,TRUE,0.438461538461538,0.209302325581395,0.136986301369863,0.0615384615384615,0.523076923076923,0.344827586206897,0.26027397260274,0.153846153846154,0.531286894923259,0.427981109799292,0.0407319952774498,0.416666666666667,0.310344827586207,0.666666666666667
"100",100,736181,11480,11480,3808,13,10,50,28,4,15,10,34,19,200,"New Heroes","New Hero",736181,3808,11480,3808,6,4,36,15,9,29,9,19,10,200,"BV Leeuwarden","BV Leeuw",5.98,2.76,78,61,TRUE,FALSE,89.98,77.76,77.8041379310345,68.5779069767442,73,TRUE,73.1910224538893,106.849315068493,83.5616438356164,23.2876712328767,FALSE,0.523076923076923,0.344827586206897,0.26027397260274,0.153846153846154,0.438461538461538,0.209302325581395,0.136986301369863,0.0615384615384615,0.704423781346858,0.211327134404057,0.0842490842490843,0.56,0.266666666666667,0.769230769230769
"101",101,736182,1771,1771,8594,20,13,45,22,4,16,8,21,14,200,"Landstede Basketbal","Landsted",736182,8594,1771,8594,9,7,41,25,9,25,10,29,15,200,"Donar","Donar",9.2,4.14,69,84,FALSE,TRUE,84.2,85.14,76.1027027027027,74.0948387096774,75,FALSE,75.0987707061901,92,112,-20,FALSE,0.459016393442623,0.216216216216216,0.186666666666667,0.213114754098361,0.583333333333333,0.32258064516129,0.2,0.106060606060606,0.641025641025641,0.227920227920228,0.131054131054131,0.488888888888889,0.25,0.65
"102",102,736182,8594,1771,8594,9,7,41,25,9,25,10,29,15,200,"Donar","Donar",736182,1771,1771,8594,20,13,45,22,4,16,8,21,14,200,"Landstede Basketbal","Landsted",4.14,9.2,84,69,TRUE,FALSE,85.14,84.2,74.0948387096774,76.1027027027027,75,FALSE,75.0987707061901,112,92,20,TRUE,0.583333333333333,0.32258064516129,0.2,0.106060606060606,0.459016393442623,0.216216216216216,0.186666666666667,0.213114754098361,0.584545195323638,0.35642999714856,0.0590248075278015,0.609756097560976,0.36,0.777777777777778
"103",103,736183,2571,3103,2571,31,24,36,16,10,25,14,22,18,200,"Basketball Stars Weert","Basketba",736183,3103,3103,2571,15,11,38,23,12,24,6,23,18,200,"Rotterdam Basketbal","Rotterda",14.26,6.9,86,93,FALSE,TRUE,93.26,86.9,79.0897297297297,80.7092857142857,80,FALSE,79.8995077220077,107.5,116.25,-8.75,TRUE,0.508196721311475,0.378378378378378,0.225,0.39344262295082,0.661290322580645,0.214285714285714,0.225,0.17741935483871,0.478341748604837,0.33218176986447,0.189476481530694,0.444444444444444,0.4,0.774193548387097
"104",104,736183,3103,3103,2571,15,11,38,23,12,24,6,23,18,200,"Rotterdam Basketbal","Rotterda",736183,2571,3103,2571,31,24,36,16,10,25,14,22,18,200,"Basketball Stars Weert","Basketba",6.9,14.26,93,86,TRUE,FALSE,86.9,93.26,80.7092857142857,79.0897297297297,80,FALSE,79.8995077220077,116.25,107.5,8.75,FALSE,0.661290322580645,0.214285714285714,0.225,0.17741935483871,0.508196721311475,0.378378378378378,0.225,0.39344262295082,0.551523947750363,0.34833091436865,0.100145137880987,0.605263157894737,0.5,0.733333333333333
"105",105,736184,3808,3808,10757,28,21,46,23,9,25,11,30,9,200,"BV Leeuwarden","BV Leeuw",736184,10757,3808,10757,16,11,56,34,2,22,13,30,13,200,"BC APOLLO Amsterdam","BC APOLL",12.88,7.36,94,85,TRUE,FALSE,92.88,98.36,81.6841463414634,84.773488372093,83,FALSE,83.2288173567782,113.253012048193,102.409638554217,10.8433734939759,FALSE,0.514084507042254,0.268292682926829,0.108433734939759,0.295774647887324,0.474358974358974,0.302325581395349,0.156626506024096,0.141025641025641,0.548402479732952,0.298044825941822,0.153552694325227,0.5,0.36,0.75
"106",106,736184,10757,3808,10757,16,11,56,34,2,22,13,30,13,200,"BC APOLLO Amsterdam","BC APOLL",736184,3808,3808,10757,28,21,46,23,9,25,11,30,9,200,"BV Leeuwarden","BV Leeuw",7.36,12.88,85,94,FALSE,TRUE,98.36,92.88,84.773488372093,81.6841463414634,83,FALSE,83.2288173567782,102.409638554217,113.253012048193,-10.8433734939759,TRUE,0.474358974358974,0.302325581395349,0.156626506024096,0.141025641025641,0.514084507042254,0.268292682926829,0.108433734939759,0.295774647887324,0.656044985941893,0.257731958762887,0.0862230552952202,0.607142857142857,0.0909090909090909,0.6875
"107",107,736185,1771,3107,1771,15,8,45,26,7,21,13,31,9,200,"Landstede Basketbal","Landsted",736185,3107,3107,1771,14,10,41,17,10,25,8,23,12,200,"BS Leiden","BS Leide",6.9,6.44,81,74,TRUE,FALSE,81.9,84.44,69.1491666666667,75.88,73,TRUE,72.5145833333333,110.958904109589,101.369863013699,9.58904109589041,TRUE,0.553030303030303,0.361111111111111,0.123287671232877,0.121212121212121,0.484848484848485,0.205128205128205,0.164383561643836,0.151515151515152,0.617283950617284,0.288065843621399,0.0946502057613169,0.577777777777778,0.333333333333333,0.533333333333333
"108",108,736185,3107,3107,1771,14,10,41,17,10,25,8,23,12,200,"BS Leiden","BS Leide",736185,1771,3107,1771,15,8,45,26,7,21,13,31,9,200,"Landstede Basketbal","Landsted",6.44,6.9,74,81,FALSE,TRUE,84.44,81.9,75.88,69.1491666666667,73,TRUE,72.5145833333333,101.369863013699,110.958904109589,-9.58904109589041,FALSE,0.484848484848485,0.205128205128205,0.164383561643836,0.151515151515152,0.553030303030303,0.361111111111111,0.123287671232877,0.121212121212121,0.565985643290999,0.345113197128658,0.0889011595803424,0.414634146341463,0.4,0.714285714285714
"109",109,736186,2571,2571,11480,12,12,32,15,10,34,9,26,21,200,"Basketball Stars Weert","Basketba",736186,11480,2571,11480,30,20,33,16,9,25,11,31,23,200,"New Heroes","New Hero",5.52,13.8,72,79,FALSE,TRUE,92.52,94.8,82.64925,84.3024324324324,83,FALSE,83.4758412162162,86.7469879518072,95.1807228915663,-8.43373493975903,FALSE,0.454545454545455,0.225,0.253012048192771,0.181818181818182,0.508620689655172,0.297297297297297,0.27710843373494,0.344827586206897,0.447427293064877,0.475391498881432,0.0771812080536913,0.46875,0.294117647058824,1
"110",110,736186,11480,2571,11480,30,20,33,16,9,25,11,31,23,200,"New Heroes","New Hero",736186,2571,2571,11480,12,12,32,15,10,34,9,26,21,200,"Basketball Stars Weert","Basketba",13.8,5.52,79,72,TRUE,FALSE,94.8,92.52,84.3024324324324,82.64925,83,FALSE,83.4758412162162,95.1807228915663,86.7469879518072,8.43373493975903,TRUE,0.508620689655172,0.297297297297297,0.27710843373494,0.344827586206897,0.454545454545455,0.225,0.253012048192771,0.181818181818182,0.459610027855153,0.348189415041783,0.192200557103064,0.484848484848485,0.36,0.666666666666667
"111",111,736187,3103,8594,3103,5,2,49,16,8,26,13,26,18,200,"Rotterdam Basketbal","Rotterda",736187,8594,8594,3103,9,6,52,28,12,23,11,37,13,200,"Donar","Donar",2.3,4.14,58,98,FALSE,TRUE,95.3,92.14,81.1118,81.0062162162162,81,FALSE,81.0590081081081,71.6049382716049,120.987654320988,-49.3827160493827,TRUE,0.373333333333333,0.26,0.222222222222222,0.0266666666666667,0.613333333333333,0.297297297297297,0.160493827160494,0.08,0.633893919793014,0.336351875808538,0.0297542043984476,0.326530612244898,0.307692307692308,0.4
"112",112,736187,8594,8594,3103,9,6,52,28,12,23,11,37,13,200,"Donar","Donar",736187,3103,8594,3103,5,2,49,16,8,26,13,26,18,200,"Rotterdam Basketbal","Rotterda",4.14,2.3,98,58,TRUE,FALSE,92.14,95.3,81.0062162162162,81.1118,81,FALSE,81.0590081081081,120.987654320988,71.6049382716049,49.3827160493827,FALSE,0.613333333333333,0.297297297297297,0.160493827160494,0.08,0.373333333333333,0.26,0.222222222222222,0.0266666666666667,0.657063431892848,0.290624210260298,0.0523123578468537,0.538461538461538,0.521739130434783,0.666666666666667
"113",113,736188,1771,10757,1771,10,8,47,22,5,20,16,34,17,200,"Landstede Basketbal","Landsted",736188,10757,10757,1771,14,11,23,10,9,32,2,19,18,200,"BC APOLLO Amsterdam","BC APOLL",4.6,6.44,67,58,TRUE,FALSE,88.6,79.44,69.0342857142857,77.3,73,TRUE,73.1671428571428,91.7808219178082,79.4520547945205,12.3287671232877,TRUE,0.440298507462687,0.457142857142857,0.232876712328767,0.119402985074627,0.427272727272727,0.0555555555555556,0.246575342465753,0.2,0.656424581005587,0.279329608938548,0.0642458100558659,0.468085106382979,0.25,0.8
"114",114,736188,10757,10757,1771,14,11,23,10,9,32,2,19,18,200,"BC APOLLO Amsterdam","BC APOLL",736188,1771,10757,1771,10,8,47,22,5,20,16,34,17,200,"Landstede Basketbal","Landsted",6.44,4.6,58,67,FALSE,TRUE,79.44,88.6,77.3,69.0342857142857,73,TRUE,73.1671428571428,79.4520547945205,91.7808219178082,-12.3287671232877,FALSE,0.427272727272727,0.0555555555555556,0.246575342465753,0.2,0.440298507462687,0.457142857142857,0.232876712328767,0.119402985074627,0.374348958333333,0.520833333333333,0.104817708333333,0.434782608695652,0.28125,0.785714285714286
"115",115,736189,2571,2571,3808,18,15,43,26,10,25,16,17,13,200,"Basketball Stars Weert","Basketba",736189,3808,2571,3808,25,20,51,31,7,19,14,23,12,200,"BV Leeuwarden","BV Leeuw",8.28,11.5,97,103,FALSE,TRUE,89.28,93.5,75.2328205128205,78.0367741935484,77,FALSE,76.6347973531844,125.974025974026,133.766233766234,-7.79220779220779,FALSE,0.602941176470588,0.41025641025641,0.168831168831169,0.220588235294118,0.592857142857143,0.451612903225806,0.155844155844156,0.285714285714286,0.56371263765076,0.327739905610907,0.108547456738332,0.604651162790698,0.4,0.833333333333333
"116",116,736189,3808,2571,3808,25,20,51,31,7,19,14,23,12,200,"BV Leeuwarden","BV Leeuw",736189,2571,2571,3808,18,15,43,26,10,25,16,17,13,200,"Basketball Stars Weert","Basketba",11.5,8.28,103,97,TRUE,FALSE,93.5,89.28,78.0367741935484,75.2328205128205,77,FALSE,76.6347973531844,133.766233766234,125.974025974026,7.79220779220779,TRUE,0.592857142857143,0.451612903225806,0.155844155844156,0.285714285714286,0.602941176470588,0.41025641025641,0.168831168831169,0.220588235294118,0.625766871165644,0.233128834355828,0.141104294478528,0.607843137254902,0.368421052631579,0.8
"117",117,736190,3107,3107,8594,15,11,41,15,12,29,9,14,13,200,"BS Leiden","BS Leide",736190,8594,3107,8594,21,16,37,26,11,26,14,36,15,200,"Donar","Donar",6.9,9.66,77,101,FALSE,TRUE,89.9,87.66,80.698,73.75,77,TRUE,77.224,100,131.168831168831,-31.1688311688312,FALSE,0.471428571428571,0.2,0.168831168831169,0.157142857142857,0.674603174603175,0.5,0.194805194805195,0.253968253968254,0.533159947984395,0.377113133940182,0.0897269180754226,0.365853658536585,0.413793103448276,0.733333333333333
"118",118,736190,8594,3107,8594,21,16,37,26,11,26,14,36,15,200,"Donar","Donar",736190,3107,3107,8594,15,11,41,15,12,29,9,14,13,200,"BS Leiden","BS Leide",9.66,6.9,101,77,TRUE,FALSE,87.66,89.9,73.75,80.698,77,TRUE,77.224,131.168831168831,100,31.1688311688312,TRUE,0.674603174603175,0.5,0.194805194805195,0.253968253968254,0.471428571428571,0.2,0.168831168831169,0.157142857142857,0.509221029452243,0.357830993669144,0.132947976878613,0.702702702702703,0.423076923076923,0.761904761904762
"119",119,736191,3103,3103,11480,8,8,31,18,12,27,4,26,18,200,"Rotterdam Basketbal","Rotterda",736191,11480,3103,11480,29,22,41,18,8,27,19,23,12,200,"New Heroes","New Hero",3.68,13.34,80,82,FALSE,TRUE,79.68,93.34,75.2414814814815,74.3653333333333,75,FALSE,74.8034074074074,106.666666666667,109.333333333333,-2.66666666666666,FALSE,0.620689655172414,0.148148148148148,0.24,0.137931034482759,0.441176470588235,0.422222222222222,0.16,0.323529411764706,0.502594033722438,0.437743190661479,0.059662775616083,0.580645161290323,0.444444444444444,1
"120",120,736191,11480,3103,11480,29,22,41,18,8,27,19,23,12,200,"New Heroes","New Hero",736191,3103,3103,11480,8,8,31,18,12,27,4,26,18,200,"Rotterdam Basketbal","Rotterda",13.34,3.68,82,80,TRUE,FALSE,93.34,79.68,74.3653333333333,75.2414814814815,75,FALSE,74.8034074074074,109.333333333333,106.666666666667,2.66666666666666,TRUE,0.441176470588235,0.422222222222222,0.16,0.323529411764706,0.620689655172414,0.148148148148148,0.24,0.137931034482759,0.504057044504549,0.33194000491763,0.164002950577821,0.439024390243902,0.296296296296296,0.758620689655172
"121",121,736192,2571,2571,10757,14,11,32,18,8,27,5,31,19,200,"Basketball Stars Weert","Basketba",736192,10757,2571,10757,24,17,50,24,8,22,14,27,9,200,"BC APOLLO Amsterdam","BC APOLL",6.44,11.04,71,89,FALSE,TRUE,84.44,92.04,78.9228125,78.7244444444444,79,FALSE,78.8236284722222,89.873417721519,112.658227848101,-22.7848101265823,FALSE,0.508474576271186,0.15625,0.240506329113924,0.186440677966102,0.5,0.311111111111111,0.113924050632911,0.236111111111111,0.488997555012225,0.412591687041565,0.0984107579462103,0.5625,0.296296296296296,0.785714285714286
"122",122,736192,10757,2571,10757,24,17,50,24,8,22,14,27,9,200,"BC APOLLO Amsterdam","BC APOLL",736192,2571,2571,10757,14,11,32,18,8,27,5,31,19,200,"Basketball Stars Weert","Basketba",11.04,6.44,89,71,TRUE,FALSE,92.04,84.44,78.7244444444444,78.9228125,79,FALSE,78.8236284722222,112.658227848101,89.873417721519,22.7848101265823,TRUE,0.5,0.311111111111111,0.113924050632911,0.236111111111111,0.508474576271186,0.15625,0.240506329113924,0.186440677966102,0.602119460500963,0.264932562620424,0.132947976878613,0.48,0.363636363636364,0.708333333333333
"123",123,736193,1771,8594,1771,23,13,28,15,6,24,16,29,20,200,"Landstede Basketbal","Landsted",736193,8594,8594,1771,14,9,32,16,9,21,4,24,13,200,"Donar","Donar",10.58,6.44,61,68,FALSE,TRUE,82.58,72.44,69.312,68.8084848484849,69,FALSE,69.0602424242424,88.4057971014493,98.5507246376812,-10.1449275362319,TRUE,0.461538461538462,0.4,0.289855072463768,0.25,0.556603773584906,0.121212121212121,0.188405797101449,0.169811320754717,0.447427293064877,0.383509108341323,0.1690635985938,0.535714285714286,0.25,0.565217391304348
"124",124,736193,8594,8594,1771,14,9,32,16,9,21,4,24,13,200,"Donar","Donar",736193,1771,8594,1771,23,13,28,15,6,24,16,29,20,200,"Landstede Basketbal","Landsted",6.44,10.58,68,61,TRUE,FALSE,72.44,82.58,68.8084848484849,69.312,69,FALSE,69.0602424242424,98.5507246376812,88.4057971014493,10.1449275362319,FALSE,0.556603773584906,0.121212121212121,0.188405797101449,0.169811320754717,0.461538461538462,0.4,0.289855072463768,0.25,0.53835800807537,0.353297442799462,0.108344549125168,0.5,0.428571428571429,0.642857142857143
"125",125,736194,3103,3808,3103,19,13,51,28,6,22,10,31,8,200,"Rotterdam Basketbal","Rotterda",736194,3808,3808,3103,18,16,50,23,2,13,6,23,22,200,"BV Leeuwarden","BV Leeuw",8.74,8.28,87,68,TRUE,FALSE,89.74,93.28,77.0945454545455,86.6864864864865,82,TRUE,81.890515970516,106.09756097561,82.9268292682927,23.1707317073171,TRUE,0.506849315068493,0.303030303030303,0.0975609756097561,0.178082191780822,0.412698412698413,0.162162162162162,0.268292682926829,0.253968253968254,0.623929532664546,0.269146072914118,0.106924394421336,0.549019607843137,0.272727272727273,0.684210526315789
"126",126,736194,3808,3808,3103,18,16,50,23,2,13,6,23,22,200,"BV Leeuwarden","BV Leeuw",736194,3103,3808,3103,19,13,51,28,6,22,10,31,8,200,"Rotterdam Basketbal","Rotterda",8.28,8.74,68,87,FALSE,TRUE,93.28,89.74,86.6864864864865,77.0945454545455,82,TRUE,81.890515970516,82.9268292682927,106.09756097561,-23.1707317073171,FALSE,0.412698412698413,0.162162162162162,0.268292682926829,0.253968253968254,0.506849315068493,0.303030303030303,0.0975609756097561,0.178082191780822,0.701459034792368,0.182379349046016,0.116161616161616,0.46,0.153846153846154,0.888888888888889
"127",127,736195,3107,11480,3107,24,19,31,14,5,16,11,25,21,200,"BS Leiden","BS Leide",736195,11480,11480,3107,10,9,39,18,5,19,12,23,19,200,"New Heroes","New Hero",11.04,4.6,62,60,TRUE,FALSE,79.04,81.6,69.3470588235294,69.454054054054,69,FALSE,69.4005564387917,89.8550724637681,86.9565217391304,2.89855072463767,TRUE,0.457446808510638,0.323529411764706,0.304347826086957,0.404255319148936,0.439655172413793,0.324324324324324,0.27536231884058,0.155172413793103,0.534114403859407,0.275671950379049,0.190213645761544,0.451612903225806,0.3125,0.791666666666667
"128",128,736195,11480,11480,3107,10,9,39,18,5,19,12,23,19,200,"New Heroes","New Hero",736195,3107,11480,3107,24,19,31,14,5,16,11,25,21,200,"BS Leiden","BS Leide",4.6,11.04,60,62,FALSE,TRUE,81.6,79.04,69.454054054054,69.3470588235294,69,FALSE,69.4005564387917,86.9565217391304,89.8550724637681,-2.89855072463767,FALSE,0.439655172413793,0.324324324324324,0.27536231884058,0.155172413793103,0.457446808510638,0.323529411764706,0.304347826086957,0.404255319148936,0.623003194888179,0.303514376996805,0.073482428115016,0.461538461538462,0.263157894736842,0.9
"129",129,736196,8594,10757,8594,21,15,40,20,9,27,10,36,13,200,"Donar","Donar",736196,10757,10757,8594,19,11,31,7,9,31,9,29,20,200,"BC APOLLO Amsterdam","BC APOLL",9.66,8.74,82,52,TRUE,FALSE,89.66,90.74,79.234358974359,80.896,80,FALSE,80.0651794871795,102.5,65,37.5,TRUE,0.5,0.256410256410256,0.1625,0.223880597014925,0.330645161290323,0.2,0.25,0.17741935483871,0.521784503000261,0.352204539525176,0.126010957474563,0.5,0.333333333333333,0.714285714285714
"130",130,736196,10757,10757,8594,19,11,31,7,9,31,9,29,20,200,"BC APOLLO Amsterdam","BC APOLL",736196,8594,10757,8594,21,15,40,20,9,27,10,36,13,200,"Donar","Donar",8.74,9.66,52,82,FALSE,TRUE,90.74,89.66,80.896,79.234358974359,80,FALSE,80.0651794871795,65,102.5,-37.5,FALSE,0.330645161290323,0.2,0.25,0.17741935483871,0.5,0.256410256410256,0.1625,0.223880597014925,0.438224484026011,0.438224484026011,0.123551031947979,0.225806451612903,0.290322580645161,0.578947368421053
"131",131,736197,2571,3103,2571,30,20,31,13,10,25,10,26,16,200,"Basketball Stars Weert","Basketba",736197,3103,3103,2571,29,23,33,17,7,20,6,25,13,200,"Rotterdam Basketbal","Rotterda",13.8,13.34,76,78,FALSE,TRUE,85.8,79.34,75.7114285714286,73.521875,75,FALSE,74.6166517857143,101.333333333333,104,-2.66666666666667,TRUE,0.5,0.285714285714286,0.213333333333333,0.357142857142857,0.518867924528302,0.1875,0.173333333333333,0.433962264150943,0.444126074498567,0.358166189111748,0.197707736389685,0.419354838709677,0.4,0.666666666666667
"132",132,736197,3103,3103,2571,29,23,33,17,7,20,6,25,13,200,"Rotterdam Basketbal","Rotterda",736197,2571,3103,2571,30,20,31,13,10,25,10,26,16,200,"Basketball Stars Weert","Basketba",13.34,13.8,78,76,TRUE,FALSE,79.34,85.8,73.521875,75.7114285714286,75,FALSE,74.6166517857143,104,101.333333333333,2.66666666666667,FALSE,0.518867924528302,0.1875,0.173333333333333,0.433962264150943,0.5,0.285714285714286,0.213333333333333,0.357142857142857,0.497437443473018,0.301477238468496,0.201085318058487,0.515151515151515,0.35,0.793103448275862
"133",133,736198,1771,1771,11480,24,18,40,19,6,28,11,28,7,200,"Landstede Basketbal","Landsted",736198,11480,1771,11480,10,7,44,18,6,17,5,33,11,200,"New Heroes","New Hero",11.04,4.6,74,61,TRUE,FALSE,86.04,76.6,74.5375,70.6015151515151,73,FALSE,72.5695075757576,101.369863013699,83.5616438356164,17.8082191780822,FALSE,0.411764705882353,0.25,0.0958904109589041,0.264705882352941,0.442622950819672,0.151515151515152,0.150684931506849,0.114754098360656,0.506072874493927,0.354251012145749,0.139676113360324,0.475,0.214285714285714,0.75
"134",134,736198,11480,1771,11480,10,7,44,18,6,17,5,33,11,200,"New Heroes","New Hero",736198,1771,1771,11480,24,18,40,19,6,28,11,28,7,200,"Landstede Basketbal","Landsted",4.6,11.04,61,74,FALSE,TRUE,76.6,86.04,70.6015151515151,74.5375,73,FALSE,72.5695075757576,83.5616438356164,101.369863013699,-17.8082191780822,TRUE,0.442622950819672,0.151515151515152,0.150684931506849,0.114754098360656,0.411764705882353,0.25,0.0958904109589041,0.264705882352941,0.670731707317073,0.259146341463415,0.0701219512195122,0.409090909090909,0.352941176470588,0.7
