"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Nrtg","Home","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct","wed_ID..64","plg_ID..65","spl_Minuten","spl_FTA","spl_FTM","spl_FG2A","spl_FG2M","spl_FG3M","spl_FG3A","spl_OR","spl_DR","spl_TO","spl_ID","spl_PF","spl_Ast","spl_Stl","spl_Blk","spl_MinutesRatio","spl_Plays","spl_USGpct","spl_PTS","spl_PPP","spl_FTperFG","spl_FG3AperFG","spl_EFGpct","spl_TSpct","spl_Finishes","spl_Astpct","spl_TRpct","spl_DRpct","spl_ORpct","spl_Stlpct","spl_Blkpct"
"833",833,804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",9.2,13.8,80,94,FALSE,TRUE,85.2,79.8,74.1025714285714,73.981875,74,FALSE,74.0422232142857,108.108108108108,127.027027027027,-18.9189189189189,FALSE,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.626780626780627,0.242165242165242,0.131054131054131,0.5,0.352941176470588,0.9,804700,3808,38,6,6,6,2,2,3,1,2,1,"3808 Deividas  Kumelis",4,8,0,0,0.95,12.76,0.157647640227329,16,1.25391849529781,0.666666666666667,0.333333333333333,0.555555555555556,0.680272108843537,20.76,0.353982300884956,0.0471327572663001,0.0657894736842105,0.0300751879699248,0,0
"834",834,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,4,0,0,1,1,0,1,0,1,1,"10757 Lucas  Faijdherbe",1,0,0,0,0.1,3,0.37593984962406,2,0.666666666666667,0,0.5,0.5,0.5,3,0,0.149253731343284,0.285714285714286,0,0,0
"835",835,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,13,0,0,0,0,0,1,0,1,1,"10757 Lenno  Witteveen",2,2,0,0,0.325,2,0.0771158665895508,0,0,0,1,0,0,4,0.212201591511936,0.0459242250287026,0.0879120879120879,0,0,0
"836",836,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,25,12,11,2,1,1,5,3,5,1,"10757 Malevy  Leons",2,1,0,1,0.625,13.52,0.271077694235589,16,1.18343195266272,1.71428571428571,0.714285714285714,0.357142857142857,0.638977635782748,14.52,0.062015503875969,0.191044776119403,0.228571428571429,0.15,0,0.0363636363636364
"837",837,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,26,0,0,1,1,3,5,0,1,1,"10757 Dexter  Hope",3,2,2,0,0.65,7,0.134952766531714,11,1.57142857142857,0,0.833333333333333,0.916666666666667,0.916666666666667,9,0.134680134680135,0.0229621125143513,0.043956043956044,0,0.0415224872444402,0
"838",838,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,29,0,0,9,4,4,6,0,3,1,"10757 Berend  Weijs",4,3,1,1,0.725,16,0.27655345259701,20,1.25,0,0.4,0.666666666666667,0.666666666666667,19,0.230326295585413,0.0617601646937725,0.118226600985222,0,0.0186135287647491,0.0313479623824451
"839",839,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,33,0,0,1,0,2,3,0,4,1,"10757 Mack  Bruining",4,3,0,0,0.825,5,0.075947444368497,6,1.2,0,0.75,0.75,0.75,8,0.136830102622577,0.0723654454997739,0.138528138528139,0,0,0
"840",840,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,33,13,7,10,6,2,4,2,4,0,"10757 Dimeo van der Horst",2,4,0,0,0.825,19.98,0.303485987696514,25,1.25125125125125,0.928571428571429,0.285714285714286,0.642857142857143,0.625625625625626,23.98,0.251177394034537,0.108548168249661,0.138528138528139,0.0757575757575758,0,0
"841",841,804700,10757,3808,10757,30,23,31,16,13,27,6,24,8,200,"BC APOLLO Amsterdam","BC APOLL",804700,3808,3808,10757,20,18,44,22,6,17,11,26,15,200,"BV Leeuwarden","BV Leeuw",13.8,9.2,94,80,TRUE,FALSE,79.8,85.2,73.981875,74.1025714285714,74,FALSE,74.0422232142857,127.027027027027,108.108108108108,18.9189189189189,TRUE,0.612068965517241,0.1875,0.108108108108108,0.396551724137931,0.508196721311475,0.314285714285714,0.202702702702703,0.295081967213115,0.431754874651811,0.376044568245125,0.192200557103064,0.516129032258065,0.481481481481481,0.766666666666667,804700,10757,37,5,5,7,3,1,2,1,1,2,"10757 Matthew van Tongeren",2,6,2,0,0.925,13.3,0.18018018018018,14,1.05263157894737,0.555555555555556,0.222222222222222,0.5,0.619469026548673,19.3,0.262869660460022,0.0322710770471965,0.0308880308880309,0.0337837837837838,0.0291779640096066,0
"842",842,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,1,0,0,1,1,0,0,0,0,0,"3107 Twan  Polman",0,0,0,0,0.025,1,0.475059382422803,2,2,0,0,1,1,1,NA,0,0,0,0,0
"843",843,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,8,1,1,2,1,0,1,0,1,1,"3107 Troy Emeka  Koehler",1,1,1,0,0.2,4.46,0.264845605700713,3,0.672645739910314,0.333333333333333,0.333333333333333,0.333333333333333,0.433526011560694,5.46,0.142857142857143,0.0833333333333333,0.166666666666667,0,0.0678226663350892,0
"844",844,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,16,2,1,1,1,0,2,0,2,1,"3107 Marijn  Ververs",0,1,2,0,0.4,4.92,0.146080760095012,3,0.609756097560976,0.666666666666667,0.666666666666667,0.333333333333333,0.38265306122449,5.92,0.0666666666666667,0.0833333333333333,0.166666666666667,0,0.0678226663350892,0
"845",845,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,19,2,1,9,3,0,0,0,1,0,"3107 Kenneth  Simms",2,3,1,0,0.475,9.92,0.248031003875484,7,0.705645161290323,0.222222222222222,0,0.333333333333333,0.352822580645161,12.92,0.1875,0.0350877192982456,0.0701754385964912,0,0.0285569121410902,0
"846",846,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,28,1,1,9,6,0,0,1,3,1,"3107 Mohamed  Kherrazi",3,4,1,0,0.7,10.46,0.177468612147947,13,1.24282982791587,0.111111111111111,0,0.666666666666667,0.687103594080338,14.46,0.181818181818182,0.0952380952380952,0.142857142857143,0.0476190476190476,0.0193779046671683,0
"847",847,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,30,2,0,7,6,0,1,1,6,1,"3107 Worthy de Jong",0,3,0,1,0.75,9.92,0.157086302454473,12,1.20967741935484,0.25,0.125,0.75,0.672645739910314,12.92,0.125,0.155555555555556,0.266666666666667,0.0444444444444444,0,0.037037037037037
"848",848,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,31,2,2,8,5,2,4,1,2,2,"3107 Darius  Thompson",1,9,3,0,0.775,14.92,0.228641483411233,18,1.20643431635389,0.166666666666667,0.333333333333333,0.666666666666667,0.696594427244582,23.92,0.375,0.0645161290322581,0.0860215053763441,0.043010752688172,0.0525078707110368,0
"849",849,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,33,9,8,6,5,2,6,2,6,0,"3107 Clayton  Vette",1,3,2,1,0.825,16.14,0.232347225221334,24,1.48698884758364,0.75,0.5,0.666666666666667,0.743494423791822,19.14,0.115384615384615,0.161616161616162,0.242424242424242,0.0808080808080808,0.0328837170109523,0.0336700336700337
"850",850,804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",9.2,0.46,100,73,TRUE,FALSE,84.2,82.46,79.2066666666667,73.7216666666667,76,TRUE,76.4641666666667,131.578947368421,96.0526315789474,35.5263157894737,TRUE,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.673575129533679,0.207253886010363,0.119170984455959,0.673076923076923,0.3125,0.75,804702,3107,34,1,1,9,7,1,2,0,2,1,"3107 Maurice  Watson",1,7,3,0,0.85,12.46,0.17409529132318,18,1.4446227929374,0.0909090909090909,0.181818181818182,0.772727272727273,0.785340314136126,19.46,0.269230769230769,0.0392156862745098,0.0784313725490196,0,0.0478748232953571,0
"851",851,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,8,0,0,2,1,0,1,0,0,0,"11993 Wietze  Nossek",1,0,0,0,0.2,3,0.181906378850352,2,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,3,0,0,0,0,0,0
"852",852,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,9,0,0,1,0,0,0,0,1,2,"11993 Robin van Heukelom",0,4,0,0,0.225,3,0.16169455897809,0,0,0,0,0,0,7,0.573476702508961,0.0740740740740741,0.148148148148148,0,0,0
"853",853,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,10,0,0,1,0,1,2,0,3,1,"11993 Tom  Ackermans",1,0,0,0,0.25,4,0.194033470773708,3,0.75,0,0.666666666666667,0.5,0.5,4,0,0.2,0.4,0,0,0
"854",854,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,11,1,1,3,2,0,0,0,0,1,"11993 Djofr van der Schans",2,0,0,0,0.275,4.46,0.196679381738804,5,1.12107623318386,0.333333333333333,0,0.666666666666667,0.722543352601156,4.46,0,0,0,0,0,0
"855",855,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,25,0,0,6,3,0,1,2,2,4,"11993 Daan  Rosenmuller",2,3,3,0,0.625,11,0.213436817851079,6,0.545454545454545,0,0.142857142857143,0.428571428571429,0.428571428571429,14,0.183206106870229,0.106666666666667,0.106666666666667,0.106666666666667,0.0606009595151923,0
"856",856,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,26,0,0,4,2,3,9,1,3,1,"11993 Ivan  Simic",2,2,1,0,0.65,14,0.261198902964608,13,0.928571428571429,0,0.692307692307692,0.5,0.5,16,0.132013201320132,0.102564102564103,0.153846153846154,0.0512820512820513,0.0194233844599975,0
"857",857,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,27,0,0,4,2,0,3,0,4,2,"11993 Nino  Gorissen",4,10,0,0,0.675,9,0.16169455897809,4,0.444444444444444,0,0.428571428571429,0.285714285714286,0.285714285714286,19,0.528401585204756,0.0987654320987654,0.197530864197531,0,0,0
"858",858,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,27,0,0,4,2,2,5,1,3,2,"11993 Elay  Wirjo",2,4,0,0,0.675,11,0.197626683195444,10,0.909090909090909,0,0.555555555555556,0.555555555555556,0.555555555555556,15,0.236336779911374,0.0987654320987654,0.148148148148148,0.0493827160493827,0,0
"859",859,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,28,0,0,0,0,4,9,0,3,3,"11993 Jules  Schild",1,0,1,0,0.7,12,0.207893004400402,12,1,0,1,0.666666666666667,0.666666666666667,12,0,0.0714285714285714,0.142857142857143,0,0.018035999855712,0
"860",860,804702,11993,11993,3107,1,1,36,21,10,30,7,25,16,200,"Basketbal Academie Limburg","Basketba",804702,3107,11993,3107,20,15,52,35,5,16,5,23,7,200,"BS Leiden","BS Leide",0.46,9.2,73,100,FALSE,TRUE,82.46,84.2,73.7216666666667,79.2066666666667,76,TRUE,76.4641666666667,96.0526315789474,131.578947368421,-35.5263157894737,FALSE,0.545454545454545,0.233333333333333,0.210526315789474,0.0151515151515152,0.625,0.166666666666667,0.0921052631578947,0.220588235294118,0.541679205537165,0.451399337947638,0.00692145651519711,0.583333333333333,0.333333333333333,1,804702,11993,29,0,0,11,9,0,0,3,6,0,"11993 Tony  Washington",2,1,0,1,0.725,11,0.183997256768172,18,1.63636363636364,0,0,0.818181818181818,0.818181818181818,12,0.0742115027829314,0.206896551724138,0.275862068965517,0.137931034482759,0,0.026525198938992
"861",861,804703,3808,3808,11993,23,15,37,12,7,23,9,25,10,200,"BV Leeuwarden","BV Leeuw",804703,11993,3808,11993,11,6,33,18,7,21,7,34,16,200,"Basketbal Academie Limburg","Basketba",10.58,5.06,60,63,FALSE,TRUE,80.58,75.06,71.3979069767442,68.2721875,70,FALSE,69.8350472383721,85.7142857142857,90,-4.28571428571429,FALSE,0.375,0.209302325581395,0.142857142857143,0.25,0.527777777777778,0.21875,0.228571428571429,0.111111111111111,0.524227826579768,0.325871351657693,0.149900821762539,0.324324324324324,0.304347826086957,0.652173913043478,804703,3808,7,0,0,3,1,0,0,0,2,0,"3808 Nathaniel  Musters",0,0,1,0,0.175,3,0.212743325178173,2,0.666666666666667,0,0,0.333333333333333,0.333333333333333,3,0,0.152380952380952,0.357142857142857,0,0.0836985883056071,0
"862",862,804703,3808,3808,11993,23,15,37,12,7,23,9,25,10,200,"BV Leeuwarden","BV Leeuw",804703,11993,3808,11993,11,6,33,18,7,21,7,34,16,200,"Basketbal Academie Limburg","Basketba",10.58,5.06,60,63,FALSE,TRUE,80.58,75.06,71.3979069767442,68.2721875,70,FALSE,69.8350472383721,85.7142857142857,90,-4.28571428571429,FALSE,0.375,0.209302325581395,0.142857142857143,0.25,0.527777777777778,0.21875,0.228571428571429,0.111111111111111,0.524227826579768,0.325871351657693,0.149900821762539,0.324324324324324,0.304347826086957,0.652173913043478,804703,3808,9,0,0,1,1,1,2,2,0,0,"3808 Sjoerd  Koopmans",0,0,1,0,0.225,3,0.165467030694134,5,1.66666666666667,0,0.666666666666667,0.833333333333333,0.833333333333333,3,0,0.118518518518519,0,0.20671834625323,0.0650989020154722,0
