"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Nrtg","Home","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct","wed_ID..64","plg_ID..65","spl_Minuten","spl_FTA","spl_FTM","spl_FG2A","spl_FG2M","spl_FG3M","spl_FG3A","spl_OR","spl_DR","spl_TO","spl_ID","spl_PF","spl_Ast","spl_Stl","spl_Blk","spl_MinutesRatio","spl_Plays","spl_USGpct","spl_PTS","spl_PPP","spl_FTperFG","spl_FG3AperFG","spl_EFGpct","spl_TSpct","spl_Finishes","spl_Astpct","spl_TRpct","spl_DRpct","spl_ORpct","spl_Stlpct","spl_Blkpct"
"373",373,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,11,0,0,1,1,0,0,0,0,1,"3808 Bas  Veenstra",1,0,0,0,0.275,2,0.090321997922594,2,1,0,0,1,1,2,0,0,0,0,0,0
"374",374,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,15,0,0,2,0,0,1,1,0,1,"3808 Deividas  Kumelis",2,4,0,0,0.375,4,0.132472263619805,0,0,0,0.333333333333333,0,0,8,0.395061728395062,0.0437158469945355,0,0.0784313725490196,0,0
"375",375,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,21,0,0,1,1,0,1,0,5,2,"3808 Craig  Osaikhwuwu",1,0,3,0,0.525,4,0.0946230454427176,2,0.5,0,0.5,0.5,0.5,4,0,0.156128024980484,0.352733686067019,0,0.0775102557551365,0
"376",376,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,33,2,2,8,3,2,6,0,3,1,"3808 David  Michaels",3,4,1,0,0.825,15.92,0.239654367821283,14,0.879396984924623,0.142857142857143,0.428571428571429,0.428571428571429,0.46916890080429,19.92,0.231548480463097,0.0596125186289121,0.134680134680135,0,0.0164415694026047,0
"377",377,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,34,2,2,8,3,5,9,2,1,0,"3808 Nick  Masterson",0,0,1,0,0.85,17.92,0.261827532801496,23,1.28348214285714,0.117647058823529,0.529411764705882,0.617647058823529,0.641741071428571,17.92,0,0.0578592092574735,0.0435729847494553,0.069204152249135,0.0159579938319399,0
"378",378,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,37,0,0,3,2,3,7,0,2,4,"3808 Darian  Anderson",1,6,0,0,0.925,14,0.187967401082155,13,0.928571428571429,0,0.7,0.65,0.65,20,0.300375469336671,0.0354452813469207,0.0800800800800801,0,0,0
"379",379,804667,3808,3808,3107,12,11,33,17,10,26,6,19,16,200,"BV Leeuwarden","BV Leeuw",804667,3107,3808,3107,10,7,44,31,9,24,8,28,10,200,"BS Leiden","BS Leide",5.52,4.6,75,96,FALSE,TRUE,80.52,82.6,74.4776470588235,73.722962962963,74,FALSE,74.1003050108932,101.351351351351,129.72972972973,-28.3783783783784,FALSE,0.542372881355932,0.176470588235294,0.216216216216216,0.186440677966102,0.654411764705882,0.296296296296296,0.135135135135135,0.102941176470588,0.51146931184129,0.402975821450713,0.0855548667079975,0.515151515151515,0.384615384615385,0.916666666666667,804667,3808,38,6,5,9,6,0,2,3,8,6,"3808 Griffin  Kinney",0,1,1,0,0.95,19.76,0.258320914058619,17,0.860323886639676,0.545454545454545,0.181818181818182,0.545454545454545,0.617732558139535,20.76,0.0508905852417303,0.189818809318378,0.311890838206628,0.0928792569659443,0.0142782050075251,0
"380",380,804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",7.36,2.3,78,73,TRUE,FALSE,85.36,91.3,78.6007317073171,74.9952380952381,77,FALSE,76.7979849012776,101.298701298701,94.8051948051948,6.4935064935065,FALSE,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.667888947092719,0.235725510738607,0.0963855421686747,0.529411764705882,0.277777777777778,0.5625,804669,3107,10,0,0,0,0,0,1,0,0,0,"3107 Twan  Polman",1,0,1,0,0.25,1,0.0468603561387067,0,0,0,1,0,0,1,0,0,0,0,0.0533367197917328,0
"381",381,804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",7.36,2.3,78,73,TRUE,FALSE,85.36,91.3,78.6007317073171,74.9952380952381,77,FALSE,76.7979849012776,101.298701298701,94.8051948051948,6.4935064935065,FALSE,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.667888947092719,0.235725510738607,0.0963855421686747,0.529411764705882,0.277777777777778,0.5625,804669,3107,31,2,2,3,1,0,4,0,5,1,"3107 Marijn  Ververs",1,3,1,0,0.775,8.92,0.134836895728149,4,0.448430493273543,0.285714285714286,0.571428571428571,0.142857142857143,0.252525252525253,11.92,0.126050420168067,0.0777302759424796,0.153609831029186,0,0.0172053934812041,0
"382",382,804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",7.36,2.3,78,73,TRUE,FALSE,85.36,91.3,78.6007317073171,74.9952380952381,77,FALSE,76.7979849012776,101.298701298701,94.8051948051948,6.4935064935065,FALSE,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.667888947092719,0.235725510738607,0.0963855421686747,0.529411764705882,0.277777777777778,0.5625,804669,3107,39,4,3,14,10,3,5,1,3,2,"3107 Darius  Thompson",0,8,5,0,0.975,22.84,0.274433470309759,32,1.40105078809107,0.210526315789474,0.263157894736842,0.763157894736842,0.767754318618042,30.84,0.43956043956044,0.0494284831634229,0.0732600732600733,0.0250156347717323,0.068380409989401,0
"383",383,804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",7.36,2.3,78,73,TRUE,FALSE,85.36,91.3,78.6007317073171,74.9952380952381,77,FALSE,76.7979849012776,101.298701298701,94.8051948051948,6.4935064935065,FALSE,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.667888947092719,0.235725510738607,0.0963855421686747,0.529411764705882,0.277777777777778,0.5625,804669,3107,40,2,1,14,7,2,5,1,2,5,"3107 Maurice  Watson",1,10,3,0,1,24.92,0.291940018744142,21,0.842696629213483,0.105263157894737,0.263157894736842,0.526315789473684,0.52710843373494,34.92,0.434782608695652,0.036144578313253,0.0476190476190476,0.024390243902439,0.0400025398437996,0
"384",384,804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",7.36,2.3,78,73,TRUE,FALSE,85.36,91.3,78.6007317073171,74.9952380952381,77,FALSE,76.7979849012776,101.298701298701,94.8051948051948,6.4935064935065,FALSE,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.667888947092719,0.235725510738607,0.0963855421686747,0.529411764705882,0.277777777777778,0.5625,804669,3107,40,4,1,12,4,0,3,2,11,0,"3107 Clayton  Vette",3,2,2,0,1,16.84,0.197282099343955,9,0.534441805225653,0.266666666666667,0.2,0.266666666666667,0.267220902612827,18.84,0.0714285714285714,0.156626506024096,0.261904761904762,0.0487804878048781,0.0266683598958664,0
"385",385,804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",7.36,2.3,78,73,TRUE,FALSE,85.36,91.3,78.6007317073171,74.9952380952381,77,FALSE,76.7979849012776,101.298701298701,94.8051948051948,6.4935064935065,FALSE,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.667888947092719,0.235725510738607,0.0963855421686747,0.529411764705882,0.277777777777778,0.5625,804669,3107,40,4,2,8,5,0,0,3,5,1,"3107 Mohamed  Kherrazi",3,3,3,0,1,10.84,0.126991565135895,12,1.1070110701107,0.5,0,0.625,0.609756097560976,13.84,0.111111111111111,0.0963855421686747,0.119047619047619,0.0731707317073171,0.0400025398437996,0
"386",386,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,12,0,0,2,1,0,0,1,3,1,"3520 Thibault  Vanderhaegen",1,0,0,0,0.3,3,0.109529025191676,2,0.666666666666667,0,0,0.5,0.5,3,0,0.160642570281124,0.24390243902439,0.0793650793650794,0,0
"387",387,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,13,0,0,4,4,0,0,0,1,1,"3520 Dyon  Halman",2,0,1,0,0.325,5,0.168506192602578,8,1.6,0,0,1,1,5,0,0.0370713623725672,0.075046904315197,0,0.0391462396098361,0
"388",388,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,16,0,0,1,1,0,0,1,7,3,"3520 Yarick  Brussen",0,1,0,0,0.4,4,0.109529025191676,2,0.5,0,0,1,1,5,0.0909090909090909,0.240963855421687,0.426829268292683,0.0595238095238095,0,0
"389",389,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,18,0,0,1,0,1,2,0,1,4,"3520 Nick  Thran",1,5,0,0,0.45,7,0.170378483631496,3,0.428571428571429,0,0.666666666666667,0.5,0.5,12,0.4,0.0267737617135207,0.0542005420054201,0,0,0
"390",390,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,21,0,0,6,4,3,6,0,3,1,"3520 Lavone  Holland",3,0,0,0,0.525,13,0.271214729046054,17,1.30769230769231,0,0.5,0.708333333333333,0.708333333333333,13,0,0.0688468158347676,0.139372822299652,0,0,0
"391",391,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,24,0,0,4,1,1,6,0,4,4,"3520 Alex  Laurent",0,2,1,1,0.6,14,0.255567725447244,5,0.357142857142857,0,0.6,0.25,0.25,16,0.125,0.0803212851405622,0.16260162601626,0,0.0212042131219946,0.0326797385620915
"392",392,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,31,1,1,5,2,1,7,0,6,2,"3520 Boy van Vliet",4,2,1,0,0.775,14.46,0.204359961841501,8,0.553250345781466,0.0833333333333333,0.583333333333333,0.291666666666667,0.321027287319422,16.46,0.0987654320987654,0.0932763311309755,0.18882769472856,0,0.0164161649976732,0
"393",393,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,31,4,3,16,6,1,2,8,6,1,"3520 Steve  Harris",3,5,1,0,0.775,20.84,0.294527081934777,18,0.863723608445297,0.222222222222222,0.111111111111111,0.416666666666667,0.453629032258065,25.84,0.307692307692308,0.217644772638943,0.18882769472856,0.245775729646697,0.0164161649976732,0
"394",394,804669,3520,3107,3520,5,4,41,21,9,29,16,34,19,200,"BV Noordkop","BV Noord",804669,3107,3107,3520,16,9,51,27,5,18,7,26,9,200,"BS Leiden","BS Leide",2.3,7.36,73,78,FALSE,TRUE,91.3,85.36,74.9952380952381,78.6007317073171,77,FALSE,76.7979849012776,94.8051948051948,101.298701298701,-6.4935064935065,TRUE,0.492857142857143,0.380952380952381,0.246753246753247,0.0571428571428571,0.5,0.170731707317073,0.116883116883117,0.130434782608696,0.567081604426003,0.401106500691563,0.0318118948824343,0.51219512195122,0.310344827586207,0.8,804669,3520,34,0,0,2,2,2,6,0,1,2,"3520 Boyd van der Vuurst de Vries",2,3,2,0,0.85,10,0.128857676696089,10,1,0,0.75,0.625,0.625,13,0.13953488372093,0.0141743444365698,0.0286944045911047,0,0.0299353597016394,0
"395",395,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,4,0,0,1,0,0,0,0,0,1,"3103 Pavle  Latinovic",0,0,2,0,0.1,2,0.254452926208651,0,0,0,0,0,0,2,0,0,0,0,0.29218156506196,0
"396",396,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,19,0,0,2,0,1,6,0,0,1,"3103 Michael  Kok",2,0,0,0,0.475,9,0.241060666934512,3,0.333333333333333,0,0.75,0.1875,0.1875,9,0,0,0,0,0,0
"397",397,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,23,0,0,3,3,0,1,0,2,0,"3103 Robert  Krabbendam",1,1,1,0,0.575,4,0.0885053656377918,6,1.5,0,0.25,0.75,0.75,5,0.103626943005181,0.0476474091721263,0.10230179028133,0,0.0254070926140834,0
"398",398,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,28,2,2,3,0,1,3,0,2,0,"3103 Rens van Ravensteijn",3,1,0,0,0.7,6.92,0.125772446383133,5,0.722543352601156,0.333333333333333,0.5,0.25,0.361271676300578,7.92,0.0694444444444444,0.0391389432485323,0.0840336134453782,0,0,0
"399",399,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,29,0,0,3,3,0,2,2,0,1,"3103 Coen  Stolk",2,1,0,0,0.725,6,0.105290866017373,6,1,0,0.4,0.6,0.6,7,0.0772200772200772,0.0377893245158243,0,0.0707338638373121,0,0
"400",400,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,29,7,5,8,4,0,4,3,9,5,"3103 Justin  Gordon",2,2,1,0,0.725,20.22,0.354830218478547,13,0.642927794263106,0.583333333333333,0.333333333333333,0.333333333333333,0.427069645203679,22.22,0.167364016736402,0.226735947094946,0.365111561866126,0.106100795755968,0.0201504527628938,0
"401",401,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,32,0,0,3,1,5,11,0,1,4,"3103 Ties  Theeuwkens",3,1,1,0,0.8,18,0.286259541984733,17,0.944444444444444,0,0.785714285714286,0.607142857142857,0.607142857142857,19,0.0862068965517241,0.0171232876712329,0.0367647058823529,0,0.0182613478163725,0
"402",402,804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",4.6,5.06,59,90,FALSE,TRUE,78.6,84.06,73.0030769230769,68.4505882352941,71,TRUE,70.7268325791855,83.0985915492958,126.760563380282,-43.6619718309859,FALSE,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.429042904290429,0.495049504950495,0.0759075907590759,0.538461538461538,0.266666666666667,0.7,804670,3103,36,1,0,3,3,1,3,1,4,6,"3103 Sam van Dijk",2,5,3,0,0.9,12.46,0.1761379700311,9,0.7223113964687,0.166666666666667,0.5,0.75,0.696594427244582,17.46,0.316455696202532,0.076103500761035,0.130718954248366,0.0284900284900285,0.0486969275103266,0
"403",403,804670,8594,3103,8594,11,10,35,22,12,30,16,33,14,200,"Donar Groningen","Donar Gr",804670,3103,3103,8594,10,7,26,14,8,30,6,18,18,200,"Rotterdam Basketbal","Rotterda",5.06,4.6,90,59,TRUE,FALSE,84.06,78.6,68.4505882352941,73.0030769230769,71,TRUE,70.7268325791855,126.760563380282,83.0985915492958,43.6619718309859,TRUE,0.615384615384615,0.470588235294118,0.197183098591549,0.153846153846154,0.464285714285714,0.153846153846154,0.253521126760563,0.125,0.499571795603768,0.428204396231801,0.0722238081644305,0.628571428571429,0.4,0.909090909090909,804670,8594,10,0,0,1,0,1,1,0,2,1,"8594 Drago  Pasalic",0,2,0,0,0.25,3,0.142755174875089,3,1,0,0.5,0.75,0.75,5,0.266666666666667,0.10958904109589,0.205128205128205,0,0,0
