"";"wed_ID";"plg_ID";"wed_UitPloeg";"wed_ThuisPloeg";"FTA";"FTM";"FG2A";"FG2M";"FG3M";"FG3A";"OR";"DR";"TO";"Minuten";"plg_Name";"plg_ShortName";"opp_wed_ID";"opp_plg_ID";"opp_wed_UitPloeg";"opp_wed_ThuisPloeg";"opp_FTA";"opp_FTM";"opp_FG2A";"opp_FG2M";"opp_FG3M";"opp_FG3A";"opp_OR";"opp_DR";"opp_TO";"opp_Minuten";"opp_plg_Name";"opp_plg_ShortName";"FTtrips";"opp_FTtrips";"pts";"opp_pts";"Win";"Loss";"plays";"opp_plays";"ps";"opp_ps";"avgps";"WARNING";"pace";"Ortg";"Drtg";"Nrtg";"Home";"EFGpct";"ORpct";"TOpct";"FT4f";"opp_EFGpct";"opp_ORpct";"opp_TOpct";"opp_FT4f";"FG2Apct";"FG3Apct";"FTTpct";"FG2pct";"FG3pct";"FTpct"
"272";822494;12693;12693;3103;19;14;49;21;6;19;8;24;6;200;"Dutch Windmills";"Dutch Wi";822494;3103;12693;3103;15;8;40;22;8;21;11;33;15;200;"Rotterdam Basketbal";"Rotterda";8,74;6,9;74;76;FALSE;TRUE;82,74;82,9;74,18;72,4751428571429;73;FALSE;73,3275714285714;101,369863013699;104,109589041096;-2,73972602739725;FALSE;0,441176470588235;0,195121951219512;0,0821917808219178;0,205882352941176;0,557377049180328;0,314285714285714;0,205479452054795;0,131147540983607;0,638519676830858;0,247589262444618;0,113891060724524;0,428571428571429;0,315789473684211;0,736842105263158
"273";822495;3520;3520;12693;18;11;30;18;12;28;7;30;12;200;"BV Noordkop";"BV Noord";822495;12693;3520;12693;19;13;45;22;6;31;22;26;7;200;"Dutch Windmills";"Dutch Wi";8,28;8,74;83;75;TRUE;FALSE;78,28;91,74;71,9248484848485;70,0107692307692;71;FALSE;70,9678088578088;116,901408450704;105,633802816901;11,2676056338028;FALSE;0,620689655172414;0,212121212121212;0,169014084507042;0,189655172413793;0,407894736842105;0,423076923076923;0,0985915492957746;0,171052631578947;0,452625226312613;0,422450211225106;0,124924562462281;0,6;0,428571428571429;0,611111111111111
"274";822495;12693;3520;12693;19;13;45;22;6;31;22;26;7;200;"Dutch Windmills";"Dutch Wi";822495;3520;3520;12693;18;11;30;18;12;28;7;30;12;200;"BV Noordkop";"BV Noord";8,74;8,28;75;83;FALSE;TRUE;91,74;78,28;70,0107692307692;71,9248484848485;71;FALSE;70,9678088578088;105,633802816901;116,901408450704;-11,2676056338028;TRUE;0,407894736842105;0,423076923076923;0,0985915492957746;0,171052631578947;0,620689655172414;0,212121212121212;0,169014084507042;0,189655172413793;0,531036110455511;0,365824876091574;0,103139013452915;0,488888888888889;0,193548387096774;0,684210526315789
"275";822496;8594;8594;12693;3;2;29;15;9;28;6;23;17;200;"Donar Groningen";"Donar Gr";822496;12693;8594;12693;20;15;40;20;11;20;6;26;9;200;"Dutch Windmills";"Dutch Wi";1,38;9,2;59;88;FALSE;TRUE;75,38;78,2;68,759375;71,78;70;FALSE;70,2696875;84,2857142857143;125,714285714286;-41,4285714285714;FALSE;0,5;0,1875;0,242857142857143;0,0350877192982456;0,608333333333333;0,206896551724138;0,128571428571429;0,25;0,496745460774238;0,479616306954436;0,0236382322713258;0,517241379310345;0,321428571428571;0,666666666666667
"276";822496;12693;8594;12693;20;15;40;20;11;20;6;26;9;200;"Dutch Windmills";"Dutch Wi";822496;8594;8594;12693;3;2;29;15;9;28;6;23;17;200;"Donar Groningen";"Donar Gr";9,2;1,38;88;59;TRUE;FALSE;78,2;75,38;71,78;68,759375;70;FALSE;70,2696875;125,714285714286;84,2857142857143;41,4285714285714;TRUE;0,608333333333333;0,206896551724138;0,128571428571429;0,25;0,5;0,1875;0,242857142857143;0,0350877192982456;0,578034682080925;0,289017341040462;0,132947976878613;0,5;0,55;0,75
"277";822497;10757;12693;10757;13;8;25;18;5;35;10;24;15;200;"BC APOLLO Amsterdam";"BC APOLL";822497;12693;12693;10757;11;9;41;19;8;24;7;29;12;200;"Dutch Windmills";"Dutch Wi";5,98;5,06;59;71;FALSE;TRUE;80,98;82,06;70,828717948718;72,8787096774194;72;FALSE;71,8537138130687;81,9444444444444;98,6111111111111;-16,6666666666667;TRUE;0,425;0,256410256410256;0,208333333333333;0,133333333333333;0,476923076923077;0,225806451612903;0,166666666666667;0,138461538461538;0,378902697787208;0,530463776902092;0,0906335253107002;0,72;0,142857142857143;0,615384615384615
"278";822497;12693;12693;10757;11;9;41;19;8;24;7;29;12;200;"Dutch Windmills";"Dutch Wi";822497;10757;12693;10757;13;8;25;18;5;35;10;24;15;200;"BC APOLLO Amsterdam";"BC APOLL";5,06;5,98;71;59;TRUE;FALSE;82,06;80,98;72,8787096774194;70,828717948718;72;FALSE;71,8537138130687;98,6111111111111;81,9444444444444;16,6666666666667;FALSE;0,476923076923077;0,225806451612903;0,166666666666667;0,138461538461538;0,425;0,256410256410256;0,208333333333333;0,133333333333333;0,585212674850128;0,342563516985441;0,0722238081644305;0,463414634146341;0,333333333333333;0,818181818181818
"279";822498;11993;11993;12693;7;4;40;18;5;29;15;25;26;200;"Basketbal Academie Limburg";"Basketba";822498;12693;11993;12693;33;30;36;18;10;24;5;31;13;200;"Dutch Windmills";"Dutch Wi";3,22;15,18;55;96;FALSE;TRUE;98,22;88,18;82,17;82,4733333333333;82;FALSE;82,3216666666667;67,0731707317073;117,073170731707;-50;FALSE;0,369565217391304;0,326086956521739;0,317073170731707;0,0579710144927536;0,55;0,166666666666667;0,158536585365854;0,5;0,55386319579064;0,401550816948214;0,0445859872611465;0,45;0,172413793103448;0,571428571428571
"280";822498;12693;11993;12693;33;30;36;18;10;24;5;31;13;200;"Dutch Windmills";"Dutch Wi";822498;11993;11993;12693;7;4;40;18;5;29;15;25;26;200;"Basketbal Academie Limburg";"Basketba";15,18;3,22;96;55;TRUE;FALSE;88,18;98,22;82,4733333333333;82,17;82;FALSE;82,3216666666667;117,073170731707;67,0731707317073;50;TRUE;0,55;0,166666666666667;0,158536585365854;0,5;0,369565217391304;0,326086956521739;0,317073170731707;0,0579710144927536;0,478850758180367;0,319233838786911;0,201915403032721;0,5;0,416666666666667;0,909090909090909
"281";822499;3808;12693;3808;25;21;33;14;8;27;9;31;11;200;"BV Leeuwarden";"BV Leeuw";822499;12693;12693;3808;15;12;38;15;11;24;3;29;10;200;"Dutch Windmills";"Dutch Wi";11,5;6,9;73;75;FALSE;TRUE;82,5;78,9;72,87;75,5011764705882;74;FALSE;74,1855882352941;98,6486486486486;101,351351351351;-2,70270270270271;TRUE;0,433333333333333;0,236842105263158;0,148648648648649;0,35;0,508064516129032;0,0882352941176471;0,135135135135135;0,193548387096774;0,461538461538462;0,377622377622378;0,160839160839161;0,424242424242424;0,296296296296296;0,84
"282";822499;12693;12693;3808;15;12;38;15;11;24;3;29;10;200;"Dutch Windmills";"Dutch Wi";822499;3808;12693;3808;25;21;33;14;8;27;9;31;11;200;"BV Leeuwarden";"BV Leeuw";6,9;11,5;75;73;TRUE;FALSE;78,9;82,5;75,5011764705882;72,87;74;FALSE;74,1855882352941;101,351351351351;98,6486486486486;2,70270270270271;FALSE;0,508064516129032;0,0882352941176471;0,135135135135135;0,193548387096774;0,433333333333333;0,236842105263158;0,148648648648649;0,35;0,551523947750363;0,34833091436865;0,100145137880987;0,394736842105263;0,458333333333333;0,8
"283";822500;11480;12693;11480;31;25;41;14;7;22;11;38;14;200;"Dukes Unlimited";"Dukes Un";822500;12693;12693;11480;10;6;34;18;9;31;5;32;16;200;"Dutch Windmills";"Dutch Wi";14,26;4,6;74;69;TRUE;FALSE;91,26;85,6;79,7637209302326;80,8720930232558;80;FALSE;80,3179069767442;92,5;86,25;6,25;TRUE;0,388888888888889;0,255813953488372;0,175;0,396825396825397;0,484615384615385;0,116279069767442;0,2;0,0923076923076923;0,530675640693761;0,284752782811287;0,184571576494952;0,341463414634146;0,318181818181818;0,806451612903226
"284";822500;12693;12693;11480;10;6;34;18;9;31;5;32;16;200;"Dutch Windmills";"Dutch Wi";822500;11480;12693;11480;31;25;41;14;7;22;11;38;14;200;"Dukes Unlimited";"Dukes Un";4,6;14,26;69;74;FALSE;TRUE;85,6;91,26;80,8720930232558;79,7637209302326;80;FALSE;80,3179069767442;86,25;92,5;-6,25;FALSE;0,484615384615385;0,116279069767442;0,2;0,0923076923076923;0,388888888888889;0,255813953488372;0,175;0,396825396825397;0,488505747126437;0,445402298850575;0,0660919540229885;0,529411764705882;0,290322580645161;0,6
"285";822501;1771;12693;1771;16;11;48;27;6;29;25;31;14;200;"Landstede Basketbal";"Landsted";822501;12693;12693;1771;15;9;40;21;14;25;3;21;10;200;"Dutch Windmills";"Dutch Wi";7,36;6,9;83;93;FALSE;TRUE;98,36;81,9;72,7730434782609;79,0676470588235;76;TRUE;75,9203452685422;109,210526315789;122,368421052632;-13,1578947368421;TRUE;0,467532467532468;0,543478260869565;0,184210526315789;0,142857142857143;0,646153846153846;0,0882352941176471;0,131578947368421;0,138461538461538;0,568990042674253;0,343764817449028;0,0872451398767188;0,5625;0,206896551724138;0,6875
"286";822501;12693;12693;1771;15;9;40;21;14;25;3;21;10;200;"Dutch Windmills";"Dutch Wi";822501;1771;12693;1771;16;11;48;27;6;29;25;31;14;200;"Landstede Basketbal";"Landsted";6,9;7,36;93;83;TRUE;FALSE;81,9;98,36;79,0676470588235;72,7730434782609;76;TRUE;75,9203452685422;122,368421052632;109,210526315789;13,1578947368421;FALSE;0,646153846153846;0,0882352941176471;0,131578947368421;0,138461538461538;0,467532467532468;0,543478260869565;0,184210526315789;0,142857142857143;0,556328233657858;0,347705146036161;0,0959666203059805;0,525;0,56;0,6
"287";822502;3107;12693;3107;16;14;45;28;9;21;8;41;18;200;"BS Leiden";"BS Leide";822502;12693;12693;3107;8;5;41;21;9;34;9;20;11;200;"Dutch Windmills";"Dutch Wi";7,36;3,68;97;74;TRUE;FALSE;91,36;89,68;82,4942857142857;81,013;82;FALSE;81,7536428571429;118,292682926829;90,2439024390244;28,0487804878049;TRUE;0,628787878787879;0,285714285714286;0,219512195121951;0,212121212121212;0,46;0,18;0,134146341463415;0,0666666666666667;0,613413304252999;0,286259541984733;0,100327153762268;0,622222222222222;0,428571428571429;0,875
"288";822502;12693;12693;3107;8;5;41;21;9;34;9;20;11;200;"Dutch Windmills";"Dutch Wi";822502;3107;12693;3107;16;14;45;28;9;21;8;41;18;200;"BS Leiden";"BS Leide";3,68;7,36;74;97;FALSE;TRUE;89,68;91,36;81,013;82,4942857142857;82;FALSE;81,7536428571429;90,2439024390244;118,292682926829;-28,0487804878049;FALSE;0,46;0,18;0,134146341463415;0,0666666666666667;0,628787878787879;0,285714285714286;0,219512195121951;0,212121212121212;0,521098118962888;0,432130147432639;0,0467717336044738;0,51219512195122;0,264705882352941;0,625
