"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct"
"14",14,557261,8594,2393,8594,15,11,51,30,4,20,15,35,10,200,"GasTerra Flames","GasTerra",557261,2393,2393,8594,20,8,50,23,4,23,15,19,8,200,"Matrixx Magixx","Matrixx ",6.9,9.2,83,66,TRUE,FALSE,87.9,90.2,70.4338235294118,75.434,73,TRUE,72.9339117647059,113.698630136986,90.4109589041096,TRUE,23.2876712328767,0.507042253521127,0.441176470588235,0.136986301369863,0.154929577464789,0.397260273972603,0.3,0.10958904109589,0.10958904109589,0.654685494223363,0.256739409499358,0.0885750962772786,0.588235294117647,0.2,0.733333333333333
"15",15,557262,2823,2823,3107,24,22,34,15,8,20,2,23,5,200,"EBBC","EBBC",557262,3107,2823,3107,29,19,38,20,3,19,13,24,16,200,"BS Leiden","BS Leide",11.04,13.34,76,68,TRUE,FALSE,70.04,86.34,67.4884615384615,73.2027777777778,70,TRUE,70.3456196581197,108.571428571429,97.1428571428571,FALSE,11.4285714285714,0.5,0.0769230769230769,0.0714285714285714,0.407407407407407,0.429824561403509,0.361111111111111,0.228571428571429,0.333333333333333,0.522755227552275,0.30750307503075,0.169741697416974,0.441176470588235,0.4,0.916666666666667
"16",16,557262,3107,2823,3107,29,19,38,20,3,19,13,24,16,200,"BS Leiden","BS Leide",557262,2823,2823,3107,24,22,34,15,8,20,2,23,5,200,"EBBC","EBBC",13.34,11.04,68,76,FALSE,TRUE,86.34,70.04,73.2027777777778,67.4884615384615,70,TRUE,70.3456196581197,97.1428571428571,108.571428571429,TRUE,-11.4285714285714,0.429824561403509,0.361111111111111,0.228571428571429,0.333333333333333,0.5,0.0769230769230769,0.0714285714285714,0.407407407407407,0.540233153255616,0.270116576627808,0.189650270116577,0.526315789473684,0.157894736842105,0.655172413793103
"17",17,557264,2571,2571,3138,18,13,44,21,5,18,10,20,14,197,"Basketball Stars Weert","Basketba",557264,3138,2571,3138,30,22,41,27,4,14,8,31,16,200,"BV Aris","BV Aris",8.28,13.8,70,88,FALSE,TRUE,84.28,84.8,74.8848780487805,77.4628571428571,76,FALSE,76.7494887615303,92.1052631578947,115.789473684211,FALSE,-23.6842105263158,0.459677419354839,0.24390243902439,0.184210526315789,0.209677419354839,0.6,0.285714285714286,0.210526315789474,0.4,0.626067159931702,0.256118383608423,0.117814456459875,0.477272727272727,0.277777777777778,0.722222222222222
"18",18,557264,3138,2571,3138,30,22,41,27,4,14,8,31,16,200,"BV Aris","BV Aris",557264,2571,2571,3138,18,13,44,21,5,18,10,20,14,197,"Basketball Stars Weert","Basketba",13.8,8.28,88,70,TRUE,FALSE,84.8,84.28,77.4628571428571,74.8848780487805,76,FALSE,76.7494887615303,115.789473684211,92.1052631578947,TRUE,23.6842105263158,0.6,0.285714285714286,0.210526315789474,0.4,0.459677419354839,0.24390243902439,0.184210526315789,0.209677419354839,0.59593023255814,0.203488372093023,0.200581395348837,0.658536585365854,0.285714285714286,0.733333333333333
"19",19,557265,2571,8594,2571,38,23,39,18,6,13,9,31,17,200,"Basketball Stars Weert","Basketba",557265,8594,8594,2571,25,15,39,18,9,21,7,30,11,200,"GasTerra Flames","GasTerra",17.48,11.5,77,78,FALSE,TRUE,86.48,82.5,79.5661538461539,75.9955263157895,78,FALSE,77.7808400809717,98.7179487179487,100,TRUE,-1.28205128205128,0.519230769230769,0.230769230769231,0.217948717948718,0.442307692307692,0.525,0.184210526315789,0.141025641025641,0.25,0.561312607944732,0.187104202648244,0.251583189407024,0.461538461538462,0.461538461538462,0.605263157894737
"20",20,557265,8594,8594,2571,25,15,39,18,9,21,7,30,11,200,"GasTerra Flames","GasTerra",557265,2571,8594,2571,38,23,39,18,6,13,9,31,17,200,"Basketball Stars Weert","Basketba",11.5,17.48,78,77,TRUE,FALSE,82.5,86.48,75.9955263157895,79.5661538461539,78,FALSE,77.7808400809717,100,98.7179487179487,FALSE,1.28205128205128,0.525,0.184210526315789,0.141025641025641,0.25,0.519230769230769,0.230769230769231,0.217948717948718,0.442307692307692,0.545454545454545,0.293706293706294,0.160839160839161,0.461538461538462,0.428571428571429,0.6
"21",21,557266,1771,1771,3103,9,7,37,15,7,18,11,24,16,200,"Landstede Basketbal","Landsted",557266,3103,1771,3103,17,9,36,10,7,15,20,26,21,200,"Rotterdam Basketbal","Rotterda",4.14,7.82,58,50,TRUE,FALSE,75.14,79.82,64.6424324324324,63.2836363636364,64,FALSE,63.9630343980344,90.625,78.125,FALSE,12.5,0.463636363636364,0.297297297297297,0.25,0.127272727272727,0.401960784313726,0.454545454545455,0.328125,0.176470588235294,0.625634088603314,0.304362529590802,0.0700033818058843,0.405405405405405,0.388888888888889,0.777777777777778
"22",22,557266,3103,1771,3103,17,9,36,10,7,15,20,26,21,200,"Rotterdam Basketbal","Rotterda",557266,1771,1771,3103,9,7,37,15,7,18,11,24,16,200,"Landstede Basketbal","Landsted",7.82,4.14,50,58,FALSE,TRUE,79.82,75.14,63.2836363636364,64.6424324324324,64,FALSE,63.9630343980344,78.125,90.625,TRUE,-12.5,0.401960784313726,0.454545454545455,0.328125,0.176470588235294,0.463636363636364,0.297297297297297,0.25,0.127272727272727,0.612036722203332,0.255015300918055,0.132947976878613,0.277777777777778,0.466666666666667,0.529411764705882
"23",23,557268,2823,3138,2823,31,24,39,30,8,21,5,18,11,200,"EBBC","EBBC",557268,3138,3138,2823,19,15,39,21,4,11,8,19,21,200,"BV Aris","BV Aris",14.26,8.74,108,69,TRUE,FALSE,85.26,79.74,80.3558333333333,71.5092307692308,76,TRUE,75.9325320512821,142.105263157895,90.7894736842105,TRUE,51.3157894736842,0.7,0.208333333333333,0.144736842105263,0.4,0.54,0.307692307692308,0.276315789473684,0.3,0.525181793697818,0.282790196606518,0.192028009695664,0.769230769230769,0.380952380952381,0.774193548387097
"24",24,557268,3138,3138,2823,19,15,39,21,4,11,8,19,21,200,"BV Aris","BV Aris",557268,2823,3138,2823,31,24,39,30,8,21,5,18,11,200,"EBBC","EBBC",8.74,14.26,69,108,FALSE,TRUE,79.74,85.26,71.5092307692308,80.3558333333333,76,TRUE,75.9325320512821,90.7894736842105,142.105263157895,FALSE,-51.3157894736842,0.54,0.307692307692308,0.276315789473684,0.3,0.7,0.208333333333333,0.144736842105263,0.4,0.663942798774259,0.187265917602996,0.148791283622744,0.538461538461538,0.363636363636364,0.789473684210526
"25",25,557269,2823,2823,8594,21,13,41,17,2,15,9,16,14,200,"EBBC","EBBC",557269,8594,2823,8594,21,14,33,16,7,15,11,38,24,200,"GasTerra Flames","GasTerra",9.66,9.66,53,67,FALSE,TRUE,79.66,81.66,72.0789361702128,70.7618518518518,71,FALSE,71.4203940110323,74.6478873239437,94.3661971830986,FALSE,-19.7183098591549,0.357142857142857,0.191489361702128,0.197183098591549,0.232142857142857,0.552083333333333,0.407407407407407,0.338028169014085,0.291666666666667,0.624428876028023,0.22844958879074,0.147121535181237,0.414634146341463,0.133333333333333,0.619047619047619
"26",26,557269,8594,2823,8594,21,14,33,16,7,15,11,38,24,200,"GasTerra Flames","GasTerra",557269,2823,2823,8594,21,13,41,17,2,15,9,16,14,200,"EBBC","EBBC",9.66,9.66,67,53,TRUE,FALSE,81.66,79.66,70.7618518518518,72.0789361702128,71,FALSE,71.4203940110323,94.3661971830986,74.6478873239437,TRUE,19.7183098591549,0.552083333333333,0.407407407407407,0.338028169014085,0.291666666666667,0.357142857142857,0.191489361702128,0.197183098591549,0.232142857142857,0.572320499479709,0.260145681581686,0.167533818938606,0.484848484848485,0.466666666666667,0.666666666666667
"27",27,557271,1771,1771,3107,26,17,35,16,3,11,10,22,15,200,"Landstede Basketbal","Landsted",557271,3107,1771,3107,20,10,36,20,7,19,16,23,18,200,"BS Leiden","BS Leide",11.96,9.2,58,71,FALSE,TRUE,72.96,82.2,64.2054545454546,69.5852631578947,67,TRUE,66.8953588516746,86.5671641791045,105.970149253731,FALSE,-19.4029850746269,0.445652173913043,0.303030303030303,0.223880597014925,0.369565217391304,0.554545454545455,0.421052631578947,0.26865671641791,0.181818181818182,0.603864734299517,0.189786059351277,0.206349206349206,0.457142857142857,0.272727272727273,0.653846153846154
"28",28,557271,3107,1771,3107,20,10,36,20,7,19,16,23,18,200,"BS Leiden","BS Leide",557271,1771,1771,3107,26,17,35,16,3,11,10,22,15,200,"Landstede Basketbal","Landsted",9.2,11.96,71,58,TRUE,FALSE,82.2,72.96,69.5852631578947,64.2054545454546,67,TRUE,66.8953588516746,105.970149253731,86.5671641791045,TRUE,19.4029850746269,0.554545454545455,0.421052631578947,0.26865671641791,0.181818181818182,0.445652173913043,0.303030303030303,0.223880597014925,0.369565217391304,0.560747663551402,0.29595015576324,0.143302180685358,0.555555555555556,0.368421052631579,0.5
"29",29,557272,2393,3103,2393,15,7,42,22,10,28,28,24,16,200,"Matrixx Magixx","Matrixx ",557272,3103,3103,2393,20,15,47,24,3,14,9,19,12,200,"Rotterdam Basketbal","Rotterda",6.9,9.2,81,72,TRUE,FALSE,92.9,82.2,68.6770212765958,72.2781818181818,70,FALSE,70.4776015473888,115.714285714286,102.857142857143,TRUE,12.8571428571428,0.528571428571429,0.595744680851064,0.228571428571429,0.1,0.467213114754098,0.272727272727273,0.171428571428571,0.245901639344262,0.546163849154746,0.364109232769831,0.0897269180754226,0.523809523809524,0.357142857142857,0.466666666666667
"30",30,557272,3103,3103,2393,20,15,47,24,3,14,9,19,12,200,"Rotterdam Basketbal","Rotterda",557272,2393,3103,2393,15,7,42,22,10,28,28,24,16,200,"Matrixx Magixx","Matrixx ",9.2,6.9,72,81,FALSE,TRUE,82.2,92.9,72.2781818181818,68.6770212765958,70,FALSE,70.4776015473888,102.857142857143,115.714285714286,FALSE,-12.8571428571428,0.467213114754098,0.272727272727273,0.171428571428571,0.245901639344262,0.528571428571429,0.595744680851064,0.228571428571429,0.1,0.66951566951567,0.199430199430199,0.131054131054131,0.51063829787234,0.214285714285714,0.75
"31",31,557273,3103,3107,3103,19,12,29,9,4,16,10,22,37,200,"Rotterdam Basketbal","Rotterda",557273,3107,3107,3103,19,16,47,32,4,15,8,27,13,200,"BS Leiden","BS Leide",8.74,8.74,42,92,FALSE,TRUE,90.74,83.74,81.485945945946,76.3213333333333,79,TRUE,78.9036396396396,53.1645569620253,116.455696202532,TRUE,-63.2911392405063,0.333333333333333,0.27027027027027,0.468354430379747,0.266666666666667,0.612903225806452,0.266666666666667,0.164556962025316,0.258064516129032,0.539635280982508,0.297729810197246,0.162634908820246,0.310344827586207,0.25,0.631578947368421
"32",32,557273,3107,3107,3103,19,16,47,32,4,15,8,27,13,200,"BS Leiden","BS Leide",557273,3103,3107,3103,19,12,29,9,4,16,10,22,37,200,"Rotterdam Basketbal","Rotterda",8.74,8.74,92,42,TRUE,FALSE,83.74,90.74,76.3213333333333,81.485945945946,79,TRUE,78.9036396396396,116.455696202532,53.1645569620253,FALSE,63.2911392405063,0.612903225806452,0.266666666666667,0.164556962025316,0.258064516129032,0.333333333333333,0.27027027027027,0.468354430379747,0.266666666666667,0.664404862878145,0.212044105173876,0.123551031947979,0.680851063829787,0.266666666666667,0.842105263157895
"33",33,557274,1771,3138,1771,18,14,46,24,8,22,17,26,16,200,"Landstede Basketbal","Landsted",557274,3138,3138,1771,15,13,47,24,3,12,5,22,16,200,"BV Aris","BV Aris",8.28,6.9,86,70,TRUE,FALSE,92.28,81.9,75.4892307692308,76.3774193548387,76,FALSE,75.9333250620347,113.157894736842,92.1052631578947,TRUE,21.0526315789474,0.529411764705882,0.435897435897436,0.210526315789474,0.205882352941176,0.483050847457627,0.161290322580645,0.210526315789474,0.220338983050847,0.603041426324069,0.288411116937598,0.108547456738332,0.521739130434783,0.363636363636364,0.777777777777778
"34",34,557274,3138,3138,1771,15,13,47,24,3,12,5,22,16,200,"BV Aris","BV Aris",557274,1771,3138,1771,18,14,46,24,8,22,17,26,16,200,"Landstede Basketbal","Landsted",6.9,8.28,70,86,FALSE,TRUE,81.9,92.28,76.3774193548387,75.4892307692308,76,FALSE,75.9333250620347,92.1052631578947,113.157894736842,FALSE,-21.0526315789474,0.483050847457627,0.161290322580645,0.210526315789474,0.220338983050847,0.529411764705882,0.435897435897436,0.210526315789474,0.205882352941176,0.713201820940819,0.182094081942337,0.104704097116844,0.51063829787234,0.25,0.866666666666667
"35",35,557276,2393,2393,2571,30,20,38,23,10,24,13,24,15,200,"Matrixx Magixx","Matrixx ",557276,2571,2393,2571,22,15,48,27,4,13,8,24,15,200,"Basketball Stars Weert","Basketba",13.8,10.12,96,81,TRUE,FALSE,90.8,86.12,79.8975675675676,78.095,79,FALSE,78.9962837837838,121.518987341772,102.53164556962,FALSE,18.9873417721519,0.612903225806452,0.351351351351351,0.189873417721519,0.32258064516129,0.540983606557377,0.25,0.189873417721519,0.245901639344262,0.50131926121372,0.316622691292876,0.182058047493404,0.605263157894737,0.416666666666667,0.666666666666667
"36",36,557276,2571,2393,2571,22,15,48,27,4,13,8,24,15,200,"Basketball Stars Weert","Basketba",557276,2393,2393,2571,30,20,38,23,10,24,13,24,15,200,"Matrixx Magixx","Matrixx ",10.12,13.8,81,96,FALSE,TRUE,86.12,90.8,78.095,79.8975675675676,79,FALSE,78.9962837837838,102.53164556962,121.518987341772,TRUE,-18.9873417721519,0.540983606557377,0.25,0.189873417721519,0.245901639344262,0.612903225806452,0.351351351351351,0.189873417721519,0.32258064516129,0.674915635545557,0.182789651293588,0.142294713160855,0.5625,0.307692307692308,0.681818181818182
"37",37,557277,1771,1771,8594,38,18,43,20,2,9,10,28,12,200,"Landstede Basketbal","Landsted",557277,8594,1771,8594,15,5,36,17,6,19,8,35,21,200,"GasTerra Flames","GasTerra",17.48,6.9,64,57,TRUE,FALSE,81.48,82.9,74.3466666666667,75.2911111111111,75,FALSE,74.8188888888889,85.3333333333333,76,FALSE,9.33333333333333,0.442307692307692,0.222222222222222,0.16,0.346153846153846,0.472727272727273,0.222222222222222,0.28,0.0909090909090909,0.6188831318365,0.129533678756477,0.251583189407024,0.465116279069767,0.222222222222222,0.473684210526316
"38",38,557277,8594,1771,8594,15,5,36,17,6,19,8,35,21,200,"GasTerra Flames","GasTerra",557277,1771,1771,8594,38,18,43,20,2,9,10,28,12,200,"Landstede Basketbal","Landsted",6.9,17.48,57,64,FALSE,TRUE,82.9,81.48,75.2911111111111,74.3466666666667,75,FALSE,74.8188888888889,76,85.3333333333333,TRUE,-9.33333333333333,0.472727272727273,0.222222222222222,0.28,0.0909090909090909,0.442307692307692,0.222222222222222,0.16,0.346153846153846,0.581583198707593,0.306946688206785,0.111470113085622,0.472222222222222,0.315789473684211,0.333333333333333
"39",39,557278,3107,3107,3138,32,21,50,27,2,10,11,18,14,200,"BS Leiden","BS Leide",557278,3138,3107,3138,27,23,38,20,8,18,9,23,17,200,"BV Aris","BV Aris",14.72,12.42,81,87,FALSE,TRUE,88.72,85.42,77.9885294117647,75.4333333333333,77,FALSE,76.710931372549,105.194805194805,112.987012987013,FALSE,-7.79220779220779,0.5,0.323529411764706,0.181818181818182,0.35,0.571428571428571,0.333333333333333,0.220779220779221,0.410714285714286,0.669164882226981,0.133832976445396,0.197002141327623,0.54,0.2,0.65625
"40",40,557278,3138,3107,3138,27,23,38,20,8,18,9,23,17,200,"BV Aris","BV Aris",557278,3107,3107,3138,32,21,50,27,2,10,11,18,14,200,"BS Leiden","BS Leide",12.42,14.72,87,81,TRUE,FALSE,85.42,88.72,75.4333333333333,77.9885294117647,77,FALSE,76.710931372549,112.987012987013,105.194805194805,TRUE,7.79220779220779,0.571428571428571,0.333333333333333,0.220779220779221,0.410714285714286,0.5,0.323529411764706,0.181818181818182,0.35,0.555393159894768,0.263080970476469,0.181525869628764,0.526315789473684,0.444444444444444,0.851851851851852
"41",41,557279,2393,2823,2393,24,17,36,20,9,27,13,21,11,200,"Matrixx Magixx","Matrixx ",557279,2823,2823,2393,28,20,45,27,4,13,11,25,10,200,"EBBC","EBBC",11.04,12.88,84,86,FALSE,TRUE,85.04,80.88,72.5942105263158,70.9490625,72,FALSE,71.7716365131579,116.666666666667,119.444444444444,TRUE,-2.77777777777777,0.531746031746032,0.342105263157895,0.152777777777778,0.26984126984127,0.568965517241379,0.34375,0.138888888888889,0.344827586206897,0.486223662884927,0.364667747163695,0.149108589951378,0.555555555555556,0.333333333333333,0.708333333333333
"42",42,557279,2823,2823,2393,28,20,45,27,4,13,11,25,10,200,"EBBC","EBBC",557279,2393,2823,2393,24,17,36,20,9,27,13,21,11,200,"Matrixx Magixx","Matrixx ",12.88,11.04,86,84,TRUE,FALSE,80.88,85.04,70.9490625,72.5942105263158,72,FALSE,71.7716365131579,119.444444444444,116.666666666667,FALSE,2.77777777777777,0.568965517241379,0.34375,0.138888888888889,0.344827586206897,0.531746031746032,0.342105263157895,0.152777777777778,0.26984126984127,0.634875846501129,0.183408577878104,0.181715575620768,0.6,0.307692307692308,0.714285714285714
"43",43,557280,2571,3103,2571,22,16,43,22,7,18,12,24,11,197,"Basketball Stars Weert","Basketba",557280,3103,3103,2571,20,13,38,20,5,15,7,20,16,200,"Rotterdam Basketbal","Rotterda",10.12,9.2,81,68,TRUE,FALSE,82.12,78.2,69.28,71.4348387096774,70,FALSE,70.8890875111725,115.714285714286,97.1428571428571,TRUE,18.5714285714286,0.532786885245902,0.375,0.157142857142857,0.262295081967213,0.518867924528302,0.225806451612903,0.228571428571429,0.245283018867925,0.604611923509561,0.253093363329584,0.142294713160855,0.511627906976744,0.388888888888889,0.727272727272727
"44",44,557280,3103,3103,2571,20,13,38,20,5,15,7,20,16,200,"Rotterdam Basketbal","Rotterda",557280,2571,3103,2571,22,16,43,22,7,18,12,24,11,197,"Basketball Stars Weert","Basketba",9.2,10.12,68,81,FALSE,TRUE,78.2,82.12,71.4348387096774,69.28,70,FALSE,70.8890875111725,97.1428571428571,115.714285714286,FALSE,-18.5714285714286,0.518867924528302,0.225806451612903,0.228571428571429,0.245283018867925,0.532786885245902,0.375,0.157142857142857,0.262295081967213,0.610932475884244,0.241157556270096,0.147909967845659,0.526315789473684,0.333333333333333,0.65
"45",45,557281,3107,8594,3107,27,16,50,21,4,10,10,25,12,200,"BS Leiden","BS Leide",557281,8594,8594,3107,18,14,40,16,4,18,13,29,21,200,"GasTerra Flames","GasTerra",12.42,8.28,70,58,TRUE,FALSE,84.42,87.28,74.8174358974359,73.37,74,FALSE,74.093717948718,94.5945945945946,78.3783783783784,TRUE,16.2162162162162,0.45,0.256410256410256,0.162162162162162,0.266666666666667,0.379310344827586,0.342105263157895,0.283783783783784,0.241379310344828,0.690417011875173,0.138083402375035,0.171499585749793,0.42,0.4,0.592592592592593
