"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct","wed_ID.1","plg_ID.1","spl_Minuten","spl_FTA","spl_FTM","spl_FG2A","spl_FG2M","spl_FG3M","spl_FG3A","spl_OR","spl_DR","spl_TO","spl_ID","spl_PF","spl_Ast","spl_Stl","spl_Blk","spl_MinutesRatio","spl_Plays","spl_USGpct","spl_PTS","spl_PPP","spl_FTperFG","spl_FG3AperFG","spl_EFGpct","spl_TSpct","spl_Finishes","spl_Astpct","spl_TRpct","spl_DRpct","spl_ORpct","spl_Stlpct","spl_Blkpct"
"11",11,476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",13.8,12.88,68,113,FALSE,TRUE,88.8,101.88,81.0722222222222,89.7209090909091,85,TRUE,85.3965656565657,80,132.941176470588,FALSE,-52.9411764705882,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.573248407643312,0.207006369426752,0.219745222929936,0.555555555555556,0.230769230769231,0.633333333333333,476805,1771,38,8,4,7,5,0,0,3,3,6,"1771 Mike  Williams",3,2,2,1,0.95,16.68,0.197724039829303,14,0.839328537170264,1.14285714285714,0,0.714285714285714,0.655430711610487,18.68,0.118694362017804,0.091533180778032,0.0956937799043062,0.087719298245614,0.0234645767550304,0.0178412132024978
"12",12,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,2,0,0,0,0,0,0,0,0,0,"8594 Darian  Townes",0,0,1,0,0.05,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0.246693620228877,0
"13",13,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,3,0,0,0,0,1,1,0,0,1,"8594 Mark Peter  Hof",1,0,0,0,0.075,2,0.261745844784714,3,1.5,0,1,1.5,1.5,2,0,0,0,0,0,0
"14",14,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,15,2,0,3,0,0,0,0,3,0,"8594 Matthew  Otten",1,0,1,0,0.375,3.92,0.102604371155608,0,0,0.666666666666667,0,0,0,3.92,0,0.115942028985507,0.222222222222222,0,0.0328924826971836,0
"15",15,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,15,2,1,4,3,0,0,0,7,1,"8594 Bas  Rozendaal",1,0,0,0,0.375,5.92,0.154953540112551,7,1.18243243243243,0.5,0,0.75,0.711382113821138,5.92,0,0.270531400966184,0.518518518518518,0,0,0
"16",16,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,22,2,1,2,2,0,2,1,1,4,"8594 Aron  Roye",1,5,4,0,0.55,8.92,0.159189063782703,5,0.560538116591928,0.5,0.5,0.5,0.508130081300813,13.92,0.21978021978022,0.0527009222661397,0.0505050505050505,0.0550964187327824,0.0897067709923188,0
"17",17,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,26,0,0,10,6,0,0,5,6,4,"8594 Jason  Ellis",5,4,4,0,0.65,14,0.211410105403038,12,0.857142857142857,0,0,0.6,0.6,18,0.172043010752688,0.245261984392419,0.256410256410256,0.233100233100233,0.0759057293011929,0
"18",18,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,27,1,1,11,7,0,0,2,0,1,"8594 Jason  Dourisseau",3,3,3,0,0.675,12.46,0.181186290334308,15,1.20385232744783,0.0909090909090909,0,0.636363636363636,0.654450261780105,15.46,0.128342245989305,0.0429414922168545,0,0.0897867564534231,0.054820804495306,0
"19",19,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,29,4,3,6,4,2,5,1,2,3,"8594 Matt  Bauscher",5,9,6,0,0.725,15.84,0.214451078347752,17,1.07323232323232,0.363636363636364,0.454545454545455,0.636363636363636,0.661993769470405,24.84,0.338028169014085,0.0599700149925037,0.0766283524904215,0.0417972831765935,0.102080118715397,0
"20",20,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,30,9,8,8,7,0,0,1,3,2,"8594 Robby  Bostain",4,6,7,0,0.75,14.14,0.185054312262793,22,1.55586987270156,1.125,0,0.875,0.906095551894563,20.14,0.224299065420561,0.0772946859903382,0.111111111111111,0.0404040404040404,0.115123689440143,0
"21",21,476805,8594,1771,8594,28,19,59,41,4,11,15,26,19,200,"GasTerra Flames","GasTerra",476805,1771,1771,8594,30,19,36,20,3,13,10,18,26,200,"Landstede Basketbal","Landsted",12.88,13.8,113,68,TRUE,FALSE,101.88,88.8,89.7209090909091,81.0722222222222,85,TRUE,85.3965656565657,132.941176470588,80,TRUE,52.9411764705882,0.671428571428571,0.454545454545455,0.223529411764706,0.271428571428571,0.5,0.277777777777778,0.305882352941176,0.387755102040816,0.711872586872587,0.132722007722008,0.155405405405405,0.694915254237288,0.363636363636364,0.678571428571429,476805,8594,31,8,5,15,12,1,3,5,4,1,"8594 Tim  Blue",3,1,0,1,0.775,22.68,0.287244956115354,32,1.41093474426808,0.444444444444444,0.166666666666667,0.75,0.738007380073801,23.68,0.0457142857142857,0.168302945301543,0.14336917562724,0.195503421309873,0,0.03584229390681
"22",22,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,4,0,0,1,0,0,0,0,0,1,"2571 Bart  Tooms",0,0,0,1,0.1,2,0.24770869457518,0,0,0,0,0,0,2,0,0,0,0,0,0.285714285714286
"23",23,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,19,0,0,0,0,0,1,1,1,1,"2571 Mitchel  Kouwijzer",1,0,0,0,0.475,2,0.0521491988579325,0,0,0,1,0,0,2,0,0.0647773279352227,0.087719298245614,0.0513478818998716,0,0
"24",24,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,20,0,0,2,1,1,5,0,2,1,"2571 Hugo  Sterk",2,1,2,0,0.5,8,0.198166955660144,5,0.625,0,0.714285714285714,0.357142857142857,0.357142857142857,9,0.153846153846154,0.0615384615384615,0.166666666666667,0,0.0549309072182645,0
"25",25,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,24,2,2,6,0,0,1,1,3,3,"2571 Kurtis  Rice",5,1,1,0,0.6,10.92,0.225414912063413,2,0.183150183150183,0.285714285714286,0.142857142857143,0,0.126262626262626,11.92,0.0980392156862745,0.102564102564103,0.208333333333333,0.040650406504065,0.0228878780076102,0
"26",26,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,29,0,0,5,1,0,3,0,1,8,"2571 Mark  Porter",1,2,1,1,0.725,16,0.273333731945026,2,0.125,0,0.375,0.125,0.125,18,0.176600441501104,0.0212201591511936,0.0574712643678161,0,0.0189416921442291,0.0394088669950739
"27",27,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,32,7,5,7,3,4,8,1,2,1,"2571 Rod  Earls",4,2,2,0,0.8,19.22,0.297560069358434,23,1.19667013527575,0.466666666666667,0.533333333333333,0.6,0.631174533479693,21.22,0.303030303030303,0.0576923076923077,0.104166666666667,0.0304878048780488,0.0343318170114153,0
"28",28,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,34,4,2,0,0,1,4,1,9,0,"2571 Niels  Vorenhout",5,2,2,1,0.85,5.84,0.0850952221364146,5,0.856164383561644,1,1,0.375,0.428082191780822,7.84,0.148698884758364,0.180995475113122,0.441176470588235,0.0286944045911047,0.032312298363685,0.0336134453781513
"29",29,476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",8.74,11.5,54,76,FALSE,TRUE,80.74,77.5,70.5619512195122,72.81875,72,FALSE,71.6903506097561,75,105.555555555556,FALSE,-30.5555555555556,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.494284831634229,0.370713623725672,0.135001544640099,0.3125,0.291666666666667,0.684210526315789,476806,2571,38,6,4,11,5,1,2,6,1,1,"2571 Elijah  Palmer",4,4,1,0,0.95,16.76,0.218505143214737,17,1.01431980906921,0.461538461538462,0.153846153846154,0.5,0.539340101522843,20.76,0.394088669950739,0.11336032388664,0.043859649122807,0.154043645699615,0.0144555018995433,0
"30",30,476806,3120,2571,3120,25,17,35,22,5,13,5,31,18,200,"ABC Amsterdam","ABC Amst",476806,2571,2571,3120,19,13,32,10,7,24,10,19,16,200,"Basketball Stars Weert","Basketba",11.5,8.74,76,54,TRUE,FALSE,77.5,80.74,72.81875,70.5619512195122,72,FALSE,71.6903506097561,105.555555555556,75,TRUE,30.5555555555556,0.614583333333333,0.208333333333333,0.25,0.354166666666667,0.366071428571429,0.24390243902439,0.222222222222222,0.232142857142857,0.588235294117647,0.218487394957983,0.19327731092437,0.628571428571429,0.384615384615385,0.68,476806,3120,1,0,0,0,0,0,0,0,0,0,"3120 Ralf de Pagter",0,0,0,0,0.025,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
