"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct","wed_ID.1","plg_ID.1","spl_Minuten","spl_FTA","spl_FTM","spl_FG2A","spl_FG2M","spl_FG3M","spl_FG3A","spl_OR","spl_DR","spl_TO","spl_ID","spl_PF","spl_Ast","spl_Stl","spl_Blk","spl_MinutesRatio","spl_Plays","spl_USGpct","spl_PTS","spl_PPP","spl_FTperFG","spl_FG3AperFG","spl_EFGpct","spl_TSpct","spl_Finishes","spl_Astpct","spl_TRpct","spl_DRpct","spl_ORpct","spl_Stlpct","spl_Blkpct"
"968",968,476854,6115,6115,2823,13,9,40,21,9,23,11,21,18,200,"Giants Academy","Giants A",476854,2823,6115,2823,29,27,42,26,5,19,8,27,13,200,"EBBC","EBBC",5.98,13.34,78,94,FALSE,TRUE,86.98,87.34,76.7586842105263,78.4848275862069,78,FALSE,77.6217558983666,100,120.512820512821,FALSE,-20.5128205128205,0.547619047619048,0.289473684210526,0.230769230769231,0.142857142857143,0.549180327868853,0.275862068965517,0.166666666666667,0.442622950819672,0.57987822557263,0.333429979704262,0.0866917947231081,0.525,0.391304347826087,0.692307692307692,476854,6115,34,3,2,9,5,2,5,0,3,2,"6115 Bryan  Defares",0,6,0,0,0.85,17.38,0.235077705490106,18,1.03567318757192,0.214285714285714,0.357142857142857,0.571428571428571,0.5851755526658,23.38,0.324324324324324,0.0526777875329236,0.121703853955375,0,0,0
"969",969,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,2,0,0,0,0,0,0,0,0,0,"3138 Joost  Padberg",0,1,0,0,0.05,0,0,0,NA,NA,NA,NA,NA,1,0.740740740740741,0,0,0,0,0
"970",970,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,3,0,0,0,0,0,0,0,0,4,"3138 Camilo  Behage",1,0,0,0,0.075,4,0.650565178498821,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0
"971",971,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,13,0,0,3,0,0,2,1,0,0,"3138 Bob van den Enden",3,0,0,0,0.325,5,0.187663032259275,0,0,0,0.4,0,0,5,0,0.043956043956044,0,0.0992555831265509,0,0
"972",972,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,22,1,1,2,1,0,0,0,1,2,"3138 Keith  Spencer",2,1,1,0,0.55,4.46,0.098915478276298,3,0.672645739910314,0.5,0,0.5,0.609756097560976,5.46,0.0722021660649819,0.025974025974026,0.0466200466200466,0,0.0258501724007652,0
"973",973,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,28,4,3,11,10,0,0,2,4,4,"3138 Darryl  Monroe",3,2,3,0,0.7,16.84,0.29345136444429,23,1.36579572446556,0.363636363636364,0,0.909090909090909,0.895638629283489,18.84,0.224719101123596,0.122448979591837,0.146520146520147,0.0921658986175115,0.060932549230375,0
"974",974,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,30,1,0,1,1,0,2,1,3,2,"3138 Rein van der Kamp",4,5,2,0,0.75,5.46,0.088802146865089,2,0.366300366300366,0.333333333333333,0.666666666666667,0.333333333333333,0.289017341040462,10.46,0.25974025974026,0.0761904761904762,0.102564102564103,0.043010752688172,0.0379135861877889,0
"975",975,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,31,2,2,8,4,2,3,3,4,4,"3138 Jayme  Miller",3,0,1,2,0.775,15.92,0.250572523589546,16,1.00502512562814,0.181818181818182,0.272727272727273,0.636363636363636,0.671140939597315,15.92,0,0.129032258064516,0.132340777502068,0.124869927159209,0.0183452836392527,0.0600150037509377
"976",976,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,34,0,0,2,1,2,7,0,0,3,"3138 Craig  Moore",0,2,5,0,0.85,12,0.172208429602629,8,0.666666666666667,0,0.777777777777778,0.444444444444444,0.444444444444444,14,0.100250626566416,0,0,0,0.0836329107083579,0
"977",977,476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",5.98,11.04,70,95,FALSE,TRUE,81.98,94.04,74.2483870967742,70.3353846153846,72,FALSE,72.2918858560794,97.2222222222222,131.944444444444,FALSE,-34.7222222222222,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.55755985569039,0.344375204985241,0.0980649393243686,0.617647058823529,0.285714285714286,0.769230769230769,476855,3138,37,5,4,7,4,2,7,1,0,2,"3138 Tristan  Blackwood",0,6,2,0,0.925,18.3,0.241324515537738,18,0.983606557377049,0.357142857142857,0.5,0.5,0.552147239263804,24.3,0.316205533596838,0.0154440154440154,0,0.03487358326068,0.0307407455576667,0
"978",978,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,1,0,0,0,0,0,0,0,0,0,"8594 Mark Peter  Hof",0,0,0,0,0.025,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"979",979,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,13,4,3,1,1,2,4,3,0,1,"8594 Aron  Roye",0,2,1,0,0.325,7.84,0.256519320747309,11,1.4030612244898,0.8,0.8,0.8,0.804093567251462,9.84,0.258899676375405,0.131868131868132,0,0.236686390532544,0.0414409416451385,0
"980",980,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,15,2,2,3,2,0,0,2,3,2,"8594 Matt  Hayrasz",5,0,3,0,0.375,5.92,0.167871827591096,6,1.01351351351351,0.666666666666667,0,0.666666666666667,0.76530612244898,5.92,0,0.19047619047619,0.258064516129032,0.136752136752137,0.10774644827736,0
"981",981,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,16,1,1,3,2,0,2,2,2,4,"8594 Matthew  Otten",1,1,1,1,0.4,9.46,0.251488728200766,5,0.528541226215645,0.2,0.4,0.4,0.457875457875458,10.46,0.0892857142857143,0.142857142857143,0.161290322580645,0.128205128205128,0.0336707650866751,0.0735294117647059
"982",982,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,22,2,2,7,4,1,4,2,6,0,"8594 Steve  Ross",1,1,3,0,0.55,11.92,0.230462859131511,13,1.09060402684564,0.181818181818182,0.363636363636364,0.5,0.545302013422819,12.92,0.0760456273764258,0.207792207792208,0.351906158357771,0.0932400932400932,0.0734634874618365,0
"983",983,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,31,1,1,6,4,1,3,1,0,1,"8594 Matt  Bauscher",1,7,3,1,0.775,10.46,0.143521631152152,12,1.1472275334608,0.111111111111111,0.333333333333333,0.611111111111111,0.634249471458774,17.46,0.340218712029162,0.0184331797235023,0,0.033085194375517,0.0521353781987227,0.0379506641366224
"984",984,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,32,8,6,7,3,0,0,6,7,4,"8594 Jason  Ellis",3,2,3,0,0.8,14.68,0.195129732028924,12,0.817438692098093,1.14285714285714,0,0.428571428571429,0.561797752808989,16.68,0.0854700854700855,0.232142857142857,0.282258064516129,0.192307692307692,0.0505061476300126,0
"985",985,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,33,6,5,10,6,1,3,5,1,2,"8594 Jason  Dourisseau",3,2,4,0,0.825,17.76,0.228916128533313,20,1.12612612612613,0.461538461538462,0.230769230769231,0.576923076923077,0.634517766497462,19.76,0.0988875154511743,0.103896103896104,0.0391006842619746,0.155400155400155,0.0653008777438547,0
"986",986,476855,8594,3138,8594,24,20,43,24,9,22,27,23,18,200,"GasTerra Flames","GasTerra",476855,3138,3138,8594,13,10,34,21,6,21,8,12,21,200,"BV Aris","BV Aris",11.04,5.98,95,70,TRUE,FALSE,94.04,81.98,70.3353846153846,74.2483870967742,72,FALSE,72.2918858560794,131.944444444444,97.2222222222222,TRUE,34.7222222222222,0.576923076923077,0.692307692307692,0.25,0.307692307692308,0.545454545454545,0.258064516129032,0.291666666666667,0.181818181818182,0.565491846396633,0.289321409784324,0.145186743819043,0.558139534883721,0.409090909090909,0.833333333333333,476855,8594,37,0,0,6,2,4,6,0,2,2,"8594 Robby  Bostain",1,5,2,0,0.925,14,0.16094358927196,16,1.14285714285714,0,0.5,0.666666666666667,0.666666666666667,19,0.203873598369011,0.0308880308880309,0.0697471665213601,0,0.0291206616965838,0
"987",987,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,10,2,2,3,2,0,0,2,2,0,"2571 Bart  Tooms",1,0,0,1,0.222222222222222,3.92,0.193590869183494,6,1.53061224489796,0.666666666666667,0,0.666666666666667,0.76530612244898,3.92,0,0.206896551724138,0.1875,0.230769230769231,0,0.076271186440678
"988",988,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,21,0,0,2,0,0,3,0,3,2,"2571 Mitchel  Kouwijzer",3,3,1,0,0.466666666666667,7,0.164618086040386,0,0,0,0.6,0,0,10,0.247252747252747,0.0738916256157635,0.133928571428571,0,0.0249157363638251,0
"989",989,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,21,0,0,2,1,0,2,0,3,1,"2571 Hugo  Sterk",4,1,2,0,0.466666666666667,5,0.117584347171705,2,0.4,0,0.5,0.25,0.25,6,0.0898203592814371,0.0738916256157635,0.133928571428571,0,0.0498314727276502,0
"990",990,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,24,2,1,4,4,0,0,0,4,4,"2571 Calvin  Walls",5,0,3,0,0.533333333333333,8.92,0.183549165935031,9,1.00896860986547,0.5,0,1,0.914634146341463,8.92,0,0.0862068965517241,0.15625,0,0.0654038079550409,0
"991",991,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,28,0,0,3,1,1,2,2,2,1,"2571 Niels  Vorenhout",2,0,4,0,0.622222222222222,6,0.105825912454534,5,0.833333333333333,0,0.4,0.5,0.5,6,0,0.0738916256157636,0.0669642857142857,0.0824175824175824,0.0747472090914754,0
"992",992,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,39,4,3,12,5,0,1,1,4,5,"2571 Kurtis  Rice",3,1,2,0,0.866666666666667,19.84,0.25123252515702,13,0.655241935483871,0.307692307692308,0.0769230769230769,0.384615384615385,0.43800539083558,20.84,0.0570342205323194,0.0663129973474801,0.0961538461538461,0.029585798816568,0.0268323314687347,0
"993",993,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,39,8,8,14,7,1,2,3,3,4,"2571 Elijah  Palmer",3,1,2,1,0.866666666666667,23.68,0.299858175187411,25,1.05574324324324,0.5,0.125,0.53125,0.635162601626016,24.68,0.0688073394495413,0.0795755968169761,0.0721153846153846,0.0887573964497041,0.0268323314687347,0.0195567144719687
"994",994,476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",10.12,15.64,74,82,FALSE,TRUE,91.12,104.64,81.5174358974359,86.0041666666667,84,TRUE,74.4540455840456,88.0952380952381,97.6190476190476,FALSE,-9.52380952380952,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.674915635545557,0.182789651293588,0.142294713160855,0.479166666666667,0.230769230769231,0.863636363636364,476856,2571,43,6,5,8,3,1,3,2,5,3,"2571 Mark  Porter",2,6,4,1,0.955555555555556,16.76,0.192488310839782,14,0.835322195704057,0.545454545454545,0.272727272727273,0.409090909090909,0.508720930232558,22.76,0.287846481876333,0.0842020850040096,0.109011627906977,0.0536672629695886,0.0486726012688677,0.0177374852187623
"995",995,476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",15.64,10.12,82,74,TRUE,FALSE,104.64,91.12,86.0041666666667,81.5174358974359,84,TRUE,74.4540455840456,97.6190476190476,88.0952380952381,TRUE,9.52380952380952,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.713939980638916,0.0968054211035818,0.189254598257502,0.440677966101695,0.375,0.617647058823529,476856,3103,3,0,0,0,0,0,0,0,0,1,"3103 Kizmahr  Grell",1,0,0,0,0.0666666666666667,1,0.143348623853211,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0
"996",996,476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",15.64,10.12,82,74,TRUE,FALSE,104.64,91.12,86.0041666666667,81.5174358974359,84,TRUE,74.4540455840456,97.6190476190476,88.0952380952381,TRUE,9.52380952380952,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.713939980638916,0.0968054211035818,0.189254598257502,0.440677966101695,0.375,0.617647058823529,476856,3103,9,0,0,1,1,0,0,1,0,2,"3103 Yasalde  PazCosta",0,1,0,0,0.2,3,0.143348623853211,2,0.666666666666667,0,0,1,1,4,0.208333333333333,0.0574712643678161,0,0.104166666666667,0,0
"997",997,476856,3103,2571,3103,34,21,59,26,3,8,22,29,22,225,"Rotterdam Basketbal","Rotterda",476856,2571,2571,3103,22,19,48,23,3,13,10,26,20,225,"Basketball Stars Weert","Basketba",15.64,10.12,82,74,TRUE,FALSE,104.64,91.12,86.0041666666667,81.5174358974359,84,TRUE,74.4540455840456,97.6190476190476,88.0952380952381,TRUE,9.52380952380952,0.455223880597015,0.458333333333333,0.261904761904762,0.313432835820896,0.450819672131148,0.256410256410256,0.238095238095238,0.311475409836066,0.713939980638916,0.0968054211035818,0.189254598257502,0.440677966101695,0.375,0.617647058823529,476856,3103,23,4,2,8,2,2,2,0,0,0,"3103 Jeremy  Ormskerk",3,1,1,0,0.511111111111111,11.84,0.221380135620263,12,1.01351351351351,0.4,0.2,0.5,0.506756756756757,12.84,0.0924024640657084,0,0,0,0.0240012669386719,0
