"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Nrtg","Home","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct"
"15",15,768495,8594,11480,8594,24,22,33,18,9,32,17,39,14,200,"Donar Groningen","Donar Gr",768495,11480,11480,8594,14,11,47,21,4,19,5,23,12,200,"Dukes Unlimited","Dukes Un",11.04,6.44,85,65,TRUE,FALSE,90.04,84.44,72.7595,79.4547727272727,76,TRUE,76.1071363636364,111.842105263158,85.5263157894737,26.3157894736842,TRUE,0.484615384615385,0.425,0.184210526315789,0.338461538461538,0.409090909090909,0.113636363636364,0.157894736842105,0.166666666666667,0.433982114676486,0.420831141504471,0.145186743819043,0.545454545454545,0.28125,0.916666666666667
"16",16,768495,11480,11480,8594,14,11,47,21,4,19,5,23,12,200,"Dukes Unlimited","Dukes Un",768495,8594,11480,8594,24,22,33,18,9,32,17,39,14,200,"Donar Groningen","Donar Gr",6.44,11.04,65,85,FALSE,TRUE,84.44,90.04,79.4547727272727,72.7595,76,TRUE,76.1071363636364,85.5263157894737,111.842105263158,-26.3157894736842,FALSE,0.409090909090909,0.113636363636364,0.157894736842105,0.166666666666667,0.484615384615385,0.425,0.184210526315789,0.338461538461538,0.648812810601877,0.26228602981778,0.0889011595803424,0.446808510638298,0.210526315789474,0.785714285714286
"17",17,768501,11480,11993,11480,26,15,42,26,5,16,10,36,16,200,"Dukes Unlimited","Dukes Un",768501,11993,11993,11480,22,12,42,12,4,15,9,19,23,200,"Basketbal Academie Limburg","Basketba",11.96,10.12,82,48,TRUE,FALSE,85.96,90.12,75.9979310344828,81.346,79,TRUE,78.6719655172414,103.79746835443,60.7594936708861,43.0379746835443,TRUE,0.577586206896552,0.344827586206897,0.20253164556962,0.258620689655172,0.315789473684211,0.2,0.291139240506329,0.210526315789474,0.600343053173242,0.228702115494568,0.17095483133219,0.619047619047619,0.3125,0.576923076923077
"18",18,768501,11993,11993,11480,22,12,42,12,4,15,9,19,23,200,"Basketbal Academie Limburg","Basketba",768501,11480,11993,11480,26,15,42,26,5,16,10,36,16,200,"Dukes Unlimited","Dukes Un",10.12,11.96,48,82,FALSE,TRUE,90.12,85.96,81.346,75.9979310344828,79,TRUE,78.6719655172414,60.7594936708861,103.79746835443,-43.0379746835443,FALSE,0.315789473684211,0.2,0.291139240506329,0.210526315789474,0.577586206896552,0.344827586206897,0.20253164556962,0.258620689655172,0.625744934445769,0.223480333730632,0.1507747318236,0.285714285714286,0.266666666666667,0.545454545454545
"19",19,768505,3520,11480,3520,11,9,38,19,3,16,5,18,17,200,"BV Noordkop","BV Noord",768505,11480,11480,3520,21,20,41,22,6,19,13,26,14,200,"Dukes Unlimited","Dukes Un",5.06,9.66,56,82,FALSE,TRUE,76.06,83.66,70.5374193548387,69.3012903225806,70,FALSE,69.9193548387097,80,117.142857142857,-37.1428571428571,TRUE,0.435185185185185,0.161290322580645,0.242857142857143,0.166666666666667,0.516666666666667,0.419354838709677,0.2,0.333333333333333,0.643413477819167,0.270910938029123,0.0856755841517101,0.5,0.1875,0.818181818181818
"20",20,768505,11480,11480,3520,21,20,41,22,6,19,13,26,14,200,"Dukes Unlimited","Dukes Un",768505,3520,11480,3520,11,9,38,19,3,16,5,18,17,200,"BV Noordkop","BV Noord",9.66,5.06,82,56,TRUE,FALSE,83.66,76.06,69.3012903225806,70.5374193548387,70,FALSE,69.9193548387097,117.142857142857,80,37.1428571428571,FALSE,0.516666666666667,0.419354838709677,0.2,0.333333333333333,0.435185185185185,0.161290322580645,0.242857142857143,0.166666666666667,0.588573069193224,0.272753373528567,0.138673557278208,0.536585365853659,0.315789473684211,0.952380952380952
"21",21,768507,1771,1771,11480,14,8,36,18,7,27,6,19,7,200,"Landstede Basketbal","Landsted",768507,11480,1771,11480,26,18,39,21,9,19,11,33,16,200,"Dukes Unlimited","Dukes Un",6.44,11.96,65,87,FALSE,TRUE,76.44,85.96,70.1846153846154,74.9746666666667,73,TRUE,72.579641025641,89.041095890411,119.178082191781,-30.1369863013699,FALSE,0.452380952380952,0.153846153846154,0.0958904109589041,0.126984126984127,0.594827586206897,0.366666666666667,0.219178082191781,0.310344827586207,0.518433179723502,0.388824884792627,0.092741935483871,0.5,0.259259259259259,0.571428571428571
"22",22,768507,11480,1771,11480,26,18,39,21,9,19,11,33,16,200,"Dukes Unlimited","Dukes Un",768507,1771,1771,11480,14,8,36,18,7,27,6,19,7,200,"Landstede Basketbal","Landsted",11.96,6.44,87,65,TRUE,FALSE,85.96,76.44,74.9746666666667,70.1846153846154,73,TRUE,72.579641025641,119.178082191781,89.041095890411,30.1369863013699,TRUE,0.594827586206897,0.366666666666667,0.219178082191781,0.310344827586207,0.452380952380952,0.153846153846154,0.0958904109589041,0.126984126984127,0.55746140651801,0.2715837621498,0.17095483133219,0.538461538461538,0.473684210526316,0.692307692307692
"23",23,768510,3808,11480,3808,9,7,29,13,5,18,5,20,24,200,"BV Leeuwarden","BV Leeuw",768510,11480,11480,3808,33,24,49,27,7,22,15,28,7,200,"Dukes Unlimited","Dukes Un",4.14,15.18,48,99,FALSE,TRUE,75.14,93.18,70.4384848484848,76.2128571428571,73,TRUE,73.325670995671,65.7534246575343,135.616438356164,-69.8630136986301,TRUE,0.436170212765957,0.151515151515152,0.328767123287671,0.148936170212766,0.528169014084507,0.428571428571429,0.0958904109589041,0.338028169014085,0.567070786077434,0.351974970668752,0.0809542432538131,0.448275862068966,0.277777777777778,0.777777777777778
"24",24,768510,11480,11480,3808,33,24,49,27,7,22,15,28,7,200,"Dukes Unlimited","Dukes Un",768510,3808,11480,3808,9,7,29,13,5,18,5,20,24,200,"BV Leeuwarden","BV Leeuw",15.18,4.14,99,48,TRUE,FALSE,93.18,75.14,76.2128571428571,70.4384848484848,73,TRUE,73.325670995671,135.616438356164,65.7534246575343,69.8630136986301,FALSE,0.528169014084507,0.428571428571429,0.0958904109589041,0.338028169014085,0.436170212765957,0.151515151515152,0.328767123287671,0.148936170212766,0.568577396147598,0.255279647249942,0.17614295660246,0.551020408163265,0.318181818181818,0.727272727272727
"25",25,768514,3103,11480,3103,23,16,34,19,9,34,25,31,21,200,"Rotterdam Basketbal","Rotterda",768514,11480,11480,3103,32,21,51,23,8,18,14,27,12,200,"Dukes Unlimited","Dukes Un",10.58,14.72,81,91,FALSE,TRUE,99.58,95.72,79.0030769230769,83.0702222222222,81,TRUE,81.0366495726496,100,112.345679012346,-12.3456790123457,TRUE,0.477941176470588,0.480769230769231,0.259259259259259,0.235294117647059,0.507246376811594,0.311111111111111,0.148148148148148,0.304347826086957,0.432680071264953,0.432680071264953,0.134639857470094,0.558823529411765,0.264705882352941,0.695652173913043
"26",26,768514,11480,11480,3103,32,21,51,23,8,18,14,27,12,200,"Dukes Unlimited","Dukes Un",768514,3103,11480,3103,23,16,34,19,9,34,25,31,21,200,"Rotterdam Basketbal","Rotterda",14.72,10.58,91,81,TRUE,FALSE,95.72,99.58,83.0702222222222,79.0030769230769,81,TRUE,81.0366495726496,112.345679012346,100,12.3456790123457,FALSE,0.507246376811594,0.311111111111111,0.148148148148148,0.304347826086957,0.477941176470588,0.480769230769231,0.259259259259259,0.235294117647059,0.609173435260392,0.215002388915432,0.175824175824176,0.450980392156863,0.444444444444444,0.65625
"27",27,768521,3107,3107,11480,12,11,38,17,5,26,9,20,10,200,"BS Leiden","BS Leide",768521,11480,3107,11480,18,10,34,20,6,20,8,31,16,200,"Dukes Unlimited","Dukes Un",5.52,8.28,60,68,FALSE,TRUE,79.52,78.28,69.4085,69.72,70,FALSE,69.56425,85.7142857142857,97.1428571428571,-11.4285714285714,FALSE,0.3828125,0.225,0.142857142857143,0.171875,0.537037037037037,0.285714285714286,0.228571428571429,0.185185185185185,0.546605293440736,0.373993095512083,0.0794016110471807,0.447368421052632,0.192307692307692,0.916666666666667
"28",28,768521,11480,3107,11480,18,10,34,20,6,20,8,31,16,200,"Dukes Unlimited","Dukes Un",768521,3107,3107,11480,12,11,38,17,5,26,9,20,10,200,"BS Leiden","BS Leide",8.28,5.52,68,60,TRUE,FALSE,78.28,79.52,69.72,69.4085,70,FALSE,69.56425,97.1428571428571,85.7142857142857,11.4285714285714,TRUE,0.537037037037037,0.285714285714286,0.228571428571429,0.185185185185185,0.3828125,0.225,0.142857142857143,0.171875,0.54592164418754,0.321130378933847,0.132947976878613,0.588235294117647,0.3,0.555555555555556
"29",29,768523,10757,10757,11480,20,11,35,19,5,23,6,24,15,200,"BC APOLLO Amsterdam","BC APOLL",768523,11480,10757,11480,33,25,43,23,6,21,10,30,6,200,"Dukes Unlimited","Dukes Un",9.2,15.18,64,89,FALSE,TRUE,82.2,85.18,76.1366666666667,74.1652941176471,75,FALSE,75.1509803921569,85.3333333333333,118.666666666667,-33.3333333333333,FALSE,0.456896551724138,0.166666666666667,0.2,0.189655172413793,0.5,0.294117647058824,0.08,0.390625,0.520833333333333,0.342261904761905,0.136904761904762,0.542857142857143,0.217391304347826,0.55
"30",30,768523,11480,10757,11480,33,25,43,23,6,21,10,30,6,200,"Dukes Unlimited","Dukes Un",768523,10757,10757,11480,20,11,35,19,5,23,6,24,15,200,"BC APOLLO Amsterdam","BC APOLL",15.18,9.2,89,64,TRUE,FALSE,85.18,82.2,74.1652941176471,76.1366666666667,75,FALSE,75.1509803921569,118.666666666667,85.3333333333333,33.3333333333333,TRUE,0.5,0.294117647058824,0.08,0.390625,0.456896551724138,0.166666666666667,0.2,0.189655172413793,0.543066430916898,0.265218489517555,0.191715079565547,0.534883720930233,0.285714285714286,0.757575757575758
"31",31,768528,8594,8594,11480,18,15,37,21,12,26,6,39,13,200,"Donar Groningen","Donar Gr",768528,11480,8594,11480,8,6,47,15,4,23,11,25,16,200,"Dukes Unlimited","Dukes Un",8.28,3.68,93,48,TRUE,FALSE,84.28,89.68,78.0670967741935,77.6746,78,FALSE,77.8708483870968,119.230769230769,61.5384615384615,57.6923076923077,FALSE,0.619047619047619,0.193548387096774,0.166666666666667,0.238095238095238,0.3,0.22,0.205128205128205,0.0857142857142857,0.519079685746352,0.364758698092031,0.116161616161616,0.567567567567568,0.461538461538462,0.833333333333333
"32",32,768528,11480,8594,11480,8,6,47,15,4,23,11,25,16,200,"Dukes Unlimited","Dukes Un",768528,8594,8594,11480,18,15,37,21,12,26,6,39,13,200,"Donar Groningen","Donar Gr",3.68,8.28,48,93,FALSE,TRUE,89.68,84.28,77.6746,78.0670967741935,78,FALSE,77.8708483870968,61.5384615384615,119.230769230769,-57.6923076923077,TRUE,0.3,0.22,0.205128205128205,0.0857142857142857,0.619047619047619,0.193548387096774,0.166666666666667,0.238095238095238,0.637893593919653,0.312160694896851,0.0499457111834962,0.319148936170213,0.173913043478261,0.75
"33",33,768532,3808,3808,11480,18,9,42,14,4,20,8,25,14,200,"BV Leeuwarden","BV Leeuw",768532,11480,3808,11480,14,11,44,23,9,26,17,43,9,200,"Dukes Unlimited","Dukes Un",8.28,6.44,49,84,FALSE,TRUE,84.28,85.44,76.8949019607843,68.982380952381,73,TRUE,72.9386414565826,67.1232876712329,115.068493150685,-47.9452054794521,FALSE,0.32258064516129,0.156862745098039,0.191780821917808,0.145161290322581,0.521428571428571,0.404761904761905,0.123287671232877,0.157142857142857,0.597609561752988,0.284575981787137,0.117814456459875,0.333333333333333,0.2,0.5
"34",34,768532,11480,3808,11480,14,11,44,23,9,26,17,43,9,200,"Dukes Unlimited","Dukes Un",768532,3808,3808,11480,18,9,42,14,4,20,8,25,14,200,"BV Leeuwarden","BV Leeuw",6.44,8.28,84,49,TRUE,FALSE,85.44,84.28,68.982380952381,76.8949019607843,73,TRUE,72.9386414565826,115.068493150685,67.1232876712329,47.9452054794521,TRUE,0.521428571428571,0.404761904761905,0.123287671232877,0.157142857142857,0.32258064516129,0.156862745098039,0.191780821917808,0.145161290322581,0.575614861329147,0.340136054421769,0.0842490842490843,0.522727272727273,0.346153846153846,0.785714285714286
"35",35,768534,8594,8594,11480,35,26,45,27,5,22,14,25,12,200,"Donar Groningen","Donar Gr",768534,11480,8594,11480,21,14,41,19,7,17,6,25,15,200,"Dukes Unlimited","Dukes Un",16.1,9.66,95,73,TRUE,FALSE,95.1,82.66,81.6564102564103,76.0329032258065,79,TRUE,78.8446567411084,120.253164556962,92.4050632911392,27.8481012658228,FALSE,0.514925373134328,0.358974358974359,0.151898734177215,0.388059701492537,0.508620689655172,0.193548387096774,0.189873417721519,0.241379310344828,0.541516245487365,0.2647412755716,0.193742478941035,0.6,0.227272727272727,0.742857142857143
"36",36,768534,11480,8594,11480,21,14,41,19,7,17,6,25,15,200,"Dukes Unlimited","Dukes Un",768534,8594,8594,11480,35,26,45,27,5,22,14,25,12,200,"Donar Groningen","Donar Gr",9.66,16.1,73,95,FALSE,TRUE,82.66,95.1,76.0329032258065,81.6564102564103,79,TRUE,78.8446567411084,92.4050632911392,120.253164556962,-27.8481012658228,TRUE,0.508620689655172,0.193548387096774,0.189873417721519,0.241379310344828,0.514925373134328,0.358974358974359,0.151898734177215,0.388059701492537,0.605971031628732,0.251256281407035,0.142772686964233,0.463414634146341,0.411764705882353,0.666666666666667
"37",37,768537,3107,11480,3107,22,16,39,24,5,27,12,27,7,200,"BS Leiden","BS Leide",768537,11480,11480,3107,20,17,31,19,2,27,11,25,15,200,"Dukes Unlimited","Dukes Un",10.12,9.2,79,61,TRUE,FALSE,83.12,82.2,70.28,70.7397368421053,71,FALSE,70.5098684210526,111.267605633803,85.9154929577465,25.3521126760563,TRUE,0.477272727272727,0.324324324324324,0.0985915492957746,0.242424242424242,0.379310344827586,0.289473684210526,0.211267605633803,0.293103448275862,0.512348922753547,0.35470310036784,0.132947976878613,0.615384615384615,0.185185185185185,0.727272727272727
"38",38,768537,11480,11480,3107,20,17,31,19,2,27,11,25,15,200,"Dukes Unlimited","Dukes Un",768537,3107,11480,3107,22,16,39,24,5,27,12,27,7,200,"BS Leiden","BS Leide",9.2,10.12,61,79,FALSE,TRUE,82.2,83.12,70.7397368421053,70.28,71,FALSE,70.5098684210526,85.9154929577465,111.267605633803,-25.3521126760563,FALSE,0.379310344827586,0.289473684210526,0.211267605633803,0.293103448275862,0.477272727272727,0.324324324324324,0.0985915492957746,0.242424242424242,0.461309523809524,0.401785714285714,0.136904761904762,0.612903225806452,0.0740740740740741,0.85
"39",39,768539,10757,10757,11480,20,15,31,14,10,27,10,25,20,200,"BC APOLLO Amsterdam","BC APOLL",768539,11480,10757,11480,11,10,51,25,6,18,12,27,13,200,"Dukes Unlimited","Dukes Un",9.2,5.06,73,78,FALSE,TRUE,87.2,87.06,77.3675675675676,73.872972972973,76,FALSE,75.6202702702703,96.0526315789474,102.631578947368,-6.57894736842105,FALSE,0.5,0.27027027027027,0.263157894736842,0.258620689655172,0.492753623188406,0.324324324324324,0.171052631578947,0.144927536231884,0.461309523809524,0.401785714285714,0.136904761904762,0.451612903225806,0.37037037037037,0.75
"40",40,768539,11480,10757,11480,11,10,51,25,6,18,12,27,13,200,"Dukes Unlimited","Dukes Un",768539,10757,10757,11480,20,15,31,14,10,27,10,25,20,200,"BC APOLLO Amsterdam","BC APOLL",5.06,9.2,78,73,TRUE,FALSE,87.06,87.2,73.872972972973,77.3675675675676,76,FALSE,75.6202702702703,102.631578947368,96.0526315789474,6.57894736842105,TRUE,0.492753623188406,0.324324324324324,0.171052631578947,0.144927536231884,0.5,0.27027027027027,0.263157894736842,0.258620689655172,0.688630839859573,0.243046178773967,0.0683229813664596,0.490196078431373,0.333333333333333,0.909090909090909
"41",41,768545,11480,11480,11993,26,19,44,24,7,19,11,21,12,200,"Dukes Unlimited","Dukes Un",768545,11993,11480,11993,16,9,44,20,4,12,13,27,24,200,"Basketbal Academie Limburg","Basketba",11.96,7.36,88,61,TRUE,FALSE,86.96,87.36,77.0484210526316,74.2682352941176,76,FALSE,75.6583281733746,115.789473684211,80.2631578947368,35.5263157894737,FALSE,0.547619047619048,0.289473684210526,0.157894736842105,0.301587301587302,0.464285714285714,0.382352941176471,0.315789473684211,0.160714285714286,0.586979722518677,0.253468516542156,0.159551760939168,0.545454545454545,0.368421052631579,0.730769230769231
"42",42,768545,11993,11480,11993,16,9,44,20,4,12,13,27,24,200,"Basketbal Academie Limburg","Basketba",768545,11480,11480,11993,26,19,44,24,7,19,11,21,12,200,"Dukes Unlimited","Dukes Un",7.36,11.96,61,88,FALSE,TRUE,87.36,86.96,74.2682352941176,77.0484210526316,76,FALSE,75.6583281733746,80.2631578947368,115.789473684211,-35.5263157894737,TRUE,0.464285714285714,0.382352941176471,0.315789473684211,0.160714285714286,0.547619047619048,0.289473684210526,0.157894736842105,0.301587301587302,0.694444444444444,0.189393939393939,0.116161616161616,0.454545454545455,0.333333333333333,0.5625
"43",43,768546,3520,3520,11480,16,10,37,15,4,12,3,17,21,200,"BV Noordkop","BV Noord",768546,11480,3520,11480,14,11,39,22,12,29,13,30,13,200,"Dukes Unlimited","Dukes Un",7.36,6.44,52,91,FALSE,TRUE,77.36,87.44,74.4418181818182,71.6753333333333,73,FALSE,73.0585757575758,71.2328767123288,124.657534246575,-53.4246575342466,FALSE,0.428571428571429,0.0909090909090909,0.287671232876712,0.204081632653061,0.588235294117647,0.433333333333333,0.178082191780822,0.161764705882353,0.656493967352732,0.21291696238467,0.130589070262598,0.405405405405405,0.333333333333333,0.625
"44",44,768546,11480,3520,11480,14,11,39,22,12,29,13,30,13,200,"Dukes Unlimited","Dukes Un",768546,3520,3520,11480,16,10,37,15,4,12,3,17,21,200,"BV Noordkop","BV Noord",6.44,7.36,91,52,TRUE,FALSE,87.44,77.36,71.6753333333333,74.4418181818182,73,FALSE,73.0585757575758,124.657534246575,71.2328767123288,53.4246575342466,TRUE,0.588235294117647,0.433333333333333,0.178082191780822,0.161764705882353,0.428571428571429,0.0909090909090909,0.287671232876712,0.204081632653061,0.523911875335841,0.3895754970446,0.0865126276195594,0.564102564102564,0.413793103448276,0.785714285714286
