"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct","wed_ID.1","plg_ID.1","spl_Minuten","spl_FTA","spl_FTM","spl_FG2A","spl_FG2M","spl_FG3M","spl_FG3A","spl_OR","spl_DR","spl_TO","spl_ID","spl_PF","spl_Ast","spl_Stl","spl_Blk","spl_MinutesRatio","spl_Plays","spl_USGpct","spl_PTS","spl_PPP","spl_FTperFG","spl_FG3AperFG","spl_EFGpct","spl_TSpct","spl_Finishes","spl_Astpct","spl_TRpct","spl_DRpct","spl_ORpct","spl_Stlpct","spl_Blkpct"
"913",913,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,14,2,0,1,0,0,1,1,0,0,"8594 Mark Peter  Hof",2,4,2,0,0.35,2.92,0.0966055713624032,0,0,1,0.5,0,0,6.92,0.380952380952381,0.0371057513914657,0,0.0664451827242525,0.0709258324398069,0
"914",914,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,16,0,0,1,0,1,1,0,2,1,"8594 Arvin  Slagter",5,5,0,0,0.4,3,0.086845761926818,3,1,0,0.5,0.75,0.75,8,0.454545454545455,0.0649350649350649,0.147058823529412,0,0,0
"915",915,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,26,0,0,9,5,0,0,1,4,2,"8594 Dan  Coleman",5,0,1,0,0.65,11,0.195959667937435,10,0.909090909090909,0,0,0.555555555555556,0.555555555555556,11,0,0.0999000999000999,0.180995475113122,0.035778175313059,0.0190954164261019,0
"916",916,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,29,5,4,9,4,0,3,2,6,2,"8594 Jeff  Robinson",4,1,2,0,0.725,16.3,0.260337640350737,12,0.736196319018405,0.416666666666667,0.25,0.333333333333333,0.41958041958042,17.3,0.0563380281690141,0.143304970891178,0.243407707910751,0.0641539695268645,0.0342400570399068,0
"917",917,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,32,2,1,8,6,0,0,7,4,4,"8594 Ross  Bekkering",4,1,0,0,0.8,12.92,0.187007874015748,13,1.0061919504644,0.25,0,0.75,0.728699551569507,13.92,0.0555555555555556,0.178571428571429,0.147058823529412,0.203488372093023,0,0
"918",918,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,36,4,4,7,3,1,3,5,2,1,"8594 Jason  Dourisseau",1,4,2,1,0.9,12.84,0.165199938243014,13,1.01246105919003,0.4,0.3,0.45,0.548986486486487,16.84,0.173913043478261,0.101010101010101,0.065359477124183,0.129198966408269,0.027582268171036,0.0264550264550265
"919",919,626520,8594,8594,3138,16,10,51,25,5,16,16,23,12,200,"GasTerra Flames","GasTerra",626520,3138,8594,3138,31,15,42,25,4,15,11,27,19,200,"BV Aris","BV Aris",7.36,14.26,75,77,FALSE,TRUE,86.36,90.26,71.6288372093023,80.5670588235294,76,TRUE,76.0979480164159,98.6842105263158,101.315789473684,FALSE,-2.63157894736841,0.485074626865672,0.372093023255814,0.157894736842105,0.149253731343284,0.543859649122807,0.323529411764706,0.25,0.263157894736842,0.685852608929532,0.215169445938677,0.0989779451317913,0.490196078431373,0.3125,0.625,626520,8594,38,3,1,14,5,3,8,0,4,2,"8594 Cashmere  Wright",4,3,0,0,0.95,25.38,0.309353745642476,20,0.788022064617809,0.136363636363636,0.363636363636364,0.431818181818182,0.427715996578272,28.38,0.146341463414634,0.0546821599453178,0.123839009287926,0,0,0
"920",920,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,8,2,1,0,0,0,0,1,0,3,"2571 Yunis  Eillyas",1,0,0,0,0.2,3.92,0.253886010362694,1,0.255102040816327,Inf,NA,NA,0.543478260869565,3.92,0,0.0961538461538461,0,0.161290322580645,0,0
"921",921,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,13,0,0,0,0,1,1,0,0,2,"2571 Thomas de Jager",0,2,0,0,0.325,3,0.119569549621363,3,1,0,1,1.5,1.5,5,0.363636363636364,0,0,0,0,0
"922",922,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,16,2,0,3,3,0,1,0,4,1,"2571 Joost  Padberg",2,2,2,0,0.4,5.92,0.191709844559585,6,1.01351351351351,0.5,0.25,0.75,0.609756097560976,7.92,0.4,0.192307692307692,0.476190476190476,0,0.0703715618465498,0
"923",923,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,17,0,0,2,1,0,2,0,1,1,"2571 Roel  Aarts",2,1,1,0,0.425,5,0.152392563242914,2,0.4,0,0.5,0.25,0.25,6,0.133333333333333,0.0452488687782805,0.112044817927171,0,0.0331160291042587,0
"924",924,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,18,0,0,0,0,1,5,0,0,1,"2571 Akeel  Eduardo",2,0,0,0,0.45,6,0.172711571675302,3,0.5,0,1,0.3,0.3,6,0,0,0,0,0,0
"925",925,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,26,0,0,2,0,0,2,1,1,0,"2571 Stefan  Mulder",1,2,1,0,0.65,4,0.0797130330809087,0,0,0,0.5,0,0,6,0.153846153846154,0.0591715976331361,0.0732600732600733,0.0496277915632754,0.0216527882604769,0
"926",926,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,27,2,1,2,2,1,4,0,2,1,"2571 Roman  Grigorev",1,1,1,0,0.675,7.92,0.151986183074266,8,1.01010101010101,0.333333333333333,0.666666666666667,0.583333333333333,0.578034682080925,8.92,0.0952380952380952,0.056980056980057,0.141093474426808,0,0.0208508331397185,0
"927",927,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,36,5,3,16,9,0,1,3,3,0,"2571 Kenneth van Kempen",3,2,1,0,0.9,19.3,0.277777777777778,21,1.0880829015544,0.294117647058824,0.0588235294117647,0.529411764705882,0.544041450777202,21.3,0.222222222222222,0.128205128205128,0.158730158730159,0.10752688172043,0.0156381248547888,0
"928",928,626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",9.2,4.14,53,104,FALSE,TRUE,77.2,81.14,71.85,71.0514285714286,71,FALSE,71.4507142857143,74.6478873239437,146.478873239437,TRUE,-71.8309859154929,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.75,0.428571428571429,0.183098591549296,0.125,0.481727574750831,0.365448504983389,0.152823920265781,0.586206896551724,0.136363636363636,0.5,626521,2571,39,9,5,4,2,0,6,0,1,6,"2571 Jeremy  Ormskerk",1,4,3,0,0.975,20.14,0.267570081041584,9,0.446871896722939,0.9,0.6,0.2,0.318246110325318,24.14,0.228571428571429,0.019723865877712,0.0488400488400488,0,0.0433055765209537,0
"929",929,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,7,0,0,1,1,0,0,0,2,0,"3107 Bas  Nelemans",1,0,0,0,0.175,1,0.0704250149653157,2,2,0,0,1,1,1,0,0.21978021978022,0.368663594470046,0,0,0
"930",930,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,18,0,0,9,7,0,0,2,3,1,"3107 Jason  Conrad",4,1,0,0,0.45,10,0.27387505819845,14,1.4,0,0,0.777777777777778,0.777777777777778,11,0.0840336134453781,0.213675213675214,0.21505376344086,0.211640211640212,0,0
"931",931,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,19,0,0,5,4,0,0,0,2,1,"3107 Joshua  Duinker",2,1,1,0,0.475,6,0.155676348870698,8,1.33333333333333,0,0,0.8,0.8,7,0.0626959247648903,0.0809716599190283,0.135823429541596,0,0.0293008094348606,0
"932",932,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,20,0,0,1,1,1,1,0,5,3,"3107 Whit  Holcomb-Faye",1,3,1,0,0.5,5,0.123243776189302,5,1,0,0.5,1.25,1.25,8,0.157894736842105,0.192307692307692,0.32258064516129,0,0.0278357689631176,0
"933",933,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,23,1,1,2,1,1,3,1,2,1,"3107 Kasper  Averink",2,1,2,0,0.575,6.46,0.138461703336155,6,0.928792569659443,0.2,0.6,0.5,0.549450549450549,7.46,0.0451467268623025,0.100334448160535,0.112201963534362,0.082815734989648,0.048410032979335,0
"934",934,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,24,2,2,6,4,5,10,1,1,1,"3107 Mike  Schachtner",2,2,1,0,0.6,17.92,0.368088078218717,25,1.39508928571429,0.125,0.625,0.71875,0.738770685579196,19.92,0.123456790123457,0.0641025641025641,0.0537634408602151,0.0793650793650794,0.0231964741359313,0
"935",935,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,27,4,4,2,0,1,2,2,4,1,"3107 Mohamed  Kherrazi",2,1,2,0,0.675,6.84,0.124887026538493,7,1.0233918128655,1,0.5,0.375,0.599315068493151,7.84,0.036563071297989,0.170940170940171,0.19115890083632,0.141093474426808,0.0412381762416557,0
"936",936,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,30,2,1,10,9,0,3,3,5,4,"3107 Worthy de Jong",2,6,4,0,0.75,17.92,0.294470462574973,19,1.06026785714286,0.153846153846154,0.230769230769231,0.692307692307692,0.682471264367816,23.92,0.266666666666667,0.205128205128205,0.21505376344086,0.19047619047619,0.0742287172349803,0
"937",937,626521,3107,3107,2571,9,8,41,30,12,23,9,26,13,200,"BS Leiden","BS Leide",626521,2571,3107,2571,20,10,29,17,3,22,5,12,17,200,"Basketball Stars Weert","Basketba",4.14,9.2,104,53,TRUE,FALSE,81.14,77.2,71.0514285714286,71.85,71,FALSE,71.4507142857143,146.478873239437,74.6478873239437,FALSE,71.8309859154929,0.75,0.428571428571429,0.183098591549296,0.125,0.42156862745098,0.161290322580645,0.23943661971831,0.196078431372549,0.601702377458174,0.337540358086293,0.0607572644555327,0.731707317073171,0.521739130434783,0.888888888888889,626521,3107,32,0,0,5,3,4,4,0,2,1,"3107 Sean  Cunningham",2,2,0,0,0.8,10,0.154054720236628,18,1.8,0,0.444444444444444,1,1,12,0.075187969924812,0.0480769230769231,0.0806451612903226,0,0,0
"938",938,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,3,0,0,0,0,0,0,0,0,0,"3103 Rik  Pijp",1,0,0,0,0.075,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"939",939,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,3,0,0,1,0,0,0,0,1,1,"3103 Vaidas  Tamasauskas",0,0,0,0,0.075,2,0.386585483715086,0,0,0,0,0,0,2,0,0.177777777777778,0.404040404040404,0,0,0
"940",940,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,7,0,0,0,0,0,0,0,1,0,"3103 Hoessein  Adow",0,0,0,0,0.175,0,0,0,NA,NA,NA,NA,NA,0,0,0.0761904761904762,0.173160173160173,0,0,0
"941",941,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,10,4,0,1,0,0,0,1,0,0,"3103 Richard  Maxwell",0,0,0,0,0.25,2.84,0.164685416062627,0,0,4,0,0,0,2.84,0,0.0533333333333333,0,0.0952380952380952,0,0
"942",942,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,11,0,0,1,0,0,0,0,1,0,"3103 Michael  Kok",0,0,1,0,0.275,1,0.0527162023247845,0,0,0,0,0,0,1,0,0.0484848484848485,0.110192837465565,0,0.0578140507414652,0
"943",943,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,18,3,2,6,2,0,1,1,0,1,"3103 Don  Rigters",0,0,1,0,0.45,9.38,0.302180986437293,6,0.639658848614072,0.428571428571429,0.142857142857143,0.285714285714286,0.35799522673031,9.38,0,0.0296296296296296,0,0.0529100529100529,0.035330808786451,0
"944",944,626523,3103,3103,8594,13,5,39,15,2,12,8,17,12,200,"Rotterdam Basketbal","Rotterda",626523,8594,3103,8594,13,7,34,16,13,26,16,34,13,200,"GasTerra Flames","GasTerra",5.98,5.98,41,78,FALSE,TRUE,68.98,78.98,62.0504761904762,62.8975757575758,62,FALSE,62.474025974026,66.1290322580645,125.806451612903,FALSE,-59.6774193548387,0.352941176470588,0.19047619047619,0.193548387096774,0.0980392156862745,0.591666666666667,0.484848484848485,0.209677419354839,0.116666666666667,0.684450684450684,0.210600210600211,0.104949104949105,0.384615384615385,0.166666666666667,0.384615384615385,626523,3103,20,0,0,2,2,0,0,3,0,0,"3103 Seraino  Dalgliesh",2,0,0,0,0.5,2,0.057987822557263,4,2,0,0,1,1,2,0,0.08,0,0.142857142857143,0,0
