"";"wed_ID";"plg_ID";"wed_UitPloeg";"wed_ThuisPloeg";"FTA";"FTM";"FG2A";"FG2M";"FG3M";"FG3A";"OR";"DR";"TO";"Minuten";"plg_Name";"plg_ShortName";"opp_wed_ID";"opp_plg_ID";"opp_wed_UitPloeg";"opp_wed_ThuisPloeg";"opp_FTA";"opp_FTM";"opp_FG2A";"opp_FG2M";"opp_FG3M";"opp_FG3A";"opp_OR";"opp_DR";"opp_TO";"opp_Minuten";"opp_plg_Name";"opp_plg_ShortName";"FTtrips";"opp_FTtrips";"pts";"opp_pts";"Win";"Loss";"plays";"opp_plays";"ps";"opp_ps";"avgps";"WARNING";"pace";"Ortg";"Drtg";"Nrtg";"Home";"EFGpct";"ORpct";"TOpct";"FT4f";"opp_EFGpct";"opp_ORpct";"opp_TOpct";"opp_FT4f";"FG2Apct";"FG3Apct";"FTTpct";"FG2pct";"FG3pct";"FTpct";"wed_ID..64";"plg_ID..65";"spl_Minuten";"spl_FTA";"spl_FTM";"spl_FG2A";"spl_FG2M";"spl_FG3M";"spl_FG3A";"spl_OR";"spl_DR";"spl_TO";"spl_ID";"spl_PF";"spl_Ast";"spl_Stl";"spl_Blk";"spl_MinutesRatio";"spl_Plays";"spl_USGpct";"spl_PTS";"spl_PPP";"spl_FTperFG";"spl_FG3AperFG";"spl_EFGpct";"spl_TSpct";"spl_Finishes";"spl_Astpct";"spl_TRpct";"spl_DRpct";"spl_ORpct";"spl_Stlpct";"spl_Blkpct"
"11";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;10;0;0;0;0;0;3;1;2;0;"11480 Stan van den Elzen";0;2;1;0;0,25;3;0,132684652808492;0;0;0;1;0;0;5;0,25;0,136363636363636;0,166666666666667;0,1;0,0525011894800742;0
"12";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;19;2;2;4;1;0;0;3;9;2;"11480 Nick  Oudendag";1;0;0;0;0,475;6,92;0,161083824111362;4;0,578034682080925;0,5;0;0,25;0,40650406504065;6,92;0;0,287081339712919;0,394736842105263;0,157894736842105;0;0
"13";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;19;4;4;9;5;1;2;1;1;1;"11480 Jonathon  Williams";1;2;3;0;0,475;13,84;0,322167648222724;17;1,22832369942197;0,363636363636364;0,181818181818182;0,590909090909091;0,661993769470405;15,84;0,217391304347826;0,0478468899521531;0,043859649122807;0,0526315789473684;0,0828966149685381;0
"14";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;20;2;2;5;2;2;6;0;3;1;"11480 Keshun  Sherrill";1;2;0;0;0,5;12,92;0,285714285714286;12;0,928792569659443;0,181818181818182;0,545454545454545;0,454545454545455;0,503355704697987;14,92;0,166666666666667;0,0681818181818182;0,125;0;0;0
"15";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;21;0;0;6;6;0;0;5;3;1;"11480 Roel  Aarts";4;0;2;0;0,525;7;0,147427392009435;12;1,71428571428571;0;0;1;1;7;0;0,173160173160173;0,119047619047619;0,238095238095238;0,0500011328381659;0
"16";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;22;0;0;3;1;1;3;0;2;0;"11480 Maarten  Bouwknecht";0;5;1;0;0,55;6;0,120622411644083;5;0,833333333333333;0;0,5;0,416666666666667;0,416666666666667;11;0,32051282051282;0,0413223140495868;0,0757575757575757;0;0,0238641770363973;0
"17";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;25;2;2;3;3;3;7;0;6;1;"11480 Jessey  Voorn";0;2;3;0;0,625;11,92;0,210880141530296;17;1,4261744966443;0,2;0,7;0,75;0,778388278388278;13,92;0,142857142857143;0,109090909090909;0,2;0;0,063001427376089;0
"18";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;27;2;1;3;2;2;3;1;5;3;"11480 Steven  Cook";1;1;0;0;0,675;9,92;0,162497747637067;11;1,10887096774194;0,333333333333333;0,5;0,833333333333333;0,794797687861272;10,92;0,0568181818181818;0,101010101010101;0,154320987654321;0,037037037037037;0;0
"19";804643;11480;3103;11480;14;13;45;23;9;27;15;38;12;200;"Dukes Unlimited";"Dukes Un";804643;3103;3103;11480;7;5;40;17;6;28;10;25;15;200;"Rotterdam Basketbal";"Rotterda";6,44;3,22;86;57;TRUE;FALSE;90,44;86,22;74,39;76,18875;75;FALSE;75,289375;114,666666666667;76;38,6666666666667;TRUE;0,506944444444444;0,375;0,16;0,180555555555556;0,382352941176471;0,208333333333333;0,2;0,0735294117647059;0,573686894441611;0,344212136664967;0,0821009688934217;0,511111111111111;0,333333333333333;0,928571428571429;804643;11480;27;2;2;7;1;0;1;2;2;0;"11480 Payton  Henson";3;0;0;0;0,675;8,92;0,146116926302685;4;0,448430493273543;0,25;0,125;0,125;0,224215246636771;8,92;0;0,0673400673400673;0,0617283950617284;0,0740740740740741;0;0
"20";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;12;0;0;2;2;1;1;0;3;1;"8594 Drago  Pasalic";2;2;0;0;0,3;4;0,167672702883971;7;1,75;0;0,333333333333333;1,16666666666667;1,16666666666667;6;0,256410256410256;0,175438596491228;0,32258064516129;0;0;0
"21";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;16;3;3;2;2;1;3;0;2;1;"8594 Grant  Sitton";0;2;3;0;0,4;7,38;0,232017102615694;10;1,3550135501355;0,6;0,6;0,7;0,783699059561129;9,38;0,175438596491228;0,087719298245614;0,161290322580645;0;0,107730659450643;0
"22";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;17;0;0;3;1;0;2;3;3;0;"8594 Joseph  Wall";1;2;0;0;0,425;5;0,14794650254468;2;0,4;0;0,4;0,2;0,2;7;0,13986013986014;0,247678018575851;0,227703984819734;0,271493212669683;0;0
"23";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;17;1;1;6;5;1;2;4;1;0;"8594 Thomas  Koenis";2;0;3;0;0,425;8,46;0,250325482305598;14;1,6548463356974;0,125;0,25;0,8125;0,8274231678487;8,46;0;0,20639834881321;0,0759013282732448;0,361990950226244;0,101393561835899;0
"24";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;18;0;0;1;0;0;3;0;1;2;"8594 Arvin  Slagter";1;1;0;0;0,45;6;0,16767270288397;0;0;0;0,75;0;0;7;0,0617283950617284;0,0389863547758285;0,0716845878136201;0;0;0
"25";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;18;2;2;2;2;0;3;0;2;0;"8594 Tim  Hoeve";0;4;2;1;0,45;5,92;0,165437066845518;6;1,01351351351351;0,4;0,6;0,4;0,506756756756757;9,92;0,28169014084507;0,0779727095516569;0,14336917562724;0;0,0638403907855663;0,0823045267489712
"26";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;18;2;2;6;3;0;1;0;4;1;"8594 Rienk  Mast";0;0;1;0;0,45;8,92;0,249273418287503;8;0,896860986547085;0,285714285714286;0,142857142857143;0,428571428571429;0,505050505050505;8,92;0;0,155945419103314;0,28673835125448;0;0,0319201953927832;0
"27";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;19;0;0;1;1;2;2;0;1;2;"8594 Sean  Cunningham";1;2;1;0;0,475;5;0,132373186487345;8;1,6;0;0,666666666666667;1,33333333333333;1,33333333333333;7;0,141843971631206;0,0369344413665743;0,067911714770798;0;0,0302401851089525;0
"28";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;21;4;2;2;2;0;0;1;0;2;"8594 Shane  Hammink";0;3;0;0;0,525;5,84;0,13988694069177;6;1,02739726027397;2;0;1;0,78125;8,84;0,177514792899408;0,0334168755221387;0;0,0732600732600733;0;0
"29";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;22;0;0;5;3;2;5;0;3;1;"8594 Jordan  Callahan";0;2;3;0;0,55;11;0,251509054325956;12;1,09090909090909;0;0,5;0,6;0,6;13;0,135135135135135;0,0956937799043062;0,175953079178886;0;0,0783495705095586;0
"30";804644;8594;11993;8594;12;10;39;28;8;25;10;27;10;200;"Donar Groningen";"Donar Gr";804644;11993;11993;8594;6;3;27;13;8;24;4;16;20;200;"Basketbal Academie Limburg";"Basketba";5,52;2,76;90;53;TRUE;FALSE;79,52;73,76;67,9969230769231;69,618064516129;69;FALSE;68,807493796526;130,434782608696;76,8115942028985;53,6231884057971;TRUE;0,625;0,384615384615385;0,144927536231884;0,15625;0,490196078431373;0,129032258064516;0,289855072463768;0,0588235294117647;0,560989643268124;0,359608745684695;0,0794016110471807;0,717948717948718;0,32;0,833333333333333;804644;8594;22;0;0;9;7;1;3;2;3;0;"8594 Jason  Dourisseau";2;1;0;0;0,55;12;0,274373513810134;17;1,41666666666667;0;0,25;0,708333333333333;0,708333333333333;13;0,0847457627118644;0,159489633173844;0,175953079178886;0,13986013986014;0;0
