"";"wed_ID";"plg_ID";"wed_UitPloeg";"wed_ThuisPloeg";"FTA";"FTM";"FG2A";"FG2M";"FG3M";"FG3A";"OR";"DR";"TO";"Minuten";"plg_Name";"plg_ShortName";"opp_wed_ID";"opp_plg_ID";"opp_wed_UitPloeg";"opp_wed_ThuisPloeg";"opp_FTA";"opp_FTM";"opp_FG2A";"opp_FG2M";"opp_FG3M";"opp_FG3A";"opp_OR";"opp_DR";"opp_TO";"opp_Minuten";"opp_plg_Name";"opp_plg_ShortName";"FTtrips";"opp_FTtrips";"pts";"opp_pts";"Win";"Loss";"plays";"opp_plays";"ps";"opp_ps";"avgps";"WARNING";"pace";"Ortg";"Drtg";"Home";"Nrtg";"EFGpct";"ORpct";"TOpct";"FT4f";"opp_EFGpct";"opp_ORpct";"opp_TOpct";"opp_FT4f";"FG2Apct";"FG3Apct";"FTTpct";"FG2pct";"FG3pct";"FTpct"
"1";569449;2823;3138;2823;20;17;42;21;11;22;11;23;14;200;"EBBC";"EBBC";569449;3138;3138;2823;21;17;43;24;2;12;8;21;17;200;"BV Aris";"BV Aris";9,2;9,66;92;71;TRUE;FALSE;87,2;81,66;75,43;73,6522580645161;75;FALSE;74,5411290322581;122,666666666667;94,6666666666667;TRUE;28;0,5859375;0,34375;0,186666666666667;0,265625;0,490909090909091;0,258064516129032;0,226666666666667;0,309090909090909;0,573770491803279;0,300546448087432;0,12568306010929;0,5;0,5;0,85
"2";569449;3138;3138;2823;21;17;43;24;2;12;8;21;17;200;"BV Aris";"BV Aris";569449;2823;3138;2823;20;17;42;21;11;22;11;23;14;200;"EBBC";"EBBC";9,66;9,2;71;92;FALSE;TRUE;81,66;87,2;73,6522580645161;75,43;75;FALSE;74,5411290322581;94,6666666666667;122,666666666667;FALSE;-28;0,490909090909091;0,258064516129032;0,226666666666667;0,309090909090909;0,5859375;0,34375;0,186666666666667;0,265625;0,665017012063099;0,18558614290133;0,149396845035571;0,558139534883721;0,166666666666667;0,80952380952381
"3";569450;2823;2823;3107;22;16;38;20;7;16;5;20;7;200;"EBBC";"EBBC";569450;3107;2823;3107;22;17;46;20;7;17;16;24;10;200;"BS Leiden";"BS Leide";10,12;10,12;77;78;FALSE;TRUE;71,12;83,12;66,1389655172414;66;66;FALSE;66,0694827586207;116,666666666667;118,181818181818;FALSE;-1,51515151515152;0,564814814814815;0,172413793103448;0,106060606060606;0,296296296296296;0,484126984126984;0,444444444444444;0,151515151515152;0,26984126984127;0,592638802245789;0,249532127261385;0,157829070492826;0,526315789473684;0,4375;0,727272727272727
"4";569450;3107;2823;3107;22;17;46;20;7;17;16;24;10;200;"BS Leiden";"BS Leide";569450;2823;2823;3107;22;16;38;20;7;16;5;20;7;200;"EBBC";"EBBC";10,12;10,12;78;77;TRUE;FALSE;83,12;71,12;66;66,1389655172414;66;FALSE;66,0694827586207;118,181818181818;116,666666666667;TRUE;1,51515151515152;0,484126984126984;0,444444444444444;0,151515151515152;0,26984126984127;0,564814814814815;0,172413793103448;0,106060606060606;0,296296296296296;0,62910284463895;0,232494529540481;0,138402625820569;0,434782608695652;0,411764705882353;0,772727272727273
"5";569451;3107;3107;3138;10;7;47;34;4;15;9;36;18;200;"BS Leiden";"BS Leide";569451;3138;3107;3138;14;6;40;14;7;21;11;15;16;200;"BV Aris";"BV Aris";4,6;6,44;87;55;TRUE;FALSE;84,6;83,44;74,97;73,4229787234043;74;FALSE;74,1964893617021;117,567567567568;74,3243243243243;FALSE;43,2432432432432;0,645161290322581;0,375;0,243243243243243;0,112903225806452;0,401639344262295;0,234042553191489;0,216216216216216;0,0983606557377049;0,705705705705706;0,225225225225225;0,0690690690690691;0,723404255319149;0,266666666666667;0,7
"6";569451;3138;3107;3138;14;6;40;14;7;21;11;15;16;200;"BV Aris";"BV Aris";569451;3107;3107;3138;10;7;47;34;4;15;9;36;18;200;"BS Leiden";"BS Leide";6,44;4,6;55;87;FALSE;TRUE;83,44;84,6;73,4229787234043;74,97;74;FALSE;74,1964893617021;74,3243243243243;117,567567567568;TRUE;-43,2432432432432;0,401639344262295;0,234042553191489;0,216216216216216;0,0983606557377049;0,645161290322581;0,375;0,243243243243243;0,112903225806452;0,593119810201661;0,311387900355872;0,0954922894424674;0,35;0,333333333333333;0,428571428571429
"7";569452;2823;2823;3138;26;15;38;14;6;29;14;19;10;200;"EBBC";"EBBC";569452;3138;2823;3138;34;27;34;20;8;19;9;38;17;200;"BV Aris";"BV Aris";11,96;15,64;61;91;FALSE;TRUE;88,96;85,64;75,4203846153846;77,0417857142857;76;FALSE;76,2310851648352;80,2631578947368;119,736842105263;FALSE;-39,4736842105263;0,343283582089552;0,269230769230769;0,131578947368421;0,223880597014925;0,60377358490566;0,321428571428571;0,223684210526316;0,509433962264151;0,481256332320162;0,367274569402229;0,151469098277609;0,368421052631579;0,206896551724138;0,576923076923077
"8";569452;3138;2823;3138;34;27;34;20;8;19;9;38;17;200;"BV Aris";"BV Aris";569452;2823;2823;3138;26;15;38;14;6;29;14;19;10;200;"EBBC";"EBBC";15,64;11,96;91;61;TRUE;FALSE;85,64;88,96;77,0417857142857;75,4203846153846;76;FALSE;76,2310851648352;119,736842105263;80,2631578947368;TRUE;39,4736842105263;0,60377358490566;0,321428571428571;0,223684210526316;0,509433962264151;0,343283582089552;0,269230769230769;0,131578947368421;0,223880597014925;0,495337995337995;0,276806526806527;0,227855477855478;0,588235294117647;0,421052631578947;0,794117647058823
"9";569453;2823;3107;2823;29;24;30;16;11;24;12;24;16;200;"EBBC";"EBBC";569453;3107;3107;2823;23;19;40;20;2;12;7;14;15;200;"BS Leiden";"BS Leide";13,34;10,58;89;65;TRUE;FALSE;83,34;77,58;70,0061538461539;70,3316129032258;70;FALSE;70,1688833746898;127,142857142857;92,8571428571429;TRUE;34,2857142857143;0,601851851851852;0,461538461538462;0,228571428571429;0,444444444444444;0,442307692307692;0,225806451612903;0,214285714285714;0,365384615384615;0,445500445500445;0,356400356400356;0,198099198099198;0,533333333333333;0,458333333333333;0,827586206896552
"10";569453;3107;3107;2823;23;19;40;20;2;12;7;14;15;200;"BS Leiden";"BS Leide";569453;2823;3107;2823;29;24;30;16;11;24;12;24;16;200;"EBBC";"EBBC";10,58;13,34;65;89;FALSE;TRUE;77,58;83,34;70,3316129032258;70,0061538461539;70;FALSE;70,1688833746898;92,8571428571429;127,142857142857;FALSE;-34,2857142857143;0,442307692307692;0,225806451612903;0,214285714285714;0,365384615384615;0,601851851851852;0,461538461538462;0,228571428571429;0,444444444444444;0,639181847235539;0,191754554170662;0,1690635985938;0,5;0,166666666666667;0,826086956521739
