"";"plg_Name";"W";"L";"pts";"opp_pts";"avgps";"FG2M";"FG3M";"FG2A";"FG3A";"TO";"OR";"DR";"FTM";"FTA";"opp_FG2M";"opp_FG3M";"opp_FG2A";"opp_FG3A";"opp_TO";"opp_OR";"opp_DR";"opp_FTM";"opp_FTA";"Ortg";"Drtg";"Nrtg";"EFGpct";"ORpct";"TOpct";"FT4f";"opp_EFGpct";"opp_ORpct";"opp_TOpct";"opp_FT4f"
"1";"Basketball Stars Weert";3;25;1864;2394;2160;453;213;1051;686;440;230;740;319;489;676;227;1271;621;370;230;898;361;502;86,2962962962963;110,833333333333;-24,537037037037;0,444732297063903;0,203900709219858;0,203703703703704;0,183649971214738;0,537262156448203;0,237113402061856;0,171296296296296;0,190803382663848
"2";"BC APOLLO A'dam";10;18;1918;2090;2056;512;183;1122;638;390;281;718;345;509;547;226;1178;615;366;281;813;318;465;93,2879377431907;101,653696498054;-8,3657587548638;0,446875;0,256855575868373;0,189688715953307;0,196022727272727;0,494143892916899;0,281281281281281;0,178015564202335;0,177356385945343
"3";"BS Leiden";22;6;2150;1844;2055;590;227;1121;677;431;363;739;289;422;466;161;1021;565;463;363;679;429;619;104,622871046229;89,7323600973236;14,8905109489051;0,517519466073415;0,348368522072937;0,209732360097324;0,160734149054505;0,44609079445145;0,32940108892922;0,225304136253041;0,270491803278689
"4";"BV Leeuwarden";9;19;2023;2290;2141;585;157;1218;472;467;275;769;382;488;622;239;1176;707;395;275;756;329;488;94,4885567491826;106,959364782812;-12,4708080336292;0,485502958579882;0,266731328806984;0,218122372723027;0,22603550295858;0,520711630377058;0,263409961685824;0,184493227463802;0,174721189591078
"5";"Dukes Unlimited";16;12;2128;2003;2022;532;228;1102;635;338;293;765;380;534;460;236;975;667;398;293;752;375;532;105,242334322453;99,0603363006924;6,18199802176063;0,503166378814047;0,280382775119617;0,167161226508408;0,218767990788716;0,495736906211937;0,276937618147448;0,196834817012859;0,228380024360536
"6";"GasTerra Flames";21;7;2304;1897;2142;581;241;1065;647;441;300;856;419;597;504;188;1160;607;454;300;689;325;482;107,563025210084;88,562091503268;19,0009337068161;0,550525700934579;0,303336703741153;0,205882352941176;0,244742990654206;0,444821731748727;0,259515570934256;0,211951447245565;0,183927560837578
"7";"Landstede Basketbal";22;6;2202;1909;2116;587;226;1158;713;366;375;796;350;517;530;173;1122;575;485;375;776;330;468;104,06427221172;90,2173913043478;13,8468809073724;0,494922501336184;0,325803649000869;0,17296786389414;0,187065740245858;0,465232763700648;0,320239111870196;0,229206049149338;0,194460813199764
"8";"Rotterdam Basketbal";9;19;2039;2201;2142;536;194;1187;583;449;341;771;385;564;571;219;1121;694;391;341;791;402;564;95,1914098972922;102,754435107376;-7,56302521008404;0,467231638418079;0,301236749116608;0,209617180205416;0,217514124293785;0,495592286501377;0,306654676258993;0,182539682539683;0,221487603305785
