"";"wed_ID";"plg_ID";"wed_UitPloeg";"wed_ThuisPloeg";"FTA";"FTM";"FG2A";"FG2M";"FG3M";"FG3A";"OR";"DR";"TO";"Minuten";"plg_Name";"plg_ShortName";"opp_wed_ID";"opp_plg_ID";"opp_wed_UitPloeg";"opp_wed_ThuisPloeg";"opp_FTA";"opp_FTM";"opp_FG2A";"opp_FG2M";"opp_FG3M";"opp_FG3A";"opp_OR";"opp_DR";"opp_TO";"opp_Minuten";"opp_plg_Name";"opp_plg_ShortName";"FTtrips";"opp_FTtrips";"pts";"opp_pts";"Win";"Loss";"plays";"opp_plays";"ps";"opp_ps";"avgps";"WARNING";"pace";"Ortg";"Drtg";"Nrtg";"Home";"EFGpct";"ORpct";"TOpct";"FT4f";"opp_EFGpct";"opp_ORpct";"opp_TOpct";"opp_FT4f";"FG2Apct";"FG3Apct";"FTTpct";"FG2pct";"FG3pct";"FTpct"
"1";732320;10757;10757;11480;8;6;30;14;5;20;6;23;19;200;"BC APOLLO A'dam";"BC APOLL";732320;11480;10757;11480;21;14;37;18;9;22;12;25;11;200;"Dukes Unlimited";"Dukes Un";3,68;9,66;49;77;FALSE;TRUE;72,68;79,66;66,26;67,9205714285714;67;FALSE;67,0902857142857;73,134328358209;114,925373134328;-41,7910447761194;FALSE;0,43;0,193548387096774;0,283582089552239;0,12;0,533898305084746;0,342857142857143;0,164179104477612;0,23728813559322;0,558867362146051;0,3725782414307;0,0685543964232489;0,466666666666667;0,25;0,75
"2";732320;11480;10757;11480;21;14;37;18;9;22;12;25;11;200;"Dukes Unlimited";"Dukes Un";732320;10757;10757;11480;8;6;30;14;5;20;6;23;19;200;"BC APOLLO A'dam";"BC APOLL";9,66;3,68;77;49;TRUE;FALSE;79,66;72,68;67,9205714285714;66,26;67;FALSE;67,0902857142857;114,925373134328;73,134328358209;41,7910447761194;TRUE;0,533898305084746;0,342857142857143;0,164179104477612;0,23728813559322;0,43;0,193548387096774;0,283582089552239;0,12;0,538887270608797;0,320419458199825;0,140693271191378;0,486486486486487;0,409090909090909;0,666666666666667
"3";732321;10757;11480;10757;20;12;26;15;7;24;11;18;22;200;"BC APOLLO A'dam";"BC APOLL";732321;11480;11480;10757;15;12;42;26;9;21;12;22;12;200;"Dukes Unlimited";"Dukes Un";9,2;6,9;63;91;FALSE;TRUE;81,2;81,9;71,2133333333333;69,916;71;FALSE;70,5646666666667;88,7323943661972;128,169014084507;-39,4366197183099;TRUE;0,51;0,333333333333333;0,309859154929577;0,24;0,626984126984127;0,4;0,169014084507042;0,19047619047619;0,439189189189189;0,405405405405405;0,155405405405405;0,576923076923077;0,291666666666667;0,6
"4";732321;11480;11480;10757;15;12;42;26;9;21;12;22;12;200;"Dukes Unlimited";"Dukes Un";732321;10757;11480;10757;20;12;26;15;7;24;11;18;22;200;"BC APOLLO A'dam";"BC APOLL";6,9;9,2;91;63;TRUE;FALSE;81,9;81,2;69,916;71,2133333333333;71;FALSE;70,5646666666667;128,169014084507;88,7323943661972;39,4366197183099;FALSE;0,626984126984127;0,4;0,169014084507042;0,19047619047619;0,51;0,333333333333333;0,309859154929577;0,24;0,600858369098712;0,300429184549356;0,0987124463519313;0,619047619047619;0,428571428571429;0,8
"5";732351;3103;3103;8594;5;2;47;24;5;22;10;22;13;200;"Rotterdam Basketbal";"Rotterda";732351;8594;3103;8594;25;15;34;16;8;19;14;32;25;200;"GasTerra Flames";"GasTerra";2,3;11,5;65;71;FALSE;TRUE;84,3;89,5;74,1095238095238;77,4327777777778;76;FALSE;75,7711507936508;85,5263157894737;93,4210526315789;-7,89473684210526;FALSE;0,456521739130435;0,238095238095238;0,171052631578947;0,0289855072463768;0,528301886792453;0,388888888888889;0,328947368421053;0,283018867924528;0,659186535764376;0,308555399719495;0,032258064516129;0,51063829787234;0,227272727272727;0,4
"6";732351;8594;3103;8594;25;15;34;16;8;19;14;32;25;200;"GasTerra Flames";"GasTerra";732351;3103;3103;8594;5;2;47;24;5;22;10;22;13;200;"Rotterdam Basketbal";"Rotterda";11,5;2,3;71;65;TRUE;FALSE;89,5;84,3;77,4327777777778;74,1095238095238;76;FALSE;75,7711507936508;93,4210526315789;85,5263157894737;7,89473684210526;TRUE;0,528301886792453;0,388888888888889;0,328947368421053;0,283018867924528;0,456521739130435;0,238095238095238;0,171052631578947;0,0289855072463768;0,527131782945736;0,294573643410853;0,178294573643411;0,470588235294118;0,421052631578947;0,6
"7";732352;3103;8594;3103;23;13;34;15;4;22;12;28;19;200;"Rotterdam Basketbal";"Rotterda";732352;8594;8594;3103;34;25;37;18;8;22;14;33;14;200;"GasTerra Flames";"GasTerra";10,58;15,64;55;85;FALSE;TRUE;85,58;88,64;75,0226666666667;76,87;76;FALSE;75,9463333333333;72,3684210526316;111,842105263158;-39,4736842105263;TRUE;0,375;0,266666666666667;0,25;0,232142857142857;0,508474576271186;0,333333333333333;0,184210526315789;0,423728813559322;0,510663863021929;0,330429558425954;0,158906578552118;0,441176470588235;0,181818181818182;0,565217391304348
"8";732352;8594;8594;3103;34;25;37;18;8;22;14;33;14;200;"GasTerra Flames";"GasTerra";732352;3103;8594;3103;23;13;34;15;4;22;12;28;19;200;"Rotterdam Basketbal";"Rotterda";15,64;10,58;85;55;TRUE;FALSE;88,64;85,58;76,87;75,0226666666667;76;FALSE;75,9463333333333;111,842105263158;72,3684210526316;39,4736842105263;FALSE;0,508474576271186;0,333333333333333;0,184210526315789;0,423728813559322;0,375;0,266666666666667;0,25;0,232142857142857;0,495712754555198;0,294748124330118;0,209539121114684;0,486486486486487;0,363636363636364;0,735294117647059
"9";732410;1771;11480;1771;32;27;30;13;12;23;10;30;14;200;"Landstede Basketbal";"Landsted";732410;11480;11480;1771;19;14;41;15;10;24;11;20;10;200;"Dukes Unlimited";"Dukes Un";14,72;8,74;89;74;TRUE;FALSE;81,72;83,74;71,7333333333333;72,2570731707317;72;FALSE;71,9952032520325;123,611111111111;102,777777777778;20,8333333333333;TRUE;0,584905660377358;0,333333333333333;0,194444444444444;0,509433962264151;0,461538461538462;0,268292682926829;0,138888888888889;0,215384615384615;0,443000590667454;0,339633786178382;0,217365623154164;0,433333333333333;0,521739130434783;0,84375
"10";732410;11480;11480;1771;19;14;41;15;10;24;11;20;10;200;"Dukes Unlimited";"Dukes Un";732410;1771;11480;1771;32;27;30;13;12;23;10;30;14;200;"Landstede Basketbal";"Landsted";8,74;14,72;74;89;FALSE;TRUE;83,74;81,72;72,2570731707317;71,7333333333333;72;FALSE;71,9952032520325;102,777777777778;123,611111111111;-20,8333333333333;FALSE;0,461538461538462;0,268292682926829;0,138888888888889;0,215384615384615;0,584905660377358;0,333333333333333;0,194444444444444;0,509433962264151;0,556007594250068;0,32546786004882;0,118524545701112;0,365853658536585;0,416666666666667;0,736842105263158
