"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct"
"11",11,476810,2571,3103,2571,33,20,45,24,4,14,13,33,15,200,"Basketball Stars Weert","Basketba",476810,3103,3103,2571,20,15,61,21,2,9,14,18,12,200,"Rotterdam Basketbal","Rotterda",15.18,9.2,80,63,TRUE,FALSE,89.18,91.2,75.27,76.22,76,FALSE,75.745,105.263157894737,82.8947368421053,TRUE,22.3684210526316,0.508474576271186,0.419354838709677,0.197368421052632,0.338983050847458,0.342857142857143,0.297872340425532,0.157894736842105,0.214285714285714,0.606632515502831,0.188730115934214,0.204637368562955,0.533333333333333,0.285714285714286,0.606060606060606
"12",12,476810,3103,3103,2571,20,15,61,21,2,9,14,18,12,200,"Rotterdam Basketbal","Rotterda",476810,2571,3103,2571,33,20,45,24,4,14,13,33,15,200,"Basketball Stars Weert","Basketba",9.2,15.18,63,80,FALSE,TRUE,91.2,89.18,76.22,75.27,76,FALSE,75.745,82.8947368421053,105.263157894737,FALSE,-22.3684210526316,0.342857142857143,0.297872340425532,0.157894736842105,0.214285714285714,0.508474576271186,0.419354838709677,0.197368421052632,0.338983050847458,0.77020202020202,0.113636363636364,0.116161616161616,0.344262295081967,0.222222222222222,0.75
"13",13,476811,1771,6115,1771,28,23,37,15,4,20,16,17,19,200,"Landstede Basketbal","Landsted",476811,6115,6115,1771,18,17,45,23,11,23,16,22,20,200,"Giants Academy","Giants A",12.88,8.28,65,96,FALSE,TRUE,88.88,96.28,71.76,78.6412121212121,75,TRUE,75.200606060606,86.6666666666667,128,TRUE,-41.3333333333333,0.368421052631579,0.421052631578947,0.253333333333333,0.403508771929825,0.580882352941177,0.484848484848485,0.266666666666667,0.25,0.529479107040641,0.286204922724671,0.184315970234688,0.405405405405405,0.2,0.821428571428571
"14",14,476811,6115,6115,1771,18,17,45,23,11,23,16,22,20,200,"Giants Academy","Giants A",476811,1771,6115,1771,28,23,37,15,4,20,16,17,19,200,"Landstede Basketbal","Landsted",8.28,12.88,96,65,TRUE,FALSE,96.28,88.88,78.6412121212121,71.76,75,TRUE,75.200606060606,128,86.6666666666667,FALSE,41.3333333333333,0.580882352941177,0.484848484848485,0.266666666666667,0.25,0.368421052631579,0.421052631578947,0.253333333333333,0.403508771929825,0.589931830099633,0.301520713162035,0.108547456738332,0.511111111111111,0.478260869565217,0.944444444444444
"15",15,476812,2393,3107,2393,15,7,34,20,5,13,4,15,19,200,"Matrixx Magixx","Matrixx ",476812,3107,3107,2393,27,15,39,18,4,16,7,26,9,200,"BS Leiden","BS Leide",6.9,12.42,62,63,FALSE,TRUE,72.9,76.42,69.7613333333333,65.185,67,TRUE,67.4731666666667,92.5373134328358,94.0298507462687,TRUE,-1.49253731343283,0.585106382978723,0.133333333333333,0.283582089552239,0.148936170212766,0.436363636363636,0.318181818181818,0.134328358208955,0.272727272727273,0.630797773654917,0.241187384044527,0.128014842300557,0.588235294117647,0.384615384615385,0.466666666666667
"16",16,476812,3107,3107,2393,27,15,39,18,4,16,7,26,9,200,"BS Leiden","BS Leide",476812,2393,3107,2393,15,7,34,20,5,13,4,15,19,200,"Matrixx Magixx","Matrixx ",12.42,6.9,63,62,TRUE,FALSE,76.42,72.9,65.185,69.7613333333333,67,TRUE,67.4731666666667,94.0298507462687,92.5373134328358,FALSE,1.49253731343283,0.436363636363636,0.318181818181818,0.134328358208955,0.272727272727273,0.585106382978723,0.133333333333333,0.283582089552239,0.148936170212766,0.578463363986948,0.237318303174132,0.18421833283892,0.461538461538462,0.25,0.555555555555556
"17",17,476813,3138,8594,3138,35,21,27,12,7,23,13,27,23,200,"BV Aris","BV Aris",476813,8594,8594,3138,22,13,43,24,5,17,16,28,17,200,"GasTerra Flames","GasTerra",16.1,10.12,66,76,FALSE,TRUE,89.1,87.12,78.5826829268293,74.7776744186046,77,FALSE,76.6801786727169,85.7142857142857,98.7012987012987,TRUE,-12.987012987013,0.45,0.317073170731707,0.298701298701299,0.42,0.525,0.372093023255814,0.220779220779221,0.216666666666667,0.408472012102874,0.347957639939486,0.24357034795764,0.444444444444444,0.304347826086957,0.6
"18",18,476813,8594,8594,3138,22,13,43,24,5,17,16,28,17,200,"GasTerra Flames","GasTerra",476813,3138,8594,3138,35,21,27,12,7,23,13,27,23,200,"BV Aris","BV Aris",10.12,16.1,76,66,TRUE,FALSE,87.12,89.1,74.7776744186046,78.5826829268293,77,FALSE,76.6801786727169,98.7012987012987,85.7142857142857,FALSE,12.987012987013,0.525,0.372093023255814,0.220779220779221,0.216666666666667,0.45,0.317073170731707,0.298701298701299,0.42,0.613234455219623,0.242441528807758,0.144324015972618,0.558139534883721,0.294117647058824,0.590909090909091
"19",19,476814,2823,3120,2823,38,27,34,22,7,20,10,33,14,200,"EBBC","EBBC",476814,3120,3120,2823,19,14,43,18,6,24,10,18,13,200,"ABC Amsterdam","ABC Amst",17.48,8.74,92,68,TRUE,FALSE,85.48,88.74,75.9264285714286,78.04,77,FALSE,76.9832142857143,119.480519480519,88.3116883116883,TRUE,31.1688311688312,0.601851851851852,0.357142857142857,0.181818181818182,0.5,0.402985074626866,0.232558139534884,0.168831168831169,0.208955223880597,0.475657526580862,0.279798545047566,0.244543928371572,0.647058823529412,0.35,0.710526315789474
"20",20,476814,3120,3120,2823,19,14,43,18,6,24,10,18,13,200,"ABC Amsterdam","ABC Amst",476814,2823,3120,2823,38,27,34,22,7,20,10,33,14,200,"EBBC","EBBC",8.74,17.48,68,92,FALSE,TRUE,88.74,85.48,78.04,75.9264285714286,77,FALSE,76.9832142857143,88.3116883116883,119.480519480519,FALSE,-31.1688311688312,0.402985074626866,0.232558139534884,0.168831168831169,0.208955223880597,0.601851851851852,0.357142857142857,0.181818181818182,0.5,0.567731713757592,0.3168735146554,0.115394771587008,0.418604651162791,0.25,0.736842105263158
"21",21,476815,2393,2393,8594,36,20,34,21,2,14,8,17,16,200,"Matrixx Magixx","Matrixx ",476815,8594,2393,8594,33,21,41,25,6,17,13,29,16,200,"GasTerra Flames","GasTerra",16.56,15.18,68,89,FALSE,TRUE,80.56,89.18,74.7762162162162,76.661,76,FALSE,75.7186081081081,89.4736842105263,117.105263157895,FALSE,-27.6315789473684,0.5,0.216216216216216,0.210526315789474,0.416666666666667,0.586206896551724,0.433333333333333,0.210526315789474,0.362068965517241,0.526641883519207,0.216852540272615,0.256505576208178,0.617647058823529,0.142857142857143,0.555555555555556
"22",22,476815,8594,2393,8594,33,21,41,25,6,17,13,29,16,200,"GasTerra Flames","GasTerra",476815,2393,2393,8594,36,20,34,21,2,14,8,17,16,200,"Matrixx Magixx","Matrixx ",15.18,16.56,89,68,TRUE,FALSE,89.18,80.56,76.661,74.7762162162162,76,FALSE,75.7186081081081,117.105263157895,89.4736842105263,TRUE,27.6315789473684,0.586206896551724,0.433333333333333,0.210526315789474,0.362068965517241,0.5,0.216216216216216,0.210526315789474,0.416666666666667,0.560262366766876,0.232303908171632,0.207433725061492,0.609756097560976,0.352941176470588,0.636363636363636
"23",23,476816,2823,2823,3103,24,17,32,15,9,21,10,27,15,200,"EBBC","EBBC",476816,3103,2823,3103,10,8,44,12,4,23,27,20,24,200,"Rotterdam Basketbal","Rotterda",11.04,4.6,74,44,TRUE,FALSE,79.04,95.6,68.6966666666667,68.315,69,FALSE,68.5058333333333,107.246376811594,63.768115942029,FALSE,43.4782608695652,0.537735849056604,0.333333333333333,0.217391304347826,0.320754716981132,0.26865671641791,0.5,0.347826086956522,0.119402985074627,0.499687695190506,0.32792004996877,0.172392254840725,0.46875,0.428571428571429,0.708333333333333
"24",24,476816,3103,2823,3103,10,8,44,12,4,23,27,20,24,200,"Rotterdam Basketbal","Rotterda",476816,2823,2823,3103,24,17,32,15,9,21,10,27,15,200,"EBBC","EBBC",4.6,11.04,44,74,FALSE,TRUE,95.6,79.04,68.315,68.6966666666667,69,FALSE,68.5058333333333,63.768115942029,107.246376811594,TRUE,-43.4782608695652,0.26865671641791,0.5,0.347826086956522,0.119402985074627,0.537735849056604,0.333333333333333,0.217391304347826,0.320754716981132,0.614525139664804,0.32122905027933,0.0642458100558659,0.272727272727273,0.173913043478261,0.8
"25",25,476817,3120,6115,3120,24,19,40,20,5,16,15,23,22,200,"ABC Amsterdam","ABC Amst",476817,6115,6115,3120,24,21,41,19,7,19,15,23,20,200,"Giants Academy","Giants A",11.04,11.04,74,80,FALSE,TRUE,89.04,91.04,75.9465789473684,76.6794736842105,76,FALSE,76.3130263157895,97.3684210526316,105.263157894737,TRUE,-7.89473684210526,0.491071428571429,0.394736842105263,0.289473684210526,0.339285714285714,0.491666666666667,0.394736842105263,0.263157894736842,0.35,0.596658711217184,0.238663484486873,0.164677804295943,0.5,0.3125,0.791666666666667
"26",26,476817,6115,6115,3120,24,21,41,19,7,19,15,23,20,200,"Giants Academy","Giants A",476817,3120,6115,3120,24,19,40,20,5,16,15,23,22,200,"ABC Amsterdam","ABC Amst",11.04,11.04,80,74,TRUE,FALSE,91.04,89.04,76.6794736842105,75.9465789473684,76,FALSE,76.3130263157895,105.263157894737,97.3684210526316,FALSE,7.89473684210526,0.491666666666667,0.394736842105263,0.263157894736842,0.35,0.491071428571429,0.394736842105263,0.289473684210526,0.339285714285714,0.57713963963964,0.267454954954955,0.155405405405405,0.463414634146341,0.368421052631579,0.875
"27",27,476818,1771,1771,3138,18,13,40,17,7,15,14,19,14,200,"Landstede Basketbal","Landsted",476818,3138,1771,3138,28,17,35,19,7,19,18,24,16,200,"BV Aris","BV Aris",8.28,12.88,68,76,FALSE,TRUE,77.28,82.88,65.0594736842105,68.3048648648649,67,FALSE,66.6821692745377,101.492537313433,113.432835820896,FALSE,-11.9402985074627,0.5,0.368421052631579,0.208955223880597,0.236363636363636,0.546296296296296,0.486486486486487,0.238805970149254,0.314814814814815,0.632111251580278,0.237041719342604,0.130847029077118,0.425,0.466666666666667,0.722222222222222
"28",28,476818,3138,1771,3138,28,17,35,19,7,19,18,24,16,200,"BV Aris","BV Aris",476818,1771,1771,3138,18,13,40,17,7,15,14,19,14,200,"Landstede Basketbal","Landsted",12.88,8.28,76,68,TRUE,FALSE,82.88,77.28,68.3048648648649,65.0594736842105,67,FALSE,66.6821692745377,113.432835820896,101.492537313433,TRUE,11.9402985074627,0.546296296296296,0.486486486486487,0.238805970149254,0.314814814814815,0.5,0.368421052631579,0.208955223880597,0.236363636363636,0.523325358851675,0.284090909090909,0.192583732057416,0.542857142857143,0.368421052631579,0.607142857142857
"29",29,476819,2571,2571,3107,27,19,47,28,2,18,10,28,12,200,"Basketball Stars Weert","Basketba",476819,3107,2571,3107,24,17,47,28,8,22,9,33,7,200,"BS Leiden","BS Leide",12.42,11.04,81,97,FALSE,TRUE,89.42,87.04,80.7106976744186,78.4510810810811,80,FALSE,79.5808893777498,101.25,121.25,FALSE,-20,0.476923076923077,0.232558139534884,0.15,0.292307692307692,0.579710144927536,0.243243243243243,0.0875,0.246376811594203,0.607078274347714,0.232498062516146,0.160423663136141,0.595744680851064,0.111111111111111,0.703703703703704
"30",30,476819,3107,2571,3107,24,17,47,28,8,22,9,33,7,200,"BS Leiden","BS Leide",476819,2571,2571,3107,27,19,47,28,2,18,10,28,12,200,"Basketball Stars Weert","Basketba",11.04,12.42,97,81,TRUE,FALSE,87.04,89.42,78.4510810810811,80.7106976744186,80,FALSE,79.5808893777498,121.25,101.25,TRUE,20,0.579710144927536,0.243243243243243,0.0875,0.246376811594203,0.476923076923077,0.232558139534884,0.15,0.292307692307692,0.587206396801599,0.274862568715642,0.137931034482759,0.595744680851064,0.363636363636364,0.708333333333333
"31",31,476820,2571,8594,2571,23,16,34,14,8,20,8,17,18,200,"Basketball Stars Weert","Basketba",476820,8594,8594,2571,10,8,51,30,3,13,16,28,19,200,"GasTerra Flames","GasTerra",10.58,4.6,68,77,FALSE,TRUE,82.58,87.6,74.9711111111111,71.5175757575758,73,FALSE,73.2443434343434,93.1506849315068,105.479452054795,TRUE,-12.3287671232877,0.481481481481481,0.222222222222222,0.246575342465753,0.296296296296296,0.5390625,0.484848484848485,0.26027397260274,0.125,0.526478786001858,0.309693403530505,0.163827810467637,0.411764705882353,0.4,0.695652173913043
"32",32,476820,8594,8594,2571,10,8,51,30,3,13,16,28,19,200,"GasTerra Flames","GasTerra",476820,2571,8594,2571,23,16,34,14,8,20,8,17,18,200,"Basketball Stars Weert","Basketba",4.6,10.58,77,68,TRUE,FALSE,87.6,82.58,71.5175757575758,74.9711111111111,73,FALSE,73.2443434343434,105.479452054795,93.1506849315068,FALSE,12.3287671232877,0.5390625,0.484848484848485,0.26027397260274,0.125,0.481481481481481,0.222222222222222,0.246575342465753,0.296296296296296,0.743440233236152,0.189504373177843,0.0670553935860058,0.588235294117647,0.230769230769231,0.8
"33",33,476821,3103,3103,6115,17,12,36,16,7,18,10,22,24,200,"Rotterdam Basketbal","Rotterda",476821,6115,3103,6115,31,21,48,29,6,22,18,18,10,200,"Giants Academy","Giants A",7.82,14.26,65,97,FALSE,TRUE,85.82,94.26,73.9735714285714,77.4075,76,FALSE,75.6905357142857,85.5263157894737,127.631578947368,FALSE,-42.1052631578947,0.490740740740741,0.357142857142857,0.315789473684211,0.222222222222222,0.542857142857143,0.45,0.131578947368421,0.3,0.58233581365254,0.29116790682627,0.126496279521191,0.444444444444444,0.388888888888889,0.705882352941177
"34",34,476821,6115,3103,6115,31,21,48,29,6,22,18,18,10,200,"Giants Academy","Giants A",476821,3103,3103,6115,17,12,36,16,7,18,10,22,24,200,"Rotterdam Basketbal","Rotterda",14.26,7.82,97,65,TRUE,FALSE,94.26,85.82,77.4075,73.9735714285714,76,FALSE,75.6905357142857,127.631578947368,85.5263157894737,TRUE,42.1052631578947,0.542857142857143,0.45,0.131578947368421,0.3,0.490740740740741,0.357142857142857,0.315789473684211,0.222222222222222,0.569665321623546,0.261096605744125,0.169238072632328,0.604166666666667,0.272727272727273,0.67741935483871
"35",35,476822,1771,3120,1771,12,8,36,15,4,18,15,27,23,200,"Landstede Basketbal","Landsted",476822,3120,3120,1771,20,17,52,21,3,16,12,22,12,200,"ABC Amsterdam","ABC Amst",5.52,9.2,50,68,FALSE,TRUE,82.52,89.2,67.3375675675676,74.7138461538462,71,TRUE,71.0257068607069,70.4225352112676,95.7746478873239,TRUE,-25.3521126760563,0.388888888888889,0.405405405405405,0.323943661971831,0.148148148148148,0.375,0.307692307692308,0.169014084507042,0.25,0.604838709677419,0.30241935483871,0.092741935483871,0.416666666666667,0.222222222222222,0.666666666666667
"36",36,476822,3120,3120,1771,20,17,52,21,3,16,12,22,12,200,"ABC Amsterdam","ABC Amst",476822,1771,3120,1771,12,8,36,15,4,18,15,27,23,200,"Landstede Basketbal","Landsted",9.2,5.52,68,50,TRUE,FALSE,89.2,82.52,74.7138461538462,67.3375675675676,71,TRUE,71.0257068607069,95.7746478873239,70.4225352112676,FALSE,25.3521126760563,0.375,0.307692307692308,0.169014084507042,0.25,0.388888888888889,0.405405405405405,0.323943661971831,0.148148148148148,0.673575129533679,0.207253886010363,0.119170984455959,0.403846153846154,0.1875,0.85
"37",37,476823,2393,3138,2393,48,30,27,14,3,20,16,16,21,200,"Matrixx Magixx","Matrixx ",476823,3138,3138,2393,8,3,34,25,8,19,9,24,14,200,"BV Aris","BV Aris",22.08,3.68,67,77,FALSE,TRUE,90.08,70.68,77.24,62.976,70,TRUE,70.108,95.7142857142857,110,TRUE,-14.2857142857143,0.393617021276596,0.4,0.3,0.638297872340426,0.69811320754717,0.36,0.2,0.0566037735849057,0.390851187029531,0.289519397799653,0.319629415170816,0.518518518518518,0.15,0.625
"38",38,476823,3138,3138,2393,8,3,34,25,8,19,9,24,14,200,"BV Aris","BV Aris",476823,2393,3138,2393,48,30,27,14,3,20,16,16,21,200,"Matrixx Magixx","Matrixx ",3.68,22.08,77,67,TRUE,FALSE,70.68,90.08,62.976,77.24,70,TRUE,70.108,110,95.7142857142857,FALSE,14.2857142857143,0.69811320754717,0.36,0.2,0.0566037735849057,0.393617021276596,0.4,0.3,0.638297872340426,0.599858856739591,0.335215243472124,0.0649258997882851,0.735294117647059,0.421052631578947,0.375
"39",39,476824,2823,2823,8594,22,15,37,20,9,16,6,22,18,200,"EBBC","EBBC",476824,8594,2823,8594,20,11,30,17,16,34,13,22,15,200,"GasTerra Flames","GasTerra",10.12,9.2,82,93,FALSE,TRUE,81.12,88.2,75.6171428571429,75.8797142857143,76,FALSE,75.7484285714286,107.894736842105,122.368421052632,FALSE,-14.4736842105263,0.632075471698113,0.214285714285714,0.236842105263158,0.283018867924528,0.640625,0.371428571428571,0.197368421052632,0.171875,0.586185044359949,0.253485424588086,0.160329531051965,0.540540540540541,0.5625,0.681818181818182
"40",40,476824,8594,2823,8594,20,11,30,17,16,34,13,22,15,200,"GasTerra Flames","GasTerra",476824,2823,2823,8594,22,15,37,20,9,16,6,22,18,200,"EBBC","EBBC",9.2,10.12,93,82,TRUE,FALSE,88.2,81.12,75.8797142857143,75.6171428571429,76,FALSE,75.7484285714286,122.368421052632,107.894736842105,TRUE,14.4736842105263,0.640625,0.371428571428571,0.197368421052632,0.171875,0.632075471698113,0.214285714285714,0.236842105263158,0.283018867924528,0.409836065573771,0.46448087431694,0.12568306010929,0.566666666666667,0.470588235294118,0.55
"41",41,476825,1771,1771,2393,26,12,34,16,10,26,8,20,11,200,"Landstede Basketbal","Landsted",476825,2393,1771,2393,22,15,38,22,6,21,10,33,22,200,"Matrixx Magixx","Matrixx ",11.96,10.12,74,77,FALSE,TRUE,82.96,91.12,75.8614634146342,80.0633333333333,78,TRUE,77.9623983739837,94.8717948717949,98.7179487179487,FALSE,-3.84615384615384,0.516666666666667,0.195121951219512,0.141025641025641,0.2,0.525423728813559,0.333333333333333,0.282051282051282,0.254237288135593,0.47248471372985,0.361311839911062,0.166203446359088,0.470588235294118,0.384615384615385,0.461538461538462
"42",42,476825,2393,1771,2393,22,15,38,22,6,21,10,33,22,200,"Matrixx Magixx","Matrixx ",476825,1771,1771,2393,26,12,34,16,10,26,8,20,11,200,"Landstede Basketbal","Landsted",10.12,11.96,77,74,TRUE,FALSE,91.12,82.96,80.0633333333333,75.8614634146342,78,TRUE,77.9623983739837,98.7179487179487,94.8717948717949,TRUE,3.84615384615384,0.525423728813559,0.333333333333333,0.282051282051282,0.254237288135593,0.516666666666667,0.195121951219512,0.141025641025641,0.2,0.549768518518518,0.303819444444444,0.146412037037037,0.578947368421053,0.285714285714286,0.681818181818182
"43",43,476826,2571,2571,3138,37,24,43,26,6,13,11,22,17,200,"Basketball Stars Weert","Basketba",476826,3138,2571,3138,17,10,43,27,6,20,15,17,30,200,"BV Aris","BV Aris",17.02,7.82,94,82,TRUE,FALSE,90.02,100.82,79.9314285714286,87.8064864864865,84,TRUE,83.8689575289575,111.904761904762,97.6190476190476,FALSE,14.2857142857143,0.625,0.392857142857143,0.202380952380952,0.428571428571429,0.571428571428571,0.405405405405405,0.357142857142857,0.158730158730159,0.588879758970145,0.178033415502602,0.233086825527253,0.604651162790698,0.461538461538462,0.648648648648649
"44",44,476826,3138,2571,3138,17,10,43,27,6,20,15,17,30,200,"BV Aris","BV Aris",476826,2571,2571,3138,37,24,43,26,6,13,11,22,17,200,"Basketball Stars Weert","Basketba",7.82,17.02,82,94,FALSE,TRUE,100.82,90.02,87.8064864864865,79.9314285714286,84,TRUE,83.8689575289575,97.6190476190476,111.904761904762,TRUE,-14.2857142857143,0.571428571428571,0.405405405405405,0.357142857142857,0.158730158730159,0.625,0.392857142857143,0.202380952380952,0.428571428571429,0.607173114939283,0.282406099971759,0.110420785088958,0.627906976744186,0.3,0.588235294117647
"45",45,476827,3107,6115,3107,15,10,42,15,7,20,18,30,22,200,"BS Leiden","BS Leide",476827,6115,6115,3107,11,6,48,23,4,15,13,27,18,200,"Giants Academy","Giants A",6.9,5.06,61,64,FALSE,TRUE,90.9,86.06,73.78,74.4144186046512,74,FALSE,74.0972093023256,82.4324324324324,86.4864864864865,TRUE,-4.05405405405405,0.411290322580645,0.4,0.297297297297297,0.161290322580645,0.46031746031746,0.302325581395349,0.243243243243243,0.0952380952380952,0.609579100145138,0.290275761973875,0.100145137880987,0.357142857142857,0.35,0.666666666666667
