"";"wed_ID";"plg_ID";"wed_UitPloeg";"wed_ThuisPloeg";"FTA";"FTM";"FG2A";"FG2M";"FG3M";"FG3A";"OR";"DR";"TO";"Minuten";"plg_Name";"plg_ShortName";"opp_wed_ID";"opp_plg_ID";"opp_wed_UitPloeg";"opp_wed_ThuisPloeg";"opp_FTA";"opp_FTM";"opp_FG2A";"opp_FG2M";"opp_FG3M";"opp_FG3A";"opp_OR";"opp_DR";"opp_TO";"opp_Minuten";"opp_plg_Name";"opp_plg_ShortName";"FTtrips";"opp_FTtrips";"pts";"opp_pts";"Win";"Loss";"plays";"opp_plays";"ps";"opp_ps";"avgps";"WARNING";"pace";"Ortg";"Drtg";"Nrtg";"Home";"EFGpct";"ORpct";"TOpct";"FT4f";"opp_EFGpct";"opp_ORpct";"opp_TOpct";"opp_FT4f";"FG2Apct";"FG3Apct";"FTTpct";"FG2pct";"FG3pct";"FTpct"
"1";696829;1771;2571;1771;24;16;39;20;10;31;16;39;13;200;"Landstede Basketbal";"Landsted";696829;2571;2571;1771;15;8;37;12;6;24;7;30;16;200;"Basketball Stars Weert";"Basketba";11,04;6,9;86;50;TRUE;FALSE;94,04;83,9;79,1530434782609;76,8984782608696;78;FALSE;78,0257608695652;110,25641025641;64,1025641025641;46,1538461538462;TRUE;0,5;0,347826086956522;0,166666666666667;0,228571428571429;0,344262295081967;0,152173913043478;0,205128205128205;0,131147540983607;0,481243830207305;0,382527147087858;0,136229022704837;0,512820512820513;0,32258064516129;0,666666666666667
"2";696829;2571;2571;1771;15;8;37;12;6;24;7;30;16;200;"Basketball Stars Weert";"Basketba";696829;1771;2571;1771;24;16;39;20;10;31;16;39;13;200;"Landstede Basketbal";"Landsted";6,9;11,04;50;86;FALSE;TRUE;83,9;94,04;76,8984782608696;79,1530434782609;78;FALSE;78,0257608695652;64,1025641025641;110,25641025641;-46,1538461538462;FALSE;0,344262295081967;0,152173913043478;0,205128205128205;0,131147540983607;0,5;0,347826086956522;0,166666666666667;0,228571428571429;0,544918998527246;0,353460972017673;0,101620029455081;0,324324324324324;0,25;0,533333333333333
"3";696830;3107;10757;3107;8;6;47;26;4;20;14;26;14;200;"BS Leiden";"BS Leide";696830;10757;10757;3107;15;11;35;11;8;20;11;22;17;200;"BC APOLLO A'dam";"BC APOLL";3,68;6,9;70;57;TRUE;FALSE;84,68;78,9;69,2838888888889;67,4481081081081;68;FALSE;68,3659984984985;102,941176470588;83,8235294117647;19,1176470588235;TRUE;0,477611940298507;0,388888888888889;0,205882352941176;0,0895522388059701;0,418181818181818;0,297297297297297;0,25;0,2;0,664968873797397;0,282965478211658;0,0520656479909451;0,553191489361702;0,2;0,75
"4";696830;10757;10757;3107;15;11;35;11;8;20;11;22;17;200;"BC APOLLO A'dam";"BC APOLL";696830;3107;10757;3107;8;6;47;26;4;20;14;26;14;200;"BS Leiden";"BS Leide";6,9;3,68;57;70;FALSE;TRUE;78,9;84,68;67,4481081081081;69,2838888888889;68;FALSE;68,3659984984985;83,8235294117647;102,941176470588;-19,1176470588235;FALSE;0,418181818181818;0,297297297297297;0,25;0,2;0,477611940298507;0,388888888888889;0,205882352941176;0,0895522388059701;0,565428109854604;0,323101777059774;0,111470113085622;0,314285714285714;0,4;0,733333333333333
"5";696831;2571;10757;2571;14;10;52;18;8;18;14;30;14;200;"Basketball Stars Weert";"Basketba";696831;10757;10757;2571;12;8;38;16;14;29;9;33;14;200;"BC APOLLO A'dam";"BC APOLL";6,44;5,52;70;82;FALSE;TRUE;90,44;86,52;76,4161702127659;77,3838461538462;77;FALSE;76,9000081833061;90,9090909090909;106,493506493506;-15,5844155844156;TRUE;0,428571428571429;0,297872340425532;0,181818181818182;0,142857142857143;0,552238805970149;0,230769230769231;0,181818181818182;0,119402985074627;0,680272108843537;0,235478806907378;0,0842490842490843;0,346153846153846;0,444444444444444;0,714285714285714
"6";696831;10757;10757;2571;12;8;38;16;14;29;9;33;14;200;"BC APOLLO A'dam";"BC APOLL";696831;2571;10757;2571;14;10;52;18;8;18;14;30;14;200;"Basketball Stars Weert";"Basketba";5,52;6,44;82;70;TRUE;FALSE;86,52;90,44;77,3838461538462;76,4161702127659;77;FALSE;76,9000081833061;106,493506493506;90,9090909090909;15,5844155844156;FALSE;0,552238805970149;0,230769230769231;0,181818181818182;0,119402985074627;0,428571428571429;0,297872340425532;0,181818181818182;0,142857142857143;0,523993381136238;0,399889685603971;0,0761169332597904;0,421052631578947;0,482758620689655;0,666666666666667
"7";696832;3103;3107;3103;20;16;42;16;4;20;16;19;22;200;"Rotterdam Basketbal";"Rotterda";696832;3107;3107;3103;10;6;36;20;11;25;9;29;19;200;"BS Leiden";"BS Leide";9,2;4,6;60;79;FALSE;TRUE;93,2;84,6;77,2213333333333;74,2821428571428;76;FALSE;75,7517380952381;78,9473684210526;103,947368421053;-25;TRUE;0,354838709677419;0,355555555555556;0,289473684210526;0,258064516129032;0,598360655737705;0,321428571428571;0,25;0,0983606557377049;0,589887640449438;0,280898876404494;0,129213483146067;0,380952380952381;0,2;0,8
"8";696832;3107;3107;3103;10;6;36;20;11;25;9;29;19;200;"BS Leiden";"BS Leide";696832;3103;3107;3103;20;16;42;16;4;20;16;19;22;200;"Rotterdam Basketbal";"Rotterda";4,6;9,2;79;60;TRUE;FALSE;84,6;93,2;74,2821428571428;77,2213333333333;76;FALSE;75,7517380952381;103,947368421053;78,9473684210526;25;FALSE;0,598360655737705;0,321428571428571;0,25;0,0983606557377049;0,354838709677419;0,355555555555556;0,289473684210526;0,258064516129032;0,548780487804878;0,38109756097561;0,0701219512195122;0,555555555555556;0,44;0,6
"9";696833;3103;3103;10757;25;17;49;13;9;25;14;29;12;200;"Rotterdam Basketbal";"Rotterda";696833;10757;3103;10757;22;14;40;18;6;28;11;33;6;200;"BC APOLLO A'dam";"BC APOLL";11,5;10,12;70;68;TRUE;FALSE;97,5;84,12;80,9263829787234;71,173;76;TRUE;76,0496914893617;92,1052631578947;89,4736842105263;2,63157894736842;FALSE;0,358108108108108;0,297872340425532;0,157894736842105;0,22972972972973;0,397058823529412;0,275;0,0789473684210526;0,205882352941176;0,573099415204678;0,292397660818713;0,134502923976608;0,26530612244898;0,36;0,68
"10";696833;10757;3103;10757;22;14;40;18;6;28;11;33;6;200;"BC APOLLO A'dam";"BC APOLL";696833;3103;3103;10757;25;17;49;13;9;25;14;29;12;200;"Rotterdam Basketbal";"Rotterda";10,12;11,5;68;70;FALSE;TRUE;84,12;97,5;71,173;80,9263829787234;76;TRUE;76,0496914893617;89,4736842105263;92,1052631578947;-2,63157894736842;TRUE;0,397058823529412;0,275;0,0789473684210526;0,205882352941176;0,358108108108108;0,297872340425532;0,157894736842105;0,22972972972973;0,512032770097286;0,3584229390681;0,129544290834613;0,45;0,214285714285714;0,636363636363636
